Source_object_id,Target_object_id,O2O_qualifier,Timestamp
Silo7,tr5,Aranged silo for truck,2024-05-16 13:42:18
tr45,Pcp4,Assigned truck for pickup plan,2024-05-16 14:05:38
Silo19,tr24,Aranged silo for truck,2024-05-16 14:37:03
tr37,Pcp1,Dropped truck from pickup plan,2024-05-16 14:39:46
tr33,Pcp10,Assigned truck for pickup plan,2024-05-16 14:53:52
tr19,Pcp2,Assigned truck for pickup plan,2024-05-16 15:36:13
tr10,Pcp10,Assigned truck for pickup plan,2024-05-16 15:51:48
tr1,Pcp7,Assigned truck for pickup plan,2024-05-16 15:53:44
tr20,Pcp3,Assigned truck for pickup plan,2024-05-16 16:10:32
tr6,Pcp10,Assigned truck for pickup plan,2024-05-16 16:58:41
tr37,Pcp4,Assigned truck for pickup plan,2024-05-16 17:16:18
tr48,Pcp2,Assigned truck for pickup plan,2024-05-16 17:30:09
tr2,Pcp5,Assigned truck for pickup plan,2024-05-16 18:15:10
tr8,Pcp8,Dropped truck from pickup plan,2024-05-16 18:22:22
tr46,Pcp8,Assigned truck for pickup plan,2024-05-16 19:15:29
tr12,Pcp3,Assigned truck for pickup plan,2024-05-17 07:33:16
tr16,Pcp3,Assigned truck for pickup plan,2024-05-17 08:01:53
Silo18,tr14,Aranged silo for truck,2024-05-17 08:22:45
tr40,Pcp4,Dropped truck from pickup plan,2024-05-17 08:39:43
tr44,Pcp2,Dropped truck from pickup plan,2024-05-17 08:40:25
tr23,Pcp3,Assigned truck for pickup plan,2024-05-17 09:04:56
Silo16,tr9,Aranged silo for truck,2024-05-17 09:49:11
Silo18,tr15,Aranged silo for truck,2024-05-17 09:55:08
tr39,Pcp5,Assigned truck for pickup plan,2024-05-17 10:02:52
tr8,Pcp10,Assigned truck for pickup plan,2024-05-17 10:11:21
tr11,Pcp2,Dropped truck from pickup plan,2024-05-17 10:12:22
tr32,Pcp3,Assigned truck for pickup plan,2024-05-17 10:12:48
Silo19,tr31,Aranged silo for truck,2024-05-17 10:44:26
tr25,Pcp4,Assigned truck for pickup plan,2024-05-17 11:24:10
tr26,Pcp5,Dropped truck from pickup plan,2024-05-17 11:29:49
tr43,Pcp10,Dropped truck from pickup plan,2024-05-17 11:47:09
tr27,Pcp8,Dropped truck from pickup plan,2024-05-17 12:00:14
tr40,Pcp4,Assigned truck for pickup plan,2024-05-17 12:12:37
tr22,Pcp1,Dropped truck from pickup plan,2024-05-17 13:47:35
tr35,Pcp10,Dropped truck from pickup plan,2024-05-17 13:53:32
tr4,Pcp1,Dropped truck from pickup plan,2024-05-17 14:04:47
tr11,Pcp8,Assigned truck for pickup plan,2024-05-17 14:25:12
tr34,Pcp4,Assigned truck for pickup plan,2024-05-17 14:32:31
Silo10,tr45,Aranged silo for truck,2024-05-17 14:33:09
Silo10,tr29,Aranged silo for truck,2024-05-17 14:54:40
tr13,Pcp10,Dropped truck from pickup plan,2024-05-17 15:01:30
tr44,Pcp5,Assigned truck for pickup plan,2024-05-17 15:55:48
tr26,Pcp5,Assigned truck for pickup plan,2024-05-17 15:58:32
tr36,Pcp1,Dropped truck from pickup plan,2024-05-17 16:03:49
tr28,Pcp7,Dropped truck from pickup plan,2024-05-17 16:18:33
tr43,Pcp4,Assigned truck for pickup plan,2024-05-17 16:29:35
tr27,Pcp1,Assigned truck for pickup plan,2024-05-17 16:36:21
tr13,Pcp7,Assigned truck for pickup plan,2024-05-17 18:28:58
tr24,Pcp5,Dropped truck from pickup plan,2024-05-20 07:11:35
tr41,Pcp8,Dropped truck from pickup plan,2024-05-20 07:18:49
tr1,Pcp3,Assigned truck for pickup plan,2024-05-20 08:00:11
tr38,Pcp4,Dropped truck from pickup plan,2024-05-20 09:07:28
tr36,Pcp7,Assigned truck for pickup plan,2024-05-20 09:26:51
tr3,Pcp10,Assigned truck for pickup plan,2024-05-20 09:40:46
tr16,Pcp2,Assigned truck for pickup plan,2024-05-20 09:57:31
tr33,Pcp1,Assigned truck for pickup plan,2024-05-20 09:58:31
tr30,Pcp10,Assigned truck for pickup plan,2024-05-20 10:02:45
tr47,Pcp5,Assigned truck for pickup plan,2024-05-20 10:20:27
tr35,Pcp4,Assigned truck for pickup plan,2024-05-20 10:47:17
tr22,Pcp7,Assigned truck for pickup plan,2024-05-20 10:48:01
tr28,Pcp3,Assigned truck for pickup plan,2024-05-20 10:58:52
tr4,Pcp7,Assigned truck for pickup plan,2024-05-20 11:06:56
tr39,Pcp3,Assigned truck for pickup plan,2024-05-20 11:15:55
tr49,Pcp10,Dropped truck from pickup plan,2024-05-20 11:27:49
Silo6,tr19,Aranged silo for truck,2024-05-20 11:47:08
tr6,Pcp3,Assigned truck for pickup plan,2024-05-20 11:54:41
tr24,Pcp5,Assigned truck for pickup plan,2024-05-20 12:10:43
tr42,Pcp1,Assigned truck for pickup plan,2024-05-20 13:26:41
tr38,Pcp5,Assigned truck for pickup plan,2024-05-20 14:56:09
tr48,Pcp5,Assigned truck for pickup plan,2024-05-20 15:41:07
Silo8,tr21,Aranged silo for truck,2024-05-20 15:53:13
tr41,Pcp2,Assigned truck for pickup plan,2024-05-20 16:00:24
tr20,Pcp1,Assigned truck for pickup plan,2024-05-20 16:47:19
Silo19,tr2,Aranged silo for truck,2024-05-20 17:16:38
tr18,Pcp2,Assigned truck for pickup plan,2024-05-20 18:03:27
Silo16,tr13,Aranged silo for truck,2024-05-20 18:40:16
tr8,Pcp7,Assigned truck for pickup plan,2024-05-21 08:01:56
tr49,Pcp2,Assigned truck for pickup plan,2024-05-21 09:26:21
tr10,Pcp1,Assigned truck for pickup plan,2024-05-21 09:39:22
tr33,Pcp8,Assigned truck for pickup plan,2024-05-21 10:12:32
Silo18,tr12,Aranged silo for truck,2024-05-21 10:21:59
tr15,Pcp3,Dropped truck from pickup plan,2024-05-21 10:36:32
tr3,Pcp3,Assigned truck for pickup plan,2024-05-21 10:37:07
tr46,Pcp4,Assigned truck for pickup plan,2024-05-21 11:10:09
Silo16,tr36,Aranged silo for truck,2024-05-21 11:10:13
tr45,Pcp4,Dropped truck from pickup plan,2024-05-21 11:11:09
tr26,Pcp10,Assigned truck for pickup plan,2024-05-21 11:16:35
tr37,Pcp8,Assigned truck for pickup plan,2024-05-21 11:25:52
tr17,Pcp4,Dropped truck from pickup plan,2024-05-21 11:38:39
Silo19,tr47,Aranged silo for truck,2024-05-21 11:39:52
tr4,Pcp4,Assigned truck for pickup plan,2024-05-21 11:50:45
tr31,Pcp5,Dropped truck from pickup plan,2024-05-21 13:56:53
tr34,Pcp1,Assigned truck for pickup plan,2024-05-21 14:22:45
tr15,Pcp10,Assigned truck for pickup plan,2024-05-21 14:23:28
Silo8,tr42,Aranged silo for truck,2024-05-21 14:52:00
Silo18,tr6,Aranged silo for truck,2024-05-21 14:59:49
tr45,Pcp2,Assigned truck for pickup plan,2024-05-21 15:18:33
tr40,Pcp1,Assigned truck for pickup plan,2024-05-21 15:24:52
Silo19,tr48,Aranged silo for truck,2024-05-21 15:44:22
tr17,Pcp2,Assigned truck for pickup plan,2024-05-21 15:49:20
tr41,Pcp10,Assigned truck for pickup plan,2024-05-21 15:50:18
tr8,Pcp8,Assigned truck for pickup plan,2024-05-21 16:27:39
tr35,Pcp3,Assigned truck for pickup plan,2024-05-21 16:33:20
tr25,Pcp8,Assigned truck for pickup plan,2024-05-21 16:54:08
tr9,Pcp7,Dropped truck from pickup plan,2024-05-22 07:45:43
tr24,Pcp4,Assigned truck for pickup plan,2024-05-22 08:10:21
tr22,Pcp7,Assigned truck for pickup plan,2024-05-22 08:14:50
tr44,Pcp8,Assigned truck for pickup plan,2024-05-22 08:43:08
tr31,Pcp4,Assigned truck for pickup plan,2024-05-22 08:57:52
tr30,Pcp10,Assigned truck for pickup plan,2024-05-22 09:25:23
tr32,Pcp3,Assigned truck for pickup plan,2024-05-22 09:47:39
tr43,Pcp3,Assigned truck for pickup plan,2024-05-22 10:14:41
tr23,Pcp10,Assigned truck for pickup plan,2024-05-22 10:27:40
tr9,Pcp2,Assigned truck for pickup plan,2024-05-22 10:32:49
tr18,Pcp5,Assigned truck for pickup plan,2024-05-22 10:38:51
tr12,Pcp3,Dropped truck from pickup plan,2024-05-22 10:57:36
tr11,Pcp7,Assigned truck for pickup plan,2024-05-22 10:58:54
Silo10,tr46,Aranged silo for truck,2024-05-22 11:21:24
tr5,Pcp6,Dropped truck from pickup plan,2024-05-22 11:23:10
Silo18,tr39,Aranged silo for truck,2024-05-22 11:52:21
tr37,Pcp8,Assigned truck for pickup plan,2024-05-22 11:58:49
Silo10,tr4,Aranged silo for truck,2024-05-22 12:04:32
Silo6,tr49,Aranged silo for truck,2024-05-22 12:18:05
tr10,Pcp4,Assigned truck for pickup plan,2024-05-22 12:19:31
tr13,Pcp7,Dropped truck from pickup plan,2024-05-22 12:21:10
tr1,Pcp5,Assigned truck for pickup plan,2024-05-22 13:24:31
tr3,Pcp7,Assigned truck for pickup plan,2024-05-22 13:59:10
tr26,Pcp3,Assigned truck for pickup plan,2024-05-22 14:02:48
Silo17,tr33,Aranged silo for truck,2024-05-22 14:17:59
tr12,Pcp1,Assigned truck for pickup plan,2024-05-22 14:33:07
Silo8,tr27,Aranged silo for truck,2024-05-22 14:38:37
tr5,Pcp8,Assigned truck for pickup plan,2024-05-22 14:44:41
tr38,Pcp5,Assigned truck for pickup plan,2024-05-22 14:53:08
tr16,Pcp7,Assigned truck for pickup plan,2024-05-22 15:09:34
tr6,Pcp3,Dropped truck from pickup plan,2024-05-22 15:22:22
tr21,Pcp1,Dropped truck from pickup plan,2024-05-22 15:50:28
tr13,Pcp5,Assigned truck for pickup plan,2024-05-22 16:21:39
Silo8,tr20,Aranged silo for truck,2024-05-22 16:25:51
tr6,Pcp3,Assigned truck for pickup plan,2024-05-22 16:55:23
tr28,Pcp8,Assigned truck for pickup plan,2024-05-22 17:18:11
Silo17,tr44,Aranged silo for truck,2024-05-22 18:25:18
tr34,Pcp3,Assigned truck for pickup plan,2024-05-22 19:07:43
tr19,Pcp2,Dropped truck from pickup plan,2024-05-23 07:17:09
tr7,Pcp5,Dropped truck from pickup plan,2024-05-23 07:25:48
tr50,Pcp10,Dropped truck from pickup plan,2024-05-23 08:43:49
tr24,Pcp8,Assigned truck for pickup plan,2024-05-23 09:21:20
tr14,Pcp3,Dropped truck from pickup plan,2024-05-23 09:28:01
Silo11,tr30,Aranged silo for truck,2024-05-23 09:44:51
tr7,Pcp8,Assigned truck for pickup plan,2024-05-23 10:30:31
tr15,Pcp8,Assigned truck for pickup plan,2024-05-23 10:31:49
tr40,Pcp10,Assigned truck for pickup plan,2024-05-23 10:49:21
tr21,Pcp7,Assigned truck for pickup plan,2024-05-23 10:55:45
tr22,Pcp4,Assigned truck for pickup plan,2024-05-23 11:01:30
tr14,Pcp3,Assigned truck for pickup plan,2024-05-23 11:43:37
tr19,Pcp5,Assigned truck for pickup plan,2024-05-23 11:45:25
tr2,Pcp5,Dropped truck from pickup plan,2024-05-23 11:45:37
Silo11,tr41,Aranged silo for truck,2024-05-23 11:47:05
tr50,Pcp8,Assigned truck for pickup plan,2024-05-23 13:50:30
tr29,Pcp4,Dropped truck from pickup plan,2024-05-23 13:55:33
Silo6,tr17,Aranged silo for truck,2024-05-23 14:12:02
tr32,Pcp3,Assigned truck for pickup plan,2024-05-23 14:28:02
Silo16,tr11,Aranged silo for truck,2024-05-23 14:47:33
Silo19,tr18,Aranged silo for truck,2024-05-23 14:53:58
Silo17,tr25,Aranged silo for truck,2024-05-23 14:57:03
Silo10,tr31,Aranged silo for truck,2024-05-23 15:10:42
tr2,Pcp10,Assigned truck for pickup plan,2024-05-23 15:13:55
tr42,Pcp1,Dropped truck from pickup plan,2024-05-23 15:36:12
tr16,Pcp3,Assigned truck for pickup plan,2024-05-23 15:44:17
tr43,Pcp2,Assigned truck for pickup plan,2024-05-23 16:00:53
tr29,Pcp2,Assigned truck for pickup plan,2024-05-23 16:09:30
tr5,Pcp1,Assigned truck for pickup plan,2024-05-23 17:07:21
tr36,Pcp7,Dropped truck from pickup plan,2024-05-23 17:15:14
tr45,Pcp2,Assigned truck for pickup plan,2024-05-23 17:16:51
tr49,Pcp2,Dropped truck from pickup plan,2024-05-23 17:32:37
tr13,Pcp8,Assigned truck for pickup plan,2024-05-23 17:53:49
tr34,Pcp7,Assigned truck for pickup plan,2024-05-24 07:58:36
tr4,Pcp4,Dropped truck from pickup plan,2024-05-24 09:30:07
tr12,Pcp2,Assigned truck for pickup plan,2024-05-24 09:35:44
Silo17,tr37,Aranged silo for truck,2024-05-24 09:39:11
tr39,Pcp3,Dropped truck from pickup plan,2024-05-24 09:44:27
tr36,Pcp2,Assigned truck for pickup plan,2024-05-24 09:49:01
tr10,Pcp5,Assigned truck for pickup plan,2024-05-24 09:49:23
tr9,Pcp2,Assigned truck for pickup plan,2024-05-24 09:58:01
tr38,Pcp4,Assigned truck for pickup plan,2024-05-24 10:23:54
tr35,Pcp2,Assigned truck for pickup plan,2024-05-24 10:53:04
tr44,Pcp8,Dropped truck from pickup plan,2024-05-24 10:59:35
tr49,Pcp10,Assigned truck for pickup plan,2024-05-24 11:06:03
Silo17,tr24,Aranged silo for truck,2024-05-24 11:12:24
tr42,Pcp2,Assigned truck for pickup plan,2024-05-24 11:21:22
tr4,Pcp2,Assigned truck for pickup plan,2024-05-24 12:29:30
Silo18,tr26,Aranged silo for truck,2024-05-24 12:31:53
Silo18,tr14,Aranged silo for truck,2024-05-24 13:21:16
tr22,Pcp8,Assigned truck for pickup plan,2024-05-24 13:43:39
tr39,Pcp5,Assigned truck for pickup plan,2024-05-24 14:38:06
tr44,Pcp7,Assigned truck for pickup plan,2024-05-24 15:57:39
tr23,Pcp4,Assigned truck for pickup plan,2024-05-24 16:37:08
tr32,Pcp10,Assigned truck for pickup plan,2024-05-24 17:24:06
tr20,Pcp1,Dropped truck from pickup plan,2024-05-27 08:03:27
tr11,Pcp7,Dropped truck from pickup plan,2024-05-27 08:41:06
Silo17,tr7,Aranged silo for truck,2024-05-27 08:42:06
tr15,Pcp3,Assigned truck for pickup plan,2024-05-27 08:55:41
tr8,Pcp4,Assigned truck for pickup plan,2024-05-27 09:22:20
Silo8,tr5,Aranged silo for truck,2024-05-27 09:51:39
Silo16,tr21,Aranged silo for truck,2024-05-27 09:55:36
tr28,Pcp2,Assigned truck for pickup plan,2024-05-27 10:00:45
Silo11,tr40,Aranged silo for truck,2024-05-27 10:34:51
tr29,Pcp2,Assigned truck for pickup plan,2024-05-27 10:36:41
tr13,Pcp4,Assigned truck for pickup plan,2024-05-27 11:13:57
tr3,Pcp3,Assigned truck for pickup plan,2024-05-27 11:21:47
tr1,Pcp5,Assigned truck for pickup plan,2024-05-27 11:46:58
tr48,Pcp5,Dropped truck from pickup plan,2024-05-27 12:24:55
tr43,Pcp3,Assigned truck for pickup plan,2024-05-27 13:52:19
Silo6,tr45,Aranged silo for truck,2024-05-27 14:41:58
tr20,Pcp7,Assigned truck for pickup plan,2024-05-27 14:42:54
tr6,Pcp2,Assigned truck for pickup plan,2024-05-27 14:53:26
tr38,Pcp1,Assigned truck for pickup plan,2024-05-27 15:05:49
tr11,Pcp3,Assigned truck for pickup plan,2024-05-27 15:36:55
tr50,Pcp3,Assigned truck for pickup plan,2024-05-27 15:45:39
tr37,Pcp8,Dropped truck from pickup plan,2024-05-27 15:54:38
Silo10,tr23,Aranged silo for truck,2024-05-27 16:04:44
tr26,Pcp3,Dropped truck from pickup plan,2024-05-27 16:09:06
tr49,Pcp2,Assigned truck for pickup plan,2024-05-27 16:10:31
tr19,Pcp1,Assigned truck for pickup plan,2024-05-27 16:17:09
tr47,Pcp5,Dropped truck from pickup plan,2024-05-27 16:51:54
tr48,Pcp7,Assigned truck for pickup plan,2024-05-27 17:07:39
tr4,Pcp1,Assigned truck for pickup plan,2024-05-27 17:16:12
tr31,Pcp4,Dropped truck from pickup plan,2024-05-28 09:10:55
Silo16,tr44,Aranged silo for truck,2024-05-28 09:25:49
tr39,Pcp5,Assigned truck for pickup plan,2024-05-28 09:31:30
tr37,Pcp3,Assigned truck for pickup plan,2024-05-28 09:43:56
Silo6,tr35,Aranged silo for truck,2024-05-28 09:46:05
tr47,Pcp1,Assigned truck for pickup plan,2024-05-28 10:02:45
tr26,Pcp2,Assigned truck for pickup plan,2024-05-28 10:07:15
tr46,Pcp4,Dropped truck from pickup plan,2024-05-28 10:13:11
tr16,Pcp7,Assigned truck for pickup plan,2024-05-28 10:18:48
tr31,Pcp1,Assigned truck for pickup plan,2024-05-28 11:18:12
tr42,Pcp8,Assigned truck for pickup plan,2024-05-28 11:24:54
tr18,Pcp5,Dropped truck from pickup plan,2024-05-28 11:27:17
tr13,Pcp8,Assigned truck for pickup plan,2024-05-28 11:55:43
Silo6,tr12,Aranged silo for truck,2024-05-28 11:56:38
tr9,Pcp8,Assigned truck for pickup plan,2024-05-28 12:25:13
Silo6,tr29,Aranged silo for truck,2024-05-28 13:26:47
tr40,Pcp10,Dropped truck from pickup plan,2024-05-28 14:15:44
tr46,Pcp2,Assigned truck for pickup plan,2024-05-28 14:21:27
Silo6,tr36,Aranged silo for truck,2024-05-28 14:47:42
tr32,Pcp1,Assigned truck for pickup plan,2024-05-28 15:00:03
tr10,Pcp8,Assigned truck for pickup plan,2024-05-28 15:07:14
Silo18,tr11,Aranged silo for truck,2024-05-28 15:07:33
tr2,Pcp3,Assigned truck for pickup plan,2024-05-28 15:07:41
tr27,Pcp1,Dropped truck from pickup plan,2024-05-28 15:38:26
tr18,Pcp8,Assigned truck for pickup plan,2024-05-28 16:31:02
tr40,Pcp4,Assigned truck for pickup plan,2024-05-28 16:37:21
tr41,Pcp10,Dropped truck from pickup plan,2024-05-28 16:37:50
Silo16,tr34,Aranged silo for truck,2024-05-28 16:49:13
tr24,Pcp8,Dropped truck from pickup plan,2024-05-28 17:17:57
tr27,Pcp4,Assigned truck for pickup plan,2024-05-28 18:09:47
tr8,Pcp2,Assigned truck for pickup plan,2024-05-28 18:18:38
tr30,Pcp10,Dropped truck from pickup plan,2024-05-29 07:39:19
tr5,Pcp1,Dropped truck from pickup plan,2024-05-29 07:55:47
tr1,Pcp1,Assigned truck for pickup plan,2024-05-29 09:32:56
tr49,Pcp5,Assigned truck for pickup plan,2024-05-29 10:03:28
tr15,Pcp1,Assigned truck for pickup plan,2024-05-29 10:11:01
tr21,Pcp7,Dropped truck from pickup plan,2024-05-29 10:12:47
tr39,Pcp8,Assigned truck for pickup plan,2024-05-29 10:18:12
tr22,Pcp8,Assigned truck for pickup plan,2024-05-29 10:19:36
tr30,Pcp4,Assigned truck for pickup plan,2024-05-29 10:22:26
tr41,Pcp5,Assigned truck for pickup plan,2024-05-29 10:27:02
tr38,Pcp5,Assigned truck for pickup plan,2024-05-29 10:33:36
tr50,Pcp7,Assigned truck for pickup plan,2024-05-29 10:41:18
tr35,Pcp2,Dropped truck from pickup plan,2024-05-29 10:56:23
tr19,Pcp8,Assigned truck for pickup plan,2024-05-29 11:26:25
tr5,Pcp8,Assigned truck for pickup plan,2024-05-29 11:50:42
Silo17,tr10,Aranged silo for truck,2024-05-29 11:52:04
tr33,Pcp8,Dropped truck from pickup plan,2024-05-29 11:52:28
Silo18,tr43,Aranged silo for truck,2024-05-29 11:57:05
tr24,Pcp4,Assigned truck for pickup plan,2024-05-29 12:06:28
tr21,Pcp1,Assigned truck for pickup plan,2024-05-29 12:17:47
tr4,Pcp7,Assigned truck for pickup plan,2024-05-29 13:33:30
tr35,Pcp8,Assigned truck for pickup plan,2024-05-29 14:39:31
Silo6,tr28,Aranged silo for truck,2024-05-29 14:55:59
tr44,Pcp7,Dropped truck from pickup plan,2024-05-29 14:57:09
tr3,Pcp4,Assigned truck for pickup plan,2024-05-29 15:01:11
tr48,Pcp7,Assigned truck for pickup plan,2024-05-29 15:08:52
tr25,Pcp8,Dropped truck from pickup plan,2024-05-29 15:35:09
tr26,Pcp8,Assigned truck for pickup plan,2024-05-29 15:47:21
tr20,Pcp8,Assigned truck for pickup plan,2024-05-29 16:10:08
tr33,Pcp4,Assigned truck for pickup plan,2024-05-29 16:10:49
tr37,Pcp2,Assigned truck for pickup plan,2024-05-29 16:15:05
tr16,Pcp1,Assigned truck for pickup plan,2024-05-29 17:00:20
tr42,Pcp7,Assigned truck for pickup plan,2024-05-29 17:43:37
tr36,Pcp2,Dropped truck from pickup plan,2024-05-29 17:48:07
tr44,Pcp2,Assigned truck for pickup plan,2024-05-29 18:26:08
tr6,Pcp2,Assigned truck for pickup plan,2024-05-29 19:04:47
tr17,Pcp2,Dropped truck from pickup plan,2024-05-30 07:58:15
Silo8,tr32,Aranged silo for truck,2024-05-30 08:39:04
tr25,Pcp2,Assigned truck for pickup plan,2024-05-30 08:48:31
tr29,Pcp2,Dropped truck from pickup plan,2024-05-30 09:19:54
tr47,Pcp7,Assigned truck for pickup plan,2024-05-30 09:43:49
tr18,Pcp8,Assigned truck for pickup plan,2024-05-30 10:03:31
tr15,Pcp7,Assigned truck for pickup plan,2024-05-30 10:32:14
tr30,Pcp2,Assigned truck for pickup plan,2024-05-30 10:38:08
tr17,Pcp4,Assigned truck for pickup plan,2024-05-30 11:03:22
tr45,Pcp2,Dropped truck from pickup plan,2024-05-30 11:59:35
tr40,Pcp2,Assigned truck for pickup plan,2024-05-30 12:12:48
tr29,Pcp8,Assigned truck for pickup plan,2024-05-30 12:13:34
tr49,Pcp4,Assigned truck for pickup plan,2024-05-30 13:35:05
Silo6,tr8,Aranged silo for truck,2024-05-30 13:41:06
Silo6,tr46,Aranged silo for truck,2024-05-30 14:01:44
tr36,Pcp8,Assigned truck for pickup plan,2024-05-30 14:20:19
Silo17,tr19,Aranged silo for truck,2024-05-30 14:32:04
tr50,Pcp8,Assigned truck for pickup plan,2024-05-30 14:38:26
tr31,Pcp8,Assigned truck for pickup plan,2024-05-30 14:40:13
tr2,Pcp2,Assigned truck for pickup plan,2024-05-30 15:10:00
tr14,Pcp3,Dropped truck from pickup plan,2024-05-30 15:17:03
tr7,Pcp8,Dropped truck from pickup plan,2024-05-30 15:54:53
tr22,Pcp7,Assigned truck for pickup plan,2024-05-30 16:24:36
tr13,Pcp2,Assigned truck for pickup plan,2024-05-30 16:45:25
tr24,Pcp1,Assigned truck for pickup plan,2024-05-30 17:03:19
tr39,Pcp7,Assigned truck for pickup plan,2024-05-30 17:18:47
tr10,Pcp8,Dropped truck from pickup plan,2024-05-30 17:41:31
tr28,Pcp2,Dropped truck from pickup plan,2024-05-30 18:15:45
tr3,Pcp4,Assigned truck for pickup plan,2024-05-30 19:19:49
tr9,Pcp8,Assigned truck for pickup plan,2024-05-31 08:13:55
tr5,Pcp1,Assigned truck for pickup plan,2024-05-31 08:19:20
tr7,Pcp7,Assigned truck for pickup plan,2024-05-31 08:27:50
tr43,Pcp3,Dropped truck from pickup plan,2024-05-31 09:49:21
Silo6,tr44,Aranged silo for truck,2024-05-31 09:50:22
tr10,Pcp1,Assigned truck for pickup plan,2024-05-31 09:51:58
Silo19,tr38,Aranged silo for truck,2024-05-31 10:05:39
tr45,Pcp1,Assigned truck for pickup plan,2024-05-31 10:08:44
tr14,Pcp1,Assigned truck for pickup plan,2024-05-31 10:25:45
Silo10,tr27,Aranged silo for truck,2024-05-31 10:26:28
tr41,Pcp4,Assigned truck for pickup plan,2024-05-31 10:35:37
tr32,Pcp1,Dropped truck from pickup plan,2024-05-31 11:03:39
tr16,Pcp8,Assigned truck for pickup plan,2024-05-31 11:05:02
Silo16,tr47,Aranged silo for truck,2024-05-31 11:35:54
tr33,Pcp1,Assigned truck for pickup plan,2024-05-31 11:46:55
tr37,Pcp2,Assigned truck for pickup plan,2024-05-31 12:28:31
tr1,Pcp4,Assigned truck for pickup plan,2024-05-31 12:30:42
tr28,Pcp2,Assigned truck for pickup plan,2024-05-31 12:34:18
tr23,Pcp4,Dropped truck from pickup plan,2024-05-31 13:38:48
tr43,Pcp8,Assigned truck for pickup plan,2024-05-31 14:00:50
Silo17,tr35,Aranged silo for truck,2024-05-31 14:49:46
tr48,Pcp7,Assigned truck for pickup plan,2024-05-31 15:06:30
Silo16,tr42,Aranged silo for truck,2024-05-31 15:57:25
tr40,Pcp4,Assigned truck for pickup plan,2024-05-31 15:58:11
tr32,Pcp1,Assigned truck for pickup plan,2024-05-31 16:10:56
tr6,Pcp1,Assigned truck for pickup plan,2024-05-31 16:30:29
tr12,Pcp2,Dropped truck from pickup plan,2024-05-31 16:41:01
tr21,Pcp8,Assigned truck for pickup plan,2024-05-31 17:25:47
tr31,Pcp8,Assigned truck for pickup plan,2024-05-31 18:16:40
Silo16,tr4,Aranged silo for truck,2024-05-31 18:21:49
tr25,Pcp1,Assigned truck for pickup plan,2024-05-31 19:41:01
tr20,Pcp1,Assigned truck for pickup plan,2024-06-03 07:07:28
tr29,Pcp7,Assigned truck for pickup plan,2024-06-03 08:38:17
tr34,Pcp7,Dropped truck from pickup plan,2024-06-03 08:47:22
Silo16,tr39,Aranged silo for truck,2024-06-03 09:36:55
Silo8,tr45,Aranged silo for truck,2024-06-03 10:18:02
tr23,Pcp1,Assigned truck for pickup plan,2024-06-03 10:25:30
tr12,Pcp7,Assigned truck for pickup plan,2024-06-03 10:32:57
Silo10,tr17,Aranged silo for truck,2024-06-03 10:55:55
tr36,Pcp1,Assigned truck for pickup plan,2024-06-03 11:16:13
tr15,Pcp1,Assigned truck for pickup plan,2024-06-03 11:28:53
tr34,Pcp2,Assigned truck for pickup plan,2024-06-03 11:47:16
tr26,Pcp4,Assigned truck for pickup plan,2024-06-03 12:08:53
tr2,Pcp4,Assigned truck for pickup plan,2024-06-03 13:40:04
tr7,Pcp1,Assigned truck for pickup plan,2024-06-03 14:00:06
Silo16,tr22,Aranged silo for truck,2024-06-03 14:10:10
tr9,Pcp4,Assigned truck for pickup plan,2024-06-03 14:57:53
tr30,Pcp4,Assigned truck for pickup plan,2024-06-03 15:25:03
tr50,Pcp2,Assigned truck for pickup plan,2024-06-03 15:42:31
tr44,Pcp2,Dropped truck from pickup plan,2024-06-03 16:34:25
tr24,Pcp7,Assigned truck for pickup plan,2024-06-03 16:55:26
tr37,Pcp2,Assigned truck for pickup plan,2024-06-03 18:24:55
tr41,Pcp2,Assigned truck for pickup plan,2024-06-04 07:39:02
tr49,Pcp8,Assigned truck for pickup plan,2024-06-04 09:09:11
tr44,Pcp7,Assigned truck for pickup plan,2024-06-04 09:25:36
tr33,Pcp8,Assigned truck for pickup plan,2024-06-04 09:29:35
tr32,Pcp7,Assigned truck for pickup plan,2024-06-04 09:38:39
tr18,Pcp8,Assigned truck for pickup plan,2024-06-04 09:56:29
Silo16,tr48,Aranged silo for truck,2024-06-04 10:13:09
tr23,Pcp7,Assigned truck for pickup plan,2024-06-04 10:32:48
tr45,Pcp1,Dropped truck from pickup plan,2024-06-04 10:47:35
tr29,Pcp1,Assigned truck for pickup plan,2024-06-04 11:02:04
tr21,Pcp8,Assigned truck for pickup plan,2024-06-04 11:21:03
tr10,Pcp7,Assigned truck for pickup plan,2024-06-04 11:27:46
tr38,Pcp5,Dropped truck from pickup plan,2024-06-04 11:29:58
tr16,Pcp7,Assigned truck for pickup plan,2024-06-04 12:00:44
tr43,Pcp1,Assigned truck for pickup plan,2024-06-04 12:06:31
Silo8,tr36,Aranged silo for truck,2024-06-04 12:16:07
tr8,Pcp2,Dropped truck from pickup plan,2024-06-04 12:29:54
Silo17,tr31,Aranged silo for truck,2024-06-04 13:43:25
Silo8,tr6,Aranged silo for truck,2024-06-04 13:51:36
tr3,Pcp8,Assigned truck for pickup plan,2024-06-04 13:55:58
tr38,Pcp8,Assigned truck for pickup plan,2024-06-04 15:00:21
Silo8,tr14,Aranged silo for truck,2024-06-04 15:18:31
