ocel_id;ocel_time;ocel_changed_field;Silo Status;Temperature;Humidity;Silo Temperature;Grain Temperature
Silo1;2024-03-04 00:00:00;;occupied;0.0;0.0;0.0;0.0
Silo7;2024-03-04 00:00:00;;occupied;0.0;0.0;0.0;0.0
Silo6;2024-03-04 00:00:00;;occupied;0.0;0.0;0.0;0.0
Silo14;2024-03-04 00:00:00;;occupied;0.0;0.0;0.0;0.0
Silo4;2024-03-04 00:00:00;;occupied;0.0;0.0;0.0;0.0
Silo19;2024-03-04 00:00:00;;occupied;0.0;0.0;0.0;0.0
Silo12;2024-03-04 00:00:00;;occupied;0.0;0.0;0.0;0.0
Silo5;2024-03-04 00:00:00;;occupied;0.0;0.0;0.0;0.0
Silo15;2024-03-04 00:00:00;;occupied;0.0;0.0;0.0;0.0
Silo3;2024-03-04 00:00:00;;occupied;0.0;0.0;0.0;0.0
Silo8;2024-03-04 00:00:00;;occupied;0.0;0.0;0.0;0.0
Silo13;2024-03-04 00:00:00;;occupied;0.0;0.0;0.0;0.0
Silo16;2024-03-04 00:00:00;;occupied;0.0;0.0;0.0;0.0
Silo2;2024-03-04 00:00:00;;occupied;0.0;0.0;0.0;0.0
Silo9;2024-03-04 00:00:00;;occupied;0.0;0.0;0.0;0.0
Silo18;2024-03-04 00:00:00;;occupied;0.0;0.0;0.0;0.0
Silo17;2024-03-04 00:00:00;;occupied;0.0;0.0;0.0;0.0
Silo11;2024-03-04 00:00:00;;occupied;0.0;0.0;0.0;0.0
Silo10;2024-03-04 00:00:00;;occupied;0.0;0.0;0.0;0.0
Silo20;2024-03-04 00:00:00;;occupied;0.0;0.0;0.0;0.0
Silo12;2024-05-02 10:56:55;Temperature;;20.7
Silo12;2024-05-02 10:56:55;Humidity;;;34.3
Silo12;2024-05-02 10:56:55;Grain Temperature;;;;;6.7
Silo12;2024-05-02 11:20:35;Temperature;;20.7
Silo12;2024-05-02 11:20:35;Humidity;;;34.3
Silo12;2024-05-02 11:20:35;Grain Temperature;;;;;8.6
Silo2;2024-05-02 11:23:34;Temperature;;22.6
Silo2;2024-05-02 11:23:34;Humidity;;;33.1
Silo2;2024-05-02 11:23:34;Grain Temperature;;;;;6.9
Silo2;2024-05-02 11:29:19;Temperature;;22.6
Silo2;2024-05-02 11:29:19;Humidity;;;33.1
Silo2;2024-05-02 11:29:19;Grain Temperature;;;;;6.9
Silo2;2024-05-02 11:48:42;Temperature;;22.6
Silo2;2024-05-02 11:48:42;Humidity;;;33.1
Silo2;2024-05-02 11:48:42;Grain Temperature;;;;;6.9
Silo12;2024-05-02 12:37:00;Temperature;;20.7
Silo12;2024-05-02 12:37:00;Humidity;;;34.3
Silo12;2024-05-02 12:37:00;Grain Temperature;;;;;6.7
Silo12;2024-05-02 14:53:09;Temperature;;22.2
Silo12;2024-05-02 14:53:09;Humidity;;;17.2
Silo12;2024-05-02 14:53:09;Grain Temperature;;;;;8.1
Silo12;2024-05-02 14:54:24;Temperature;;22.2
Silo12;2024-05-02 14:54:24;Humidity;;;17.2
Silo12;2024-05-02 14:54:24;Grain Temperature;;;;;8.1
Silo12;2024-05-02 15:46:22;Temperature;;22.2
Silo12;2024-05-02 15:46:22;Humidity;;;17.2
Silo12;2024-05-02 15:46:22;Grain Temperature;;;;;12.6
Silo2;2024-05-02 15:46:32;Temperature;;22.7
Silo2;2024-05-02 15:46:32;Humidity;;;29.7
Silo2;2024-05-02 15:46:32;Grain Temperature;;;;;9.2
Silo12;2024-05-02 15:54:55;Temperature;;22.2
Silo12;2024-05-02 15:54:55;Humidity;;;17.2
Silo12;2024-05-02 15:54:55;Grain Temperature;;;;;12.6
Silo2;2024-05-02 16:09:23;Temperature;;22.7
Silo2;2024-05-02 16:09:23;Humidity;;;29.7
Silo2;2024-05-02 16:09:23;Grain Temperature;;;;;8.8
Silo2;2024-05-02 17:31:04;Temperature;;22.7
