ocel_IoTobject_id;ocel_object_id;ocel_qualifier;ocel_time
GrainTemp47;Silo16;2nd Grain Termperature sensor located in the silo;2024-05-15 14:38:47
GrainTemp48;Silo16;3rd Grain Termperature sensor located in the silo;2024-05-15 14:38:47
Temp7;Silo7;Temperature sensor measuring silo temperature;2024-05-15 15:15:33
Humd7;Silo7;Humidity sensor measuring silo humidity;2024-05-15 15:15:33
GrainTemp19;Silo7;1st Grain Termperature sensor located in the silo;2024-05-15 15:15:33
GrainTemp20;Silo7;2nd Grain Termperature sensor located in the silo;2024-05-15 15:15:33
GrainTemp21;Silo7;3rd Grain Termperature sensor located in the silo;2024-05-15 15:15:33
WS06;tr34;Weight sensor measuring empty truck weight;2024-05-15 15:27:46
WS18;tr5;Weight sensor measuring loaded truck weight;2024-05-15 15:30:57
WS10;tr48;Weight sensor measuring empty truck weight;2024-05-15 15:51:33
WS14;tr10;Weight sensor measuring loaded truck weight;2024-05-15 16:03:18
Temp1;Silo1;Temperature sensor measuring silo temperature;2024-05-15 16:14:41
Humd1;Silo1;Humidity sensor measuring silo humidity;2024-05-15 16:14:41
GrainTemp1;Silo1;1st Grain Termperature sensor located in the silo;2024-05-15 16:14:41
GrainTemp2;Silo1;2nd Grain Termperature sensor located in the silo;2024-05-15 16:14:41
GrainTemp3;Silo1;3rd Grain Termperature sensor located in the silo;2024-05-15 16:14:41
WS11;tr38;Weight sensor measuring loaded truck weight;2024-05-15 16:25:26
WS20;tr31;Weight sensor measuring empty truck weight;2024-05-15 16:56:45
WS01;tr50;Weight sensor measuring empty truck weight;2024-05-15 17:01:56
Temp7;Silo7;Temperature sensor measuring silo temperature;2024-05-15 17:15:41
Humd7;Silo7;Humidity sensor measuring silo humidity;2024-05-15 17:15:41
GrainTemp19;Silo7;1st Grain Termperature sensor located in the silo;2024-05-15 17:15:41
GrainTemp20;Silo7;2nd Grain Termperature sensor located in the silo;2024-05-15 17:15:41
GrainTemp21;Silo7;3rd Grain Termperature sensor located in the silo;2024-05-15 17:15:41
WS02;tr35;Weight sensor measuring empty truck weight;2024-05-15 18:39:09
WS09;tr22;Weight sensor measuring loaded truck weight;2024-05-15 19:38:36
WS13;tr4;Weight sensor measuring empty truck weight;2024-05-16 07:33:40
WS19;tr19;Weight sensor measuring empty truck weight;2024-05-16 08:29:01
WS07;tr36;Weight sensor measuring loaded truck weight;2024-05-16 09:00:25
WS09;tr26;Weight sensor measuring loaded truck weight;2024-05-16 09:07:37
WS05;tr39;Weight sensor measuring loaded truck weight;2024-05-16 09:09:23
WS20;tr6;Weight sensor measuring empty truck weight;2024-05-16 09:13:20
Temp7;Silo7;Temperature sensor measuring silo temperature;2024-05-16 09:29:04
Humd7;Silo7;Humidity sensor measuring silo humidity;2024-05-16 09:29:04
GrainTemp19;Silo7;1st Grain Termperature sensor located in the silo;2024-05-16 09:29:04
GrainTemp20;Silo7;2nd Grain Termperature sensor located in the silo;2024-05-16 09:29:04
GrainTemp21;Silo7;3rd Grain Termperature sensor located in the silo;2024-05-16 09:29:04
Temp1;Silo1;Temperature sensor measuring silo temperature;2024-05-16 09:58:51
Humd1;Silo1;Humidity sensor measuring silo humidity;2024-05-16 09:58:51
GrainTemp1;Silo1;1st Grain Termperature sensor located in the silo;2024-05-16 09:58:51
GrainTemp2;Silo1;2nd Grain Termperature sensor located in the silo;2024-05-16 09:58:51
GrainTemp3;Silo1;3rd Grain Termperature sensor located in the silo;2024-05-16 09:58:51
WS09;tr49;Weight sensor measuring empty truck weight;2024-05-16 10:54:17
WS19;tr24;Weight sensor measuring empty truck weight;2024-05-16 10:59:30
WS07;tr41;Weight sensor measuring empty truck weight;2024-05-16 11:13:00
WS06;tr42;Weight sensor measuring empty truck weight;2024-05-16 11:18:10
WS15;tr15;Weight sensor measuring loaded truck weight;2024-05-16 12:10:03
WS11;tr17;Weight sensor measuring loaded truck weight;2024-05-16 12:44:32
WS12;tr7;Weight sensor measuring empty truck weight;2024-05-16 13:48:02
WS17;tr46;Weight sensor measuring empty truck weight;2024-05-16 14:52:11
Temp6;Silo6;Temperature sensor measuring silo temperature;2024-05-16 14:54:34
Humd6;Silo6;Humidity sensor measuring silo humidity;2024-05-16 14:54:34
GrainTemp16;Silo6;1st Grain Termperature sensor located in the silo;2024-05-16 14:54:34
GrainTemp17;Silo6;2nd Grain Termperature sensor located in the silo;2024-05-16 14:54:34
GrainTemp18;Silo6;3rd Grain Termperature sensor located in the silo;2024-05-16 14:54:34
WS13;tr40;Weight sensor measuring loaded truck weight;2024-05-16 15:06:12
WS19;tr1;Weight sensor measuring empty truck weight;2024-05-16 15:26:19
Temp7;Silo7;Temperature sensor measuring silo temperature;2024-05-16 15:26:54
Humd7;Silo7;Humidity sensor measuring silo humidity;2024-05-16 15:26:54
GrainTemp19;Silo7;1st Grain Termperature sensor located in the silo;2024-05-16 15:26:54
GrainTemp20;Silo7;2nd Grain Termperature sensor located in the silo;2024-05-16 15:26:54
GrainTemp21;Silo7;3rd Grain Termperature sensor located in the silo;2024-05-16 15:26:54
WS15;tr30;Weight sensor measuring loaded truck weight;2024-05-16 15:33:25
WS07;tr45;Weight sensor measuring empty truck weight;2024-05-16 15:40:32
WS08;tr20;Weight sensor measuring loaded truck weight;2024-05-16 16:17:59
WS10;tr43;Weight sensor measuring empty truck weight;2024-05-16 16:33:39
Temp8;Silo8;Temperature sensor measuring silo temperature;2024-05-16 16:57:22
Humd8;Silo8;Humidity sensor measuring silo humidity;2024-05-16 16:57:22
GrainTemp22;Silo8;1st Grain Termperature sensor located in the silo;2024-05-16 16:57:22
GrainTemp23;Silo8;2nd Grain Termperature sensor located in the silo;2024-05-16 16:57:22
GrainTemp24;Silo8;3rd Grain Termperature sensor located in the silo;2024-05-16 16:57:22
WS20;tr33;Weight sensor measuring empty truck weight;2024-05-16 16:58:23
WS02;tr18;Weight sensor measuring empty truck weight;2024-05-17 08:10:43
WS16;tr37;Weight sensor measuring empty truck weight;2024-05-17 08:11:13
WS08;tr50;Weight sensor measuring empty truck weight;2024-05-17 08:24:08
Temp15;Silo15;Temperature sensor measuring silo temperature;2024-05-17 08:48:28
Humd15;Silo15;Humidity sensor measuring silo humidity;2024-05-17 08:48:28
GrainTemp43;Silo15;1st Grain Termperature sensor located in the silo;2024-05-17 08:48:28
GrainTemp44;Silo15;2nd Grain Termperature sensor located in the silo;2024-05-17 08:48:28
GrainTemp45;Silo15;3rd Grain Termperature sensor located in the silo;2024-05-17 08:48:28
WS11;tr44;Weight sensor measuring empty truck weight;2024-05-17 09:00:32
WS04;tr6;Weight sensor measuring empty truck weight;2024-05-17 09:32:50
WS03;tr32;Weight sensor measuring empty truck weight;2024-05-17 09:49:26
WS09;tr29;Weight sensor measuring loaded truck weight;2024-05-17 09:55:27
WS20;tr14;Weight sensor measuring loaded truck weight;2024-05-17 10:00:52
Temp1;Silo1;Temperature sensor measuring silo temperature;2024-05-17 10:09:34
Humd1;Silo1;Humidity sensor measuring silo humidity;2024-05-17 10:09:34
GrainTemp1;Silo1;1st Grain Termperature sensor located in the silo;2024-05-17 10:09:34
GrainTemp2;Silo1;2nd Grain Termperature sensor located in the silo;2024-05-17 10:09:34
GrainTemp3;Silo1;3rd Grain Termperature sensor located in the silo;2024-05-17 10:09:34
WS13;tr10;Weight sensor measuring empty truck weight;2024-05-17 10:37:16
WS02;tr35;Weight sensor measuring loaded truck weight;2024-05-17 11:46:34
Temp8;Silo8;Temperature sensor measuring silo temperature;2024-05-17 11:54:11
Humd8;Silo8;Humidity sensor measuring silo humidity;2024-05-17 11:54:11
GrainTemp22;Silo8;1st Grain Termperature sensor located in the silo;2024-05-17 11:54:11
GrainTemp23;Silo8;2nd Grain Termperature sensor located in the silo;2024-05-17 11:54:11
GrainTemp24;Silo8;3rd Grain Termperature sensor located in the silo;2024-05-17 11:54:11
Temp10;Silo10;Temperature sensor measuring silo temperature;2024-05-17 11:56:06
Humd10;Silo10;Humidity sensor measuring silo humidity;2024-05-17 11:56:06
GrainTemp28;Silo10;1st Grain Termperature sensor located in the silo;2024-05-17 11:56:06
GrainTemp29;Silo10;2nd Grain Termperature sensor located in the silo;2024-05-17 11:56:06
GrainTemp30;Silo10;3rd Grain Termperature sensor located in the silo;2024-05-17 11:56:06
WS06;tr28;Weight sensor measuring loaded truck weight;2024-05-17 12:10:28
WS04;tr9;Weight sensor measuring loaded truck weight;2024-05-17 12:19:42
WS09;tr4;Weight sensor measuring empty truck weight;2024-05-17 12:20:49
WS14;tr26;Weight sensor measuring empty truck weight;2024-05-17 13:14:33
WS16;tr16;Weight sensor measuring empty truck weight;2024-05-17 13:47:01
WS07;tr3;Weight sensor measuring empty truck weight;2024-05-17 13:59:29
WS17;tr23;Weight sensor measuring loaded truck weight;2024-05-17 14:24:04
WS17;tr38;Weight sensor measuring empty truck weight;2024-05-17 14:46:15
WS08;tr34;Weight sensor measuring empty truck weight;2024-05-17 15:07:09
WS20;tr21;Weight sensor measuring empty truck weight;2024-05-17 15:40:16
WS01;tr48;Weight sensor measuring empty truck weight;2024-05-17 15:47:50
Temp16;Silo16;Temperature sensor measuring silo temperature;2024-05-17 17:08:52
Humd16;Silo16;Humidity sensor measuring silo humidity;2024-05-17 17:08:52
GrainTemp46;Silo16;1st Grain Termperature sensor located in the silo;2024-05-17 17:08:52
GrainTemp47;Silo16;2nd Grain Termperature sensor located in the silo;2024-05-17 17:08:52
GrainTemp48;Silo16;3rd Grain Termperature sensor located in the silo;2024-05-17 17:08:52
WS06;tr15;Weight sensor measuring empty truck weight;2024-05-17 17:34:10
WS18;tr45;Weight sensor measuring empty truck weight;2024-05-17 18:33:54
WS04;tr36;Weight sensor measuring empty truck weight;2024-05-20 08:10:35
WS14;tr7;Weight sensor measuring loaded truck weight;2024-05-20 08:56:24
WS15;tr41;Weight sensor measuring empty truck weight;2024-05-20 09:19:20
Temp2;Silo2;Temperature sensor measuring silo temperature;2024-05-20 09:31:10
Humd2;Silo2;Humidity sensor measuring silo humidity;2024-05-20 09:31:10
GrainTemp4;Silo2;1st Grain Termperature sensor located in the silo;2024-05-20 09:31:10
GrainTemp5;Silo2;2nd Grain Termperature sensor located in the silo;2024-05-20 09:31:10
GrainTemp6;Silo2;3rd Grain Termperature sensor located in the silo;2024-05-20 09:31:10
WS12;tr2;Weight sensor measuring loaded truck weight;2024-05-20 09:43:27
WS19;tr13;Weight sensor measuring empty truck weight;2024-05-20 09:50:12
WS03;tr5;Weight sensor measuring empty truck weight;2024-05-20 09:54:39
Temp15;Silo15;Temperature sensor measuring silo temperature;2024-05-20 10:03:30
Humd15;Silo15;Humidity sensor measuring silo humidity;2024-05-20 10:03:30
GrainTemp43;Silo15;1st Grain Termperature sensor located in the silo;2024-05-20 10:03:30
GrainTemp44;Silo15;2nd Grain Termperature sensor located in the silo;2024-05-20 10:03:30
GrainTemp45;Silo15;3rd Grain Termperature sensor located in the silo;2024-05-20 10:03:30
WS05;tr39;Weight sensor measuring empty truck weight;2024-05-20 10:24:57
WS12;tr25;Weight sensor measuring loaded truck weight;2024-05-20 11:13:41
WS10;tr47;Weight sensor measuring empty truck weight;2024-05-20 11:30:51
WS04;tr22;Weight sensor measuring empty truck weight;2024-05-20 11:32:23
WS18;tr12;Weight sensor measuring empty truck weight;2024-05-20 11:43:51
WS02;tr43;Weight sensor measuring empty truck weight;2024-05-20 11:58:45
WS20;tr30;Weight sensor measuring empty truck weight;2024-05-20 13:15:34
WS01;tr10;Weight sensor measuring empty truck weight;2024-05-20 13:34:54
WS11;tr24;Weight sensor measuring loaded truck weight;2024-05-20 13:51:23
WS15;tr37;Weight sensor measuring empty truck weight;2024-05-20 13:53:04
WS14;tr19;Weight sensor measuring empty truck weight;2024-05-20 13:53:05
WS09;tr50;Weight sensor measuring loaded truck weight;2024-05-20 13:59:39
Temp3;Silo3;Temperature sensor measuring silo temperature;2024-05-20 15:00:16
Humd3;Silo3;Humidity sensor measuring silo humidity;2024-05-20 15:00:16
GrainTemp7;Silo3;1st Grain Termperature sensor located in the silo;2024-05-20 15:00:16
GrainTemp8;Silo3;2nd Grain Termperature sensor located in the silo;2024-05-20 15:00:16
GrainTemp9;Silo3;3rd Grain Termperature sensor located in the silo;2024-05-20 15:00:16
WS05;tr1;Weight sensor measuring empty truck weight;2024-05-20 15:09:27
WS11;tr28;Weight sensor measuring empty truck weight;2024-05-20 15:31:46
WS04;tr17;Weight sensor measuring empty truck weight;2024-05-20 15:32:53
Temp16;Silo16;Temperature sensor measuring silo temperature;2024-05-20 15:43:30
Humd16;Silo16;Humidity sensor measuring silo humidity;2024-05-20 15:43:30
GrainTemp46;Silo16;1st Grain Termperature sensor located in the silo;2024-05-20 15:43:30
GrainTemp47;Silo16;2nd Grain Termperature sensor located in the silo;2024-05-20 15:43:30
GrainTemp48;Silo16;3rd Grain Termperature sensor located in the silo;2024-05-20 15:43:30
WS09;tr27;Weight sensor measuring empty truck weight;2024-05-20 15:47:21
WS01;tr44;Weight sensor measuring empty truck weight;2024-05-20 15:47:38
Temp3;Silo3;Temperature sensor measuring silo temperature;2024-05-20 16:08:12
Humd3;Silo3;Humidity sensor measuring silo humidity;2024-05-20 16:08:12
GrainTemp7;Silo3;1st Grain Termperature sensor located in the silo;2024-05-20 16:08:12
GrainTemp8;Silo3;2nd Grain Termperature sensor located in the silo;2024-05-20 16:08:12
GrainTemp9;Silo3;3rd Grain Termperature sensor located in the silo;2024-05-20 16:08:12
WS12;tr23;Weight sensor measuring empty truck weight;2024-05-20 16:45:34
Temp7;Silo7;Temperature sensor measuring silo temperature;2024-05-20 17:31:17
Humd7;Silo7;Humidity sensor measuring silo humidity;2024-05-20 17:31:17
GrainTemp19;Silo7;1st Grain Termperature sensor located in the silo;2024-05-20 17:31:17
GrainTemp20;Silo7;2nd Grain Termperature sensor located in the silo;2024-05-20 17:31:17
GrainTemp21;Silo7;3rd Grain Termperature sensor located in the silo;2024-05-20 17:31:17
WS08;tr46;Weight sensor measuring loaded truck weight;2024-05-20 18:09:05
Temp16;Silo16;Temperature sensor measuring silo temperature;2024-05-20 18:13:29
Humd16;Silo16;Humidity sensor measuring silo humidity;2024-05-20 18:13:29
GrainTemp46;Silo16;1st Grain Termperature sensor located in the silo;2024-05-20 18:13:29
GrainTemp47;Silo16;2nd Grain Termperature sensor located in the silo;2024-05-20 18:13:29
GrainTemp48;Silo16;3rd Grain Termperature sensor located in the silo;2024-05-20 18:13:29
Temp7;Silo7;Temperature sensor measuring silo temperature;2024-05-20 18:20:45
Humd7;Silo7;Humidity sensor measuring silo humidity;2024-05-20 18:20:45
GrainTemp19;Silo7;1st Grain Termperature sensor located in the silo;2024-05-20 18:20:45
GrainTemp20;Silo7;2nd Grain Termperature sensor located in the silo;2024-05-20 18:20:45
GrainTemp21;Silo7;3rd Grain Termperature sensor located in the silo;2024-05-20 18:20:45
WS08;tr14;Weight sensor measuring empty truck weight;2024-05-20 18:41:35
WS01;tr20;Weight sensor measuring empty truck weight;2024-05-21 08:42:41
Temp3;Silo3;Temperature sensor measuring silo temperature;2024-05-21 09:14:52
Humd3;Silo3;Humidity sensor measuring silo humidity;2024-05-21 09:14:52
GrainTemp7;Silo3;1st Grain Termperature sensor located in the silo;2024-05-21 09:14:52
GrainTemp8;Silo3;2nd Grain Termperature sensor located in the silo;2024-05-21 09:14:52
GrainTemp9;Silo3;3rd Grain Termperature sensor located in the silo;2024-05-21 09:14:52
Temp3;Silo3;Temperature sensor measuring silo temperature;2024-05-21 09:34:13
Humd3;Silo3;Humidity sensor measuring silo humidity;2024-05-21 09:34:13
GrainTemp7;Silo3;1st Grain Termperature sensor located in the silo;2024-05-21 09:34:13
GrainTemp8;Silo3;2nd Grain Termperature sensor located in the silo;2024-05-21 09:34:13
GrainTemp9;Silo3;3rd Grain Termperature sensor located in the silo;2024-05-21 09:34:13
WS17;tr6;Weight sensor measuring loaded truck weight;2024-05-21 09:35:16
Temp16;Silo16;Temperature sensor measuring silo temperature;2024-05-21 09:51:00
Humd16;Silo16;Humidity sensor measuring silo humidity;2024-05-21 09:51:00
GrainTemp46;Silo16;1st Grain Termperature sensor located in the silo;2024-05-21 09:51:00
GrainTemp47;Silo16;2nd Grain Termperature sensor located in the silo;2024-05-21 09:51:00
GrainTemp48;Silo16;3rd Grain Termperature sensor located in the silo;2024-05-21 09:51:00
WS14;tr49;Weight sensor measuring empty truck weight;2024-05-21 10:32:28
WS04;tr32;Weight sensor measuring empty truck weight;2024-05-21 10:55:05
WS13;tr18;Weight sensor measuring empty truck weight;2024-05-21 11:07:40
WS12;tr21;Weight sensor measuring loaded truck weight;2024-05-21 11:21:40
WS02;tr25;Weight sensor measuring empty truck weight;2024-05-21 11:59:12
WS17;tr29;Weight sensor measuring empty truck weight;2024-05-21 12:05:38
WS19;tr33;Weight sensor measuring loaded truck weight;2024-05-21 12:16:07
WS18;tr26;Weight sensor measuring loaded truck weight;2024-05-21 12:33:34
WS19;tr38;Weight sensor measuring empty truck weight;2024-05-21 13:24:45
WS13;tr45;Weight sensor measuring empty truck weight;2024-05-21 14:10:11
WS01;tr40;Weight sensor measuring empty truck weight;2024-05-21 14:36:04
WS10;tr22;Weight sensor measuring empty truck weight;2024-05-21 14:49:22
WS04;tr13;Weight sensor measuring empty truck weight;2024-05-21 15:25:53
WS09;tr1;Weight sensor measuring empty truck weight;2024-05-21 15:45:24
WS14;tr12;Weight sensor measuring loaded truck weight;2024-05-21 15:57:57
Temp3;Silo3;Temperature sensor measuring silo temperature;2024-05-21 16:06:52
Humd3;Silo3;Humidity sensor measuring silo humidity;2024-05-21 16:06:52
GrainTemp7;Silo3;1st Grain Termperature sensor located in the silo;2024-05-21 16:06:52
GrainTemp8;Silo3;2nd Grain Termperature sensor located in the silo;2024-05-21 16:06:52
GrainTemp9;Silo3;3rd Grain Termperature sensor located in the silo;2024-05-21 16:06:52
WS12;tr4;Weight sensor measuring empty truck weight;2024-05-21 16:25:17
WS03;tr10;Weight sensor measuring loaded truck weight;2024-05-21 16:26:08
WS03;tr48;Weight sensor measuring loaded truck weight;2024-05-21 16:36:50
WS02;tr15;Weight sensor measuring empty truck weight;2024-05-21 16:44:17
WS01;tr9;Weight sensor measuring empty truck weight;2024-05-21 16:48:01
Temp1;Silo1;Temperature sensor measuring silo temperature;2024-05-21 17:07:58
Humd1;Silo1;Humidity sensor measuring silo humidity;2024-05-21 17:07:58
GrainTemp1;Silo1;1st Grain Termperature sensor located in the silo;2024-05-21 17:07:58
GrainTemp2;Silo1;2nd Grain Termperature sensor located in the silo;2024-05-21 17:07:58
GrainTemp3;Silo1;3rd Grain Termperature sensor located in the silo;2024-05-21 17:07:58
Temp16;Silo16;Temperature sensor measuring silo temperature;2024-05-21 17:48:32
Humd16;Silo16;Humidity sensor measuring silo humidity;2024-05-21 17:48:32
GrainTemp46;Silo16;1st Grain Termperature sensor located in the silo;2024-05-21 17:48:32
GrainTemp47;Silo16;2nd Grain Termperature sensor located in the silo;2024-05-21 17:48:32
GrainTemp48;Silo16;3rd Grain Termperature sensor located in the silo;2024-05-21 17:48:32
WS20;tr34;Weight sensor measuring empty truck weight;2024-05-21 17:54:01
Temp10;Silo10;Temperature sensor measuring silo temperature;2024-05-21 18:59:46
Humd10;Silo10;Humidity sensor measuring silo humidity;2024-05-21 18:59:46
GrainTemp28;Silo10;1st Grain Termperature sensor located in the silo;2024-05-21 18:59:46
GrainTemp29;Silo10;2nd Grain Termperature sensor located in the silo;2024-05-21 18:59:46
GrainTemp30;Silo10;3rd Grain Termperature sensor located in the silo;2024-05-21 18:59:46
WS08;tr2;Weight sensor measuring empty truck weight;2024-05-21 19:23:07
WS10;tr36;Weight sensor measuring empty truck weight;2024-05-22 08:45:02
Temp10;Silo10;Temperature sensor measuring silo temperature;2024-05-22 08:56:02
Humd10;Silo10;Humidity sensor measuring silo humidity;2024-05-22 08:56:02
GrainTemp28;Silo10;1st Grain Termperature sensor located in the silo;2024-05-22 08:56:02
GrainTemp29;Silo10;2nd Grain Termperature sensor located in the silo;2024-05-22 08:56:02
GrainTemp30;Silo10;3rd Grain Termperature sensor located in the silo;2024-05-22 08:56:02
WS01;tr8;Weight sensor measuring loaded truck weight;2024-05-22 08:58:15
WS12;tr47;Weight sensor measuring loaded truck weight;2024-05-22 09:38:34
Temp7;Silo7;Temperature sensor measuring silo temperature;2024-05-22 09:49:06
Humd7;Silo7;Humidity sensor measuring silo humidity;2024-05-22 09:49:06
GrainTemp19;Silo7;1st Grain Termperature sensor located in the silo;2024-05-22 09:49:06
GrainTemp20;Silo7;2nd Grain Termperature sensor located in the silo;2024-05-22 09:49:06
GrainTemp21;Silo7;3rd Grain Termperature sensor located in the silo;2024-05-22 09:49:06
WS03;tr16;Weight sensor measuring empty truck weight;2024-05-22 10:18:48
WS09;tr3;Weight sensor measuring empty truck weight;2024-05-22 10:20:01
WS18;tr28;Weight sensor measuring loaded truck weight;2024-05-22 10:29:29
WS02;tr35;Weight sensor measuring empty truck weight;2024-05-22 10:33:50
WS07;tr41;Weight sensor measuring empty truck weight;2024-05-22 10:48:10
WS13;tr7;Weight sensor measuring empty truck weight;2024-05-22 11:35:00
WS05;tr5;Weight sensor measuring empty truck weight;2024-05-22 11:49:31
WS01;tr43;Weight sensor measuring loaded truck weight;2024-05-22 12:10:17
WS03;tr42;Weight sensor measuring loaded truck weight;2024-05-22 12:51:39
WS04;tr27;Weight sensor measuring empty truck weight;2024-05-22 13:35:32
Temp3;Silo3;Temperature sensor measuring silo temperature;2024-05-22 13:44:05
Humd3;Silo3;Humidity sensor measuring silo humidity;2024-05-22 13:44:05
GrainTemp7;Silo3;1st Grain Termperature sensor located in the silo;2024-05-22 13:44:05
GrainTemp8;Silo3;2nd Grain Termperature sensor located in the silo;2024-05-22 13:44:05
GrainTemp9;Silo3;3rd Grain Termperature sensor located in the silo;2024-05-22 13:44:05
WS15;tr50;Weight sensor measuring empty truck weight;2024-05-22 13:47:06
Temp7;Silo7;Temperature sensor measuring silo temperature;2024-05-22 14:03:25
Humd7;Silo7;Humidity sensor measuring silo humidity;2024-05-22 14:03:25
GrainTemp19;Silo7;1st Grain Termperature sensor located in the silo;2024-05-22 14:03:25
GrainTemp20;Silo7;2nd Grain Termperature sensor located in the silo;2024-05-22 14:03:25
GrainTemp21;Silo7;3rd Grain Termperature sensor located in the silo;2024-05-22 14:03:25
WS18;tr11;Weight sensor measuring loaded truck weight;2024-05-22 14:07:09
WS03;tr23;Weight sensor measuring empty truck weight;2024-05-22 14:09:02
WS08;tr31;Weight sensor measuring loaded truck weight;2024-05-22 15:10:18
WS02;tr45;Weight sensor measuring empty truck weight;2024-05-22 15:42:58
Temp15;Silo15;Temperature sensor measuring silo temperature;2024-05-22 15:59:39
Humd15;Silo15;Humidity sensor measuring silo humidity;2024-05-22 15:59:39
GrainTemp43;Silo15;1st Grain Termperature sensor located in the silo;2024-05-22 15:59:39
GrainTemp44;Silo15;2nd Grain Termperature sensor located in the silo;2024-05-22 15:59:39
GrainTemp45;Silo15;3rd Grain Termperature sensor located in the silo;2024-05-22 15:59:39
WS07;tr19;Weight sensor measuring empty truck weight;2024-05-22 16:22:32
WS20;tr26;Weight sensor measuring empty truck weight;2024-05-22 16:38:20
WS04;tr14;Weight sensor measuring empty truck weight;2024-05-22 16:39:23
Temp1;Silo1;Temperature sensor measuring silo temperature;2024-05-22 17:56:16
Humd1;Silo1;Humidity sensor measuring silo humidity;2024-05-22 17:56:16
GrainTemp1;Silo1;1st Grain Termperature sensor located in the silo;2024-05-22 17:56:16
GrainTemp2;Silo1;2nd Grain Termperature sensor located in the silo;2024-05-22 17:56:16
GrainTemp3;Silo1;3rd Grain Termperature sensor located in the silo;2024-05-22 17:56:16
Temp1;Silo1;Temperature sensor measuring silo temperature;2024-05-22 19:18:26
Humd1;Silo1;Humidity sensor measuring silo humidity;2024-05-22 19:18:26
GrainTemp1;Silo1;1st Grain Termperature sensor located in the silo;2024-05-22 19:18:26
GrainTemp2;Silo1;2nd Grain Termperature sensor located in the silo;2024-05-22 19:18:26
GrainTemp3;Silo1;3rd Grain Termperature sensor located in the silo;2024-05-22 19:18:26
WS10;tr10;Weight sensor measuring empty truck weight;2024-05-23 07:25:40
WS06;tr24;Weight sensor measuring empty truck weight;2024-05-23 07:28:57
WS05;tr38;Weight sensor measuring loaded truck weight;2024-05-23 07:44:55
WS15;tr22;Weight sensor measuring empty truck weight;2024-05-23 07:48:39
WS07;tr1;Weight sensor measuring empty truck weight;2024-05-23 07:53:33
WS03;tr20;Weight sensor measuring empty truck weight;2024-05-23 08:15:51
WS13;tr29;Weight sensor measuring empty truck weight;2024-05-23 08:17:50
WS12;tr37;Weight sensor measuring empty truck weight;2024-05-23 08:19:34
WS17;tr21;Weight sensor measuring empty truck weight;2024-05-23 09:50:01
Temp2;Silo2;Temperature sensor measuring silo temperature;2024-05-23 10:00:07
Humd2;Silo2;Humidity sensor measuring silo humidity;2024-05-23 10:00:07
GrainTemp4;Silo2;1st Grain Termperature sensor located in the silo;2024-05-23 10:00:07
GrainTemp5;Silo2;2nd Grain Termperature sensor located in the silo;2024-05-23 10:00:07
GrainTemp6;Silo2;3rd Grain Termperature sensor located in the silo;2024-05-23 10:00:07
WS14;tr13;Weight sensor measuring loaded truck weight;2024-05-23 10:25:43
WS01;tr25;Weight sensor measuring loaded truck weight;2024-05-23 10:36:45
WS16;tr33;Weight sensor measuring empty truck weight;2024-05-23 10:57:33
WS12;tr46;Weight sensor measuring empty truck weight;2024-05-23 11:04:17
WS10;tr15;Weight sensor measuring loaded truck weight;2024-05-23 11:23:58
WS07;tr12;Weight sensor measuring empty truck weight;2024-05-23 11:33:27
Temp2;Silo2;Temperature sensor measuring silo temperature;2024-05-23 11:42:10
Humd2;Silo2;Humidity sensor measuring silo humidity;2024-05-23 11:42:10
GrainTemp4;Silo2;1st Grain Termperature sensor located in the silo;2024-05-23 11:42:10
GrainTemp5;Silo2;2nd Grain Termperature sensor located in the silo;2024-05-23 11:42:10
GrainTemp6;Silo2;3rd Grain Termperature sensor located in the silo;2024-05-23 11:42:10
WS05;tr9;Weight sensor measuring empty truck weight;2024-05-23 11:47:27
WS18;tr17;Weight sensor measuring loaded truck weight;2024-05-23 11:48:50
WS01;tr39;Weight sensor measuring loaded truck weight;2024-05-23 11:59:46
WS20;tr6;Weight sensor measuring empty truck weight;2024-05-23 12:15:07
WS11;tr41;Weight sensor measuring empty truck weight;2024-05-23 13:19:17
WS04;tr47;Weight sensor measuring empty truck weight;2024-05-23 13:42:15
WS12;tr8;Weight sensor measuring empty truck weight;2024-05-23 14:17:53
WS09;tr49;Weight sensor measuring empty truck weight;2024-05-23 14:35:25
WS03;tr18;Weight sensor measuring empty truck weight;2024-05-23 14:37:32
WS14;tr45;Weight sensor measuring empty truck weight;2024-05-23 14:53:03
Temp2;Silo2;Temperature sensor measuring silo temperature;2024-05-23 14:56:48
Humd2;Silo2;Humidity sensor measuring silo humidity;2024-05-23 14:56:48
GrainTemp4;Silo2;1st Grain Termperature sensor located in the silo;2024-05-23 14:56:48
GrainTemp5;Silo2;2nd Grain Termperature sensor located in the silo;2024-05-23 14:56:48
GrainTemp6;Silo2;3rd Grain Termperature sensor located in the silo;2024-05-23 14:56:48
WS19;tr48;Weight sensor measuring empty truck weight;2024-05-23 15:34:20
Temp6;Silo6;Temperature sensor measuring silo temperature;2024-05-23 16:33:54
Humd6;Silo6;Humidity sensor measuring silo humidity;2024-05-23 16:33:54
GrainTemp16;Silo6;1st Grain Termperature sensor located in the silo;2024-05-23 16:33:54
GrainTemp17;Silo6;2nd Grain Termperature sensor located in the silo;2024-05-23 16:33:54
GrainTemp18;Silo6;3rd Grain Termperature sensor located in the silo;2024-05-23 16:33:54
