ocel_IoTobject_id;ocel_object_id;ocel_qualifier;ocel_time
GrainTemp48;Silo16;3rd Grain Termperature sensor located in the silo;2024-05-08 10:51:25
WS19;tr21;Weight sensor measuring loaded truck weight;2024-05-08 11:08:27
WS03;tr14;Weight sensor measuring loaded truck weight;2024-05-08 11:19:33
WS13;tr42;Weight sensor measuring loaded truck weight;2024-05-08 11:32:09
WS03;tr44;Weight sensor measuring empty truck weight;2024-05-08 11:37:42
WS15;tr7;Weight sensor measuring empty truck weight;2024-05-08 11:55:35
Temp16;Silo16;Temperature sensor measuring silo temperature;2024-05-08 11:58:52
Humd16;Silo16;Humidity sensor measuring silo humidity;2024-05-08 11:58:52
GrainTemp46;Silo16;1st Grain Termperature sensor located in the silo;2024-05-08 11:58:52
GrainTemp47;Silo16;2nd Grain Termperature sensor located in the silo;2024-05-08 11:58:52
GrainTemp48;Silo16;3rd Grain Termperature sensor located in the silo;2024-05-08 11:58:52
Temp8;Silo8;Temperature sensor measuring silo temperature;2024-05-08 12:11:06
Humd8;Silo8;Humidity sensor measuring silo humidity;2024-05-08 12:11:06
GrainTemp22;Silo8;1st Grain Termperature sensor located in the silo;2024-05-08 12:11:06
GrainTemp23;Silo8;2nd Grain Termperature sensor located in the silo;2024-05-08 12:11:06
GrainTemp24;Silo8;3rd Grain Termperature sensor located in the silo;2024-05-08 12:11:06
WS14;tr31;Weight sensor measuring empty truck weight;2024-05-08 14:15:14
WS19;tr50;Weight sensor measuring empty truck weight;2024-05-08 14:42:08
WS11;tr19;Weight sensor measuring empty truck weight;2024-05-08 15:09:14
WS17;tr49;Weight sensor measuring empty truck weight;2024-05-08 15:12:18
WS04;tr5;Weight sensor measuring empty truck weight;2024-05-08 15:52:46
WS13;tr16;Weight sensor measuring empty truck weight;2024-05-08 15:54:51
WS02;tr29;Weight sensor measuring loaded truck weight;2024-05-08 16:07:45
WS16;tr38;Weight sensor measuring loaded truck weight;2024-05-08 17:15:35
Temp2;Silo2;Temperature sensor measuring silo temperature;2024-05-08 17:16:23
Humd2;Silo2;Humidity sensor measuring silo humidity;2024-05-08 17:16:23
GrainTemp4;Silo2;1st Grain Termperature sensor located in the silo;2024-05-08 17:16:23
GrainTemp5;Silo2;2nd Grain Termperature sensor located in the silo;2024-05-08 17:16:23
GrainTemp6;Silo2;3rd Grain Termperature sensor located in the silo;2024-05-08 17:16:23
WS03;tr10;Weight sensor measuring loaded truck weight;2024-05-08 17:58:55
WS06;tr25;Weight sensor measuring empty truck weight;2024-05-09 07:36:38
WS08;tr20;Weight sensor measuring loaded truck weight;2024-05-09 07:49:32
Temp16;Silo16;Temperature sensor measuring silo temperature;2024-05-09 08:16:29
Humd16;Silo16;Humidity sensor measuring silo humidity;2024-05-09 08:16:29
GrainTemp46;Silo16;1st Grain Termperature sensor located in the silo;2024-05-09 08:16:29
GrainTemp47;Silo16;2nd Grain Termperature sensor located in the silo;2024-05-09 08:16:29
GrainTemp48;Silo16;3rd Grain Termperature sensor located in the silo;2024-05-09 08:16:29
WS15;tr17;Weight sensor measuring empty truck weight;2024-05-09 08:19:58
Temp16;Silo16;Temperature sensor measuring silo temperature;2024-05-09 08:53:31
Humd16;Silo16;Humidity sensor measuring silo humidity;2024-05-09 08:53:31
GrainTemp46;Silo16;1st Grain Termperature sensor located in the silo;2024-05-09 08:53:31
GrainTemp47;Silo16;2nd Grain Termperature sensor located in the silo;2024-05-09 08:53:31
GrainTemp48;Silo16;3rd Grain Termperature sensor located in the silo;2024-05-09 08:53:31
WS16;tr32;Weight sensor measuring empty truck weight;2024-05-09 08:55:19
WS19;tr35;Weight sensor measuring empty truck weight;2024-05-09 09:04:55
WS18;tr2;Weight sensor measuring empty truck weight;2024-05-09 09:13:01
Temp16;Silo16;Temperature sensor measuring silo temperature;2024-05-09 09:56:50
Humd16;Silo16;Humidity sensor measuring silo humidity;2024-05-09 09:56:50
GrainTemp46;Silo16;1st Grain Termperature sensor located in the silo;2024-05-09 09:56:50
GrainTemp47;Silo16;2nd Grain Termperature sensor located in the silo;2024-05-09 09:56:50
GrainTemp48;Silo16;3rd Grain Termperature sensor located in the silo;2024-05-09 09:56:50
WS08;tr34;Weight sensor measuring empty truck weight;2024-05-09 10:01:20
WS17;tr33;Weight sensor measuring empty truck weight;2024-05-09 10:04:52
WS19;tr8;Weight sensor measuring loaded truck weight;2024-05-09 10:07:30
WS06;tr12;Weight sensor measuring empty truck weight;2024-05-09 10:14:16
WS11;tr47;Weight sensor measuring empty truck weight;2024-05-09 10:29:14
WS01;tr48;Weight sensor measuring loaded truck weight;2024-05-09 10:34:41
Temp8;Silo8;Temperature sensor measuring silo temperature;2024-05-09 10:59:58
Humd8;Silo8;Humidity sensor measuring silo humidity;2024-05-09 10:59:58
GrainTemp22;Silo8;1st Grain Termperature sensor located in the silo;2024-05-09 10:59:58
GrainTemp23;Silo8;2nd Grain Termperature sensor located in the silo;2024-05-09 10:59:58
GrainTemp24;Silo8;3rd Grain Termperature sensor located in the silo;2024-05-09 10:59:58
WS18;tr9;Weight sensor measuring loaded truck weight;2024-05-09 11:02:20
WS04;tr24;Weight sensor measuring loaded truck weight;2024-05-09 11:02:27
Temp8;Silo8;Temperature sensor measuring silo temperature;2024-05-09 11:37:12
Humd8;Silo8;Humidity sensor measuring silo humidity;2024-05-09 11:37:12
GrainTemp22;Silo8;1st Grain Termperature sensor located in the silo;2024-05-09 11:37:12
GrainTemp23;Silo8;2nd Grain Termperature sensor located in the silo;2024-05-09 11:37:12
GrainTemp24;Silo8;3rd Grain Termperature sensor located in the silo;2024-05-09 11:37:12
WS07;tr26;Weight sensor measuring empty truck weight;2024-05-09 11:44:50
WS05;tr37;Weight sensor measuring loaded truck weight;2024-05-09 12:09:27
Temp7;Silo7;Temperature sensor measuring silo temperature;2024-05-09 12:11:05
Humd7;Silo7;Humidity sensor measuring silo humidity;2024-05-09 12:11:05
GrainTemp19;Silo7;1st Grain Termperature sensor located in the silo;2024-05-09 12:11:05
GrainTemp20;Silo7;2nd Grain Termperature sensor located in the silo;2024-05-09 12:11:05
GrainTemp21;Silo7;3rd Grain Termperature sensor located in the silo;2024-05-09 12:11:05
WS09;tr36;Weight sensor measuring loaded truck weight;2024-05-09 12:16:53
WS04;tr3;Weight sensor measuring loaded truck weight;2024-05-09 13:33:28
WS20;tr27;Weight sensor measuring empty truck weight;2024-05-09 13:55:09
Temp7;Silo7;Temperature sensor measuring silo temperature;2024-05-09 13:56:56
Humd7;Silo7;Humidity sensor measuring silo humidity;2024-05-09 13:56:56
GrainTemp19;Silo7;1st Grain Termperature sensor located in the silo;2024-05-09 13:56:56
GrainTemp20;Silo7;2nd Grain Termperature sensor located in the silo;2024-05-09 13:56:56
GrainTemp21;Silo7;3rd Grain Termperature sensor located in the silo;2024-05-09 13:56:56
WS19;tr4;Weight sensor measuring empty truck weight;2024-05-09 14:08:11
WS16;tr30;Weight sensor measuring empty truck weight;2024-05-09 14:13:02
WS02;tr23;Weight sensor measuring empty truck weight;2024-05-09 14:22:26
Temp10;Silo10;Temperature sensor measuring silo temperature;2024-05-09 14:32:20
Humd10;Silo10;Humidity sensor measuring silo humidity;2024-05-09 14:32:20
GrainTemp28;Silo10;1st Grain Termperature sensor located in the silo;2024-05-09 14:32:20
GrainTemp29;Silo10;2nd Grain Termperature sensor located in the silo;2024-05-09 14:32:20
GrainTemp30;Silo10;3rd Grain Termperature sensor located in the silo;2024-05-09 14:32:20
WS12;tr46;Weight sensor measuring empty truck weight;2024-05-09 14:52:11
WS15;tr45;Weight sensor measuring empty truck weight;2024-05-09 15:40:30
WS02;tr21;Weight sensor measuring empty truck weight;2024-05-09 15:47:10
WS19;tr39;Weight sensor measuring empty truck weight;2024-05-09 16:12:26
Temp3;Silo3;Temperature sensor measuring silo temperature;2024-05-09 16:34:10
Humd3;Silo3;Humidity sensor measuring silo humidity;2024-05-09 16:34:10
GrainTemp7;Silo3;1st Grain Termperature sensor located in the silo;2024-05-09 16:34:10
GrainTemp8;Silo3;2nd Grain Termperature sensor located in the silo;2024-05-09 16:34:10
GrainTemp9;Silo3;3rd Grain Termperature sensor located in the silo;2024-05-09 16:34:10
WS10;tr41;Weight sensor measuring empty truck weight;2024-05-09 16:36:05
WS12;tr6;Weight sensor measuring empty truck weight;2024-05-09 16:57:03
WS01;tr31;Weight sensor measuring empty truck weight;2024-05-09 17:05:24
WS11;tr13;Weight sensor measuring empty truck weight;2024-05-09 18:19:11
WS18;tr15;Weight sensor measuring empty truck weight;2024-05-10 07:20:13
Temp15;Silo15;Temperature sensor measuring silo temperature;2024-05-10 07:44:51
Humd15;Silo15;Humidity sensor measuring silo humidity;2024-05-10 07:44:51
GrainTemp43;Silo15;1st Grain Termperature sensor located in the silo;2024-05-10 07:44:51
GrainTemp44;Silo15;2nd Grain Termperature sensor located in the silo;2024-05-10 07:44:51
GrainTemp45;Silo15;3rd Grain Termperature sensor located in the silo;2024-05-10 07:44:51
WS04;tr11;Weight sensor measuring empty truck weight;2024-05-10 07:48:25
Temp10;Silo10;Temperature sensor measuring silo temperature;2024-05-10 08:04:17
Humd10;Silo10;Humidity sensor measuring silo humidity;2024-05-10 08:04:17
GrainTemp28;Silo10;1st Grain Termperature sensor located in the silo;2024-05-10 08:04:17
GrainTemp29;Silo10;2nd Grain Termperature sensor located in the silo;2024-05-10 08:04:17
GrainTemp30;Silo10;3rd Grain Termperature sensor located in the silo;2024-05-10 08:04:17
Temp15;Silo15;Temperature sensor measuring silo temperature;2024-05-10 09:00:05
Humd15;Silo15;Humidity sensor measuring silo humidity;2024-05-10 09:00:05
GrainTemp43;Silo15;1st Grain Termperature sensor located in the silo;2024-05-10 09:00:05
GrainTemp44;Silo15;2nd Grain Termperature sensor located in the silo;2024-05-10 09:00:05
GrainTemp45;Silo15;3rd Grain Termperature sensor located in the silo;2024-05-10 09:00:05
WS15;tr42;Weight sensor measuring empty truck weight;2024-05-10 09:06:53
Temp10;Silo10;Temperature sensor measuring silo temperature;2024-05-10 09:55:47
Humd10;Silo10;Humidity sensor measuring silo humidity;2024-05-10 09:55:47
GrainTemp28;Silo10;1st Grain Termperature sensor located in the silo;2024-05-10 09:55:47
GrainTemp29;Silo10;2nd Grain Termperature sensor located in the silo;2024-05-10 09:55:47
GrainTemp30;Silo10;3rd Grain Termperature sensor located in the silo;2024-05-10 09:55:47
Temp3;Silo3;Temperature sensor measuring silo temperature;2024-05-10 09:59:59
Humd3;Silo3;Humidity sensor measuring silo humidity;2024-05-10 09:59:59
GrainTemp7;Silo3;1st Grain Termperature sensor located in the silo;2024-05-10 09:59:59
GrainTemp8;Silo3;2nd Grain Termperature sensor located in the silo;2024-05-10 09:59:59
GrainTemp9;Silo3;3rd Grain Termperature sensor located in the silo;2024-05-10 09:59:59
WS05;tr25;Weight sensor measuring empty truck weight;2024-05-10 10:16:06
WS11;tr40;Weight sensor measuring empty truck weight;2024-05-10 10:32:41
Temp8;Silo8;Temperature sensor measuring silo temperature;2024-05-10 10:46:14
Humd8;Silo8;Humidity sensor measuring silo humidity;2024-05-10 10:46:14
GrainTemp22;Silo8;1st Grain Termperature sensor located in the silo;2024-05-10 10:46:14
GrainTemp23;Silo8;2nd Grain Termperature sensor located in the silo;2024-05-10 10:46:14
GrainTemp24;Silo8;3rd Grain Termperature sensor located in the silo;2024-05-10 10:46:14
WS09;tr1;Weight sensor measuring empty truck weight;2024-05-10 11:06:44
Temp3;Silo3;Temperature sensor measuring silo temperature;2024-05-10 11:18:31
Humd3;Silo3;Humidity sensor measuring silo humidity;2024-05-10 11:18:31
GrainTemp7;Silo3;1st Grain Termperature sensor located in the silo;2024-05-10 11:18:31
GrainTemp8;Silo3;2nd Grain Termperature sensor located in the silo;2024-05-10 11:18:31
GrainTemp9;Silo3;3rd Grain Termperature sensor located in the silo;2024-05-10 11:18:31
WS18;tr2;Weight sensor measuring empty truck weight;2024-05-10 11:30:00
WS16;tr29;Weight sensor measuring empty truck weight;2024-05-10 11:42:03
WS03;tr22;Weight sensor measuring empty truck weight;2024-05-10 11:49:53
WS10;tr44;Weight sensor measuring loaded truck weight;2024-05-10 11:57:22
Temp6;Silo6;Temperature sensor measuring silo temperature;2024-05-10 12:00:33
Humd6;Silo6;Humidity sensor measuring silo humidity;2024-05-10 12:00:33
GrainTemp16;Silo6;1st Grain Termperature sensor located in the silo;2024-05-10 12:00:33
GrainTemp17;Silo6;2nd Grain Termperature sensor located in the silo;2024-05-10 12:00:33
GrainTemp18;Silo6;3rd Grain Termperature sensor located in the silo;2024-05-10 12:00:33
WS12;tr20;Weight sensor measuring empty truck weight;2024-05-10 13:59:26
Temp10;Silo10;Temperature sensor measuring silo temperature;2024-05-10 14:15:40
Humd10;Silo10;Humidity sensor measuring silo humidity;2024-05-10 14:15:40
GrainTemp28;Silo10;1st Grain Termperature sensor located in the silo;2024-05-10 14:15:40
GrainTemp29;Silo10;2nd Grain Termperature sensor located in the silo;2024-05-10 14:15:40
GrainTemp30;Silo10;3rd Grain Termperature sensor located in the silo;2024-05-10 14:15:40
WS11;tr38;Weight sensor measuring empty truck weight;2024-05-10 14:17:14
WS04;tr47;Weight sensor measuring empty truck weight;2024-05-10 14:28:51
WS19;tr14;Weight sensor measuring empty truck weight;2024-05-10 15:35:31
WS18;tr5;Weight sensor measuring empty truck weight;2024-05-10 15:39:09
WS14;tr43;Weight sensor measuring empty truck weight;2024-05-10 15:40:45
WS13;tr17;Weight sensor measuring loaded truck weight;2024-05-10 16:11:48
WS06;tr49;Weight sensor measuring empty truck weight;2024-05-10 16:33:35
WS11;tr18;Weight sensor measuring empty truck weight;2024-05-10 16:48:27
Temp2;Silo2;Temperature sensor measuring silo temperature;2024-05-10 16:52:14
Humd2;Silo2;Humidity sensor measuring silo humidity;2024-05-10 16:52:14
GrainTemp4;Silo2;1st Grain Termperature sensor located in the silo;2024-05-10 16:52:14
GrainTemp5;Silo2;2nd Grain Termperature sensor located in the silo;2024-05-10 16:52:14
GrainTemp6;Silo2;3rd Grain Termperature sensor located in the silo;2024-05-10 16:52:14
Temp6;Silo6;Temperature sensor measuring silo temperature;2024-05-10 18:17:41
Humd6;Silo6;Humidity sensor measuring silo humidity;2024-05-10 18:17:41
GrainTemp16;Silo6;1st Grain Termperature sensor located in the silo;2024-05-10 18:17:41
GrainTemp17;Silo6;2nd Grain Termperature sensor located in the silo;2024-05-10 18:17:41
GrainTemp18;Silo6;3rd Grain Termperature sensor located in the silo;2024-05-10 18:17:41
WS14;tr4;Weight sensor measuring empty truck weight;2024-05-10 18:29:02
WS10;tr7;Weight sensor measuring empty truck weight;2024-05-10 18:50:36
WS08;tr41;Weight sensor measuring empty truck weight;2024-05-13 08:20:03
WS19;tr21;Weight sensor measuring loaded truck weight;2024-05-13 08:35:17
Temp1;Silo1;Temperature sensor measuring silo temperature;2024-05-13 08:42:40
Humd1;Silo1;Humidity sensor measuring silo humidity;2024-05-13 08:42:40
GrainTemp1;Silo1;1st Grain Termperature sensor located in the silo;2024-05-13 08:42:40
GrainTemp2;Silo1;2nd Grain Termperature sensor located in the silo;2024-05-13 08:42:40
GrainTemp3;Silo1;3rd Grain Termperature sensor located in the silo;2024-05-13 08:42:40
WS19;tr32;Weight sensor measuring empty truck weight;2024-05-13 08:55:13
Temp15;Silo15;Temperature sensor measuring silo temperature;2024-05-13 08:55:34
Humd15;Silo15;Humidity sensor measuring silo humidity;2024-05-13 08:55:34
GrainTemp43;Silo15;1st Grain Termperature sensor located in the silo;2024-05-13 08:55:34
GrainTemp44;Silo15;2nd Grain Termperature sensor located in the silo;2024-05-13 08:55:34
GrainTemp45;Silo15;3rd Grain Termperature sensor located in the silo;2024-05-13 08:55:34
WS17;tr24;Weight sensor measuring empty truck weight;2024-05-13 09:27:52
WS20;tr50;Weight sensor measuring loaded truck weight;2024-05-13 09:48:05
WS02;tr6;Weight sensor measuring loaded truck weight;2024-05-13 10:25:21
WS04;tr45;Weight sensor measuring empty truck weight;2024-05-13 10:25:58
Temp7;Silo7;Temperature sensor measuring silo temperature;2024-05-13 10:30:55
Humd7;Silo7;Humidity sensor measuring silo humidity;2024-05-13 10:30:55
GrainTemp19;Silo7;1st Grain Termperature sensor located in the silo;2024-05-13 10:30:55
GrainTemp20;Silo7;2nd Grain Termperature sensor located in the silo;2024-05-13 10:30:55
GrainTemp21;Silo7;3rd Grain Termperature sensor located in the silo;2024-05-13 10:30:55
WS14;tr8;Weight sensor measuring empty truck weight;2024-05-13 10:31:38
WS07;tr3;Weight sensor measuring empty truck weight;2024-05-13 10:32:25
WS13;tr48;Weight sensor measuring empty truck weight;2024-05-13 10:49:11
WS17;tr15;Weight sensor measuring loaded truck weight;2024-05-13 10:56:45
Temp15;Silo15;Temperature sensor measuring silo temperature;2024-05-13 10:59:31
Humd15;Silo15;Humidity sensor measuring silo humidity;2024-05-13 10:59:31
GrainTemp43;Silo15;1st Grain Termperature sensor located in the silo;2024-05-13 10:59:31
GrainTemp44;Silo15;2nd Grain Termperature sensor located in the silo;2024-05-13 10:59:31
GrainTemp45;Silo15;3rd Grain Termperature sensor located in the silo;2024-05-13 10:59:31
WS20;tr37;Weight sensor measuring empty truck weight;2024-05-13 11:11:52
WS08;tr26;Weight sensor measuring loaded truck weight;2024-05-13 11:16:00
WS06;tr34;Weight sensor measuring loaded truck weight;2024-05-13 11:17:52
WS19;tr40;Weight sensor measuring empty truck weight;2024-05-13 11:36:22
WS03;tr12;Weight sensor measuring loaded truck weight;2024-05-13 12:34:23
WS06;tr11;Weight sensor measuring loaded truck weight;2024-05-13 14:30:41
WS04;tr42;Weight sensor measuring loaded truck weight;2024-05-13 15:27:12
WS07;tr9;Weight sensor measuring empty truck weight;2024-05-13 15:31:26
WS12;tr25;Weight sensor measuring empty truck weight;2024-05-13 15:46:15
WS15;tr16;Weight sensor measuring loaded truck weight;2024-05-13 16:03:32
WS18;tr13;Weight sensor measuring empty truck weight;2024-05-13 16:17:31
WS05;tr1;Weight sensor measuring empty truck weight;2024-05-13 16:35:54
WS06;tr2;Weight sensor measuring empty truck weight;2024-05-13 17:30:36
WS13;tr20;Weight sensor measuring empty truck weight;2024-05-14 08:04:43
WS20;tr30;Weight sensor measuring empty truck weight;2024-05-14 08:06:19
WS10;tr31;Weight sensor measuring loaded truck weight;2024-05-14 08:31:15
WS18;tr43;Weight sensor measuring loaded truck weight;2024-05-14 09:12:05
WS17;tr28;Weight sensor measuring loaded truck weight;2024-05-14 09:55:15
Temp3;Silo3;Temperature sensor measuring silo temperature;2024-05-14 10:11:32
Humd3;Silo3;Humidity sensor measuring silo humidity;2024-05-14 10:11:32
GrainTemp7;Silo3;1st Grain Termperature sensor located in the silo;2024-05-14 10:11:32
GrainTemp8;Silo3;2nd Grain Termperature sensor located in the silo;2024-05-14 10:11:32
GrainTemp9;Silo3;3rd Grain Termperature sensor located in the silo;2024-05-14 10:11:32
WS15;tr36;Weight sensor measuring empty truck weight;2024-05-14 10:51:45
WS08;tr46;Weight sensor measuring loaded truck weight;2024-05-14 10:57:17
WS02;tr24;Weight sensor measuring empty truck weight;2024-05-14 11:04:48
WS13;tr14;Weight sensor measuring empty truck weight;2024-05-14 11:33:34
WS11;tr10;Weight sensor measuring empty truck weight;2024-05-14 11:38:14
WS17;tr17;Weight sensor measuring empty truck weight;2024-05-14 11:44:01
WS16;tr29;Weight sensor measuring empty truck weight;2024-05-14 11:44:34
Temp15;Silo15;Temperature sensor measuring silo temperature;2024-05-14 11:52:11
Humd15;Silo15;Humidity sensor measuring silo humidity;2024-05-14 11:52:11
GrainTemp43;Silo15;1st Grain Termperature sensor located in the silo;2024-05-14 11:52:11
GrainTemp44;Silo15;2nd Grain Termperature sensor located in the silo;2024-05-14 11:52:11
GrainTemp45;Silo15;3rd Grain Termperature sensor located in the silo;2024-05-14 11:52:11
WS10;tr26;Weight sensor measuring empty truck weight;2024-05-14 13:58:20
WS08;tr44;Weight sensor measuring empty truck weight;2024-05-14 13:59:24
WS18;tr34;Weight sensor measuring empty truck weight;2024-05-14 14:09:08
WS03;tr35;Weight sensor measuring loaded truck weight;2024-05-14 14:25:54
WS17;tr41;Weight sensor measuring empty truck weight;2024-05-14 14:32:23
WS02;tr49;Weight sensor measuring loaded truck weight;2024-05-14 14:43:54
Temp10;Silo10;Temperature sensor measuring silo temperature;2024-05-14 14:54:56
Humd10;Silo10;Humidity sensor measuring silo humidity;2024-05-14 14:54:56
GrainTemp28;Silo10;1st Grain Termperature sensor located in the silo;2024-05-14 14:54:56
GrainTemp29;Silo10;2nd Grain Termperature sensor located in the silo;2024-05-14 14:54:56
GrainTemp30;Silo10;3rd Grain Termperature sensor located in the silo;2024-05-14 14:54:56
Temp15;Silo15;Temperature sensor measuring silo temperature;2024-05-14 14:55:05
Humd15;Silo15;Humidity sensor measuring silo humidity;2024-05-14 14:55:05
GrainTemp43;Silo15;1st Grain Termperature sensor located in the silo;2024-05-14 14:55:05
GrainTemp44;Silo15;2nd Grain Termperature sensor located in the silo;2024-05-14 14:55:05
GrainTemp45;Silo15;3rd Grain Termperature sensor located in the silo;2024-05-14 14:55:05
WS16;tr48;Weight sensor measuring empty truck weight;2024-05-14 15:02:34
WS04;tr6;Weight sensor measuring empty truck weight;2024-05-14 15:18:30
WS02;tr23;Weight sensor measuring empty truck weight;2024-05-14 15:18:38
Temp10;Silo10;Temperature sensor measuring silo temperature;2024-05-14 15:40:46
Humd10;Silo10;Humidity sensor measuring silo humidity;2024-05-14 15:40:46
GrainTemp28;Silo10;1st Grain Termperature sensor located in the silo;2024-05-14 15:40:46
GrainTemp29;Silo10;2nd Grain Termperature sensor located in the silo;2024-05-14 15:40:46
GrainTemp30;Silo10;3rd Grain Termperature sensor located in the silo;2024-05-14 15:40:46
WS12;tr9;Weight sensor measuring empty truck weight;2024-05-14 15:47:03
Temp3;Silo3;Temperature sensor measuring silo temperature;2024-05-14 15:50:25
Humd3;Silo3;Humidity sensor measuring silo humidity;2024-05-14 15:50:25
GrainTemp7;Silo3;1st Grain Termperature sensor located in the silo;2024-05-14 15:50:25
GrainTemp8;Silo3;2nd Grain Termperature sensor located in the silo;2024-05-14 15:50:25
GrainTemp9;Silo3;3rd Grain Termperature sensor located in the silo;2024-05-14 15:50:25
WS07;tr22;Weight sensor measuring empty truck weight;2024-05-14 15:52:46
Temp2;Silo2;Temperature sensor measuring silo temperature;2024-05-14 15:57:50
Humd2;Silo2;Humidity sensor measuring silo humidity;2024-05-14 15:57:50
GrainTemp4;Silo2;1st Grain Termperature sensor located in the silo;2024-05-14 15:57:50
GrainTemp5;Silo2;2nd Grain Termperature sensor located in the silo;2024-05-14 15:57:50
GrainTemp6;Silo2;3rd Grain Termperature sensor located in the silo;2024-05-14 15:57:50
WS16;tr15;Weight sensor measuring empty truck weight;2024-05-14 16:04:06
WS09;tr40;Weight sensor measuring empty truck weight;2024-05-14 16:20:12
WS06;tr19;Weight sensor measuring loaded truck weight;2024-05-14 16:38:33
WS15;tr37;Weight sensor measuring empty truck weight;2024-05-14 16:41:41
WS10;tr1;Weight sensor measuring empty truck weight;2024-05-14 16:51:53
WS01;tr47;Weight sensor measuring loaded truck weight;2024-05-14 17:56:04
WS05;tr3;Weight sensor measuring empty truck weight;2024-05-14 17:56:29
Temp16;Silo16;Temperature sensor measuring silo temperature;2024-05-14 18:23:59
Humd16;Silo16;Humidity sensor measuring silo humidity;2024-05-14 18:23:59
GrainTemp46;Silo16;1st Grain Termperature sensor located in the silo;2024-05-14 18:23:59
GrainTemp47;Silo16;2nd Grain Termperature sensor located in the silo;2024-05-14 18:23:59
GrainTemp48;Silo16;3rd Grain Termperature sensor located in the silo;2024-05-14 18:23:59
Temp3;Silo3;Temperature sensor measuring silo temperature;2024-05-15 07:10:18
Humd3;Silo3;Humidity sensor measuring silo humidity;2024-05-15 07:10:18
GrainTemp7;Silo3;1st Grain Termperature sensor located in the silo;2024-05-15 07:10:18
GrainTemp8;Silo3;2nd Grain Termperature sensor located in the silo;2024-05-15 07:10:18
GrainTemp9;Silo3;3rd Grain Termperature sensor located in the silo;2024-05-15 07:10:18
WS08;tr7;Weight sensor measuring empty truck weight;2024-05-15 07:32:52
Temp2;Silo2;Temperature sensor measuring silo temperature;2024-05-15 08:51:00
Humd2;Silo2;Humidity sensor measuring silo humidity;2024-05-15 08:51:00
GrainTemp4;Silo2;1st Grain Termperature sensor located in the silo;2024-05-15 08:51:00
GrainTemp5;Silo2;2nd Grain Termperature sensor located in the silo;2024-05-15 08:51:00
GrainTemp6;Silo2;3rd Grain Termperature sensor located in the silo;2024-05-15 08:51:00
WS13;tr4;Weight sensor measuring empty truck weight;2024-05-15 09:06:19
WS01;tr45;Weight sensor measuring empty truck weight;2024-05-15 09:39:01
Temp3;Silo3;Temperature sensor measuring silo temperature;2024-05-15 09:39:08
Humd3;Silo3;Humidity sensor measuring silo humidity;2024-05-15 09:39:08
GrainTemp7;Silo3;1st Grain Termperature sensor located in the silo;2024-05-15 09:39:08
GrainTemp8;Silo3;2nd Grain Termperature sensor located in the silo;2024-05-15 09:39:08
GrainTemp9;Silo3;3rd Grain Termperature sensor located in the silo;2024-05-15 09:39:08
WS09;tr18;Weight sensor measuring loaded truck weight;2024-05-15 09:46:05
WS16;tr43;Weight sensor measuring empty truck weight;2024-05-15 09:54:55
Temp1;Silo1;Temperature sensor measuring silo temperature;2024-05-15 09:57:02
Humd1;Silo1;Humidity sensor measuring silo humidity;2024-05-15 09:57:02
GrainTemp1;Silo1;1st Grain Termperature sensor located in the silo;2024-05-15 09:57:02
GrainTemp2;Silo1;2nd Grain Termperature sensor located in the silo;2024-05-15 09:57:02
GrainTemp3;Silo1;3rd Grain Termperature sensor located in the silo;2024-05-15 09:57:02
Temp8;Silo8;Temperature sensor measuring silo temperature;2024-05-15 10:25:44
Humd8;Silo8;Humidity sensor measuring silo humidity;2024-05-15 10:25:44
GrainTemp22;Silo8;1st Grain Termperature sensor located in the silo;2024-05-15 10:25:44
GrainTemp23;Silo8;2nd Grain Termperature sensor located in the silo;2024-05-15 10:25:44
GrainTemp24;Silo8;3rd Grain Termperature sensor located in the silo;2024-05-15 10:25:44
WS02;tr12;Weight sensor measuring empty truck weight;2024-05-15 10:26:28
WS06;tr33;Weight sensor measuring loaded truck weight;2024-05-15 10:45:38
WS05;tr28;Weight sensor measuring empty truck weight;2024-05-15 10:45:52
WS14;tr30;Weight sensor measuring empty truck weight;2024-05-15 10:55:40
WS07;tr21;Weight sensor measuring empty truck weight;2024-05-15 11:41:46
WS19;tr16;Weight sensor measuring empty truck weight;2024-05-15 12:13:17
WS20;tr2;Weight sensor measuring empty truck weight;2024-05-15 13:13:00
WS04;tr8;Weight sensor measuring empty truck weight;2024-05-15 13:29:24
WS02;tr46;Weight sensor measuring empty truck weight;2024-05-15 13:39:38
WS12;tr13;Weight sensor measuring empty truck weight;2024-05-15 13:43:13
WS16;tr32;Weight sensor measuring empty truck weight;2024-05-15 13:54:36
WS05;tr27;Weight sensor measuring loaded truck weight;2024-05-15 14:00:28
WS09;tr11;Weight sensor measuring empty truck weight;2024-05-15 14:21:19
Temp7;Silo7;Temperature sensor measuring silo temperature;2024-05-15 14:27:22
Humd7;Silo7;Humidity sensor measuring silo humidity;2024-05-15 14:27:22
GrainTemp19;Silo7;1st Grain Termperature sensor located in the silo;2024-05-15 14:27:22
GrainTemp20;Silo7;2nd Grain Termperature sensor located in the silo;2024-05-15 14:27:22
GrainTemp21;Silo7;3rd Grain Termperature sensor located in the silo;2024-05-15 14:27:22
Temp16;Silo16;Temperature sensor measuring silo temperature;2024-05-15 14:38:47
Humd16;Silo16;Humidity sensor measuring silo humidity;2024-05-15 14:38:47
GrainTemp46;Silo16;1st Grain Termperature sensor located in the silo;2024-05-15 14:38:47
