Source_object_id,Target_object_id,O2O_qualifier,Timestamp
tr4,Pcp2,Assigned truck for pickup plan,2024-05-16 16:03:31
tr28,Pcp10,Assigned truck for pickup plan,2024-05-16 16:06:23
tr33,Pcp5,Assigned truck for pickup plan,2024-05-16 16:12:46
tr43,Pcp3,Assigned truck for pickup plan,2024-05-16 16:22:40
tr39,Pcp4,Assigned truck for pickup plan,2024-05-16 16:25:31
tr35,Pcp4,Dropped truck from pickup plan,2024-05-16 16:58:55
tr47,Pcp4,Dropped truck from pickup plan,2024-05-16 17:46:05
tr5,Pcp1,Assigned truck for pickup plan,2024-05-16 18:00:03
tr8,Pcp2,Dropped truck from pickup plan,2024-05-17 07:06:39
tr14,Pcp8,Dropped truck from pickup plan,2024-05-17 07:08:14
tr29,Pcp10,Assigned truck for pickup plan,2024-05-17 07:19:28
tr11,Pcp3,Dropped truck from pickup plan,2024-05-17 07:51:38
tr1,Pcp10,Dropped truck from pickup plan,2024-05-17 07:53:35
tr45,Pcp8,Dropped truck from pickup plan,2024-05-17 08:03:04
tr21,Pcp1,Assigned truck for pickup plan,2024-05-17 08:24:23
tr38,Pcp7,Assigned truck for pickup plan,2024-05-17 08:33:30
tr32,Pcp7,Dropped truck from pickup plan,2024-05-17 10:36:56
tr22,Pcp2,Dropped truck from pickup plan,2024-05-17 10:43:13
tr11,Pcp2,Assigned truck for pickup plan,2024-05-17 10:54:29
tr9,Pcp2,Assigned truck for pickup plan,2024-05-17 11:09:55
tr47,Pcp3,Assigned truck for pickup plan,2024-05-17 11:22:50
tr35,Pcp2,Assigned truck for pickup plan,2024-05-17 11:24:39
tr49,Pcp1,Assigned truck for pickup plan,2024-05-17 11:26:52
tr30,Pcp3,Dropped truck from pickup plan,2024-05-17 11:33:51
tr16,Pcp1,Dropped truck from pickup plan,2024-05-17 11:51:42
tr45,Pcp10,Assigned truck for pickup plan,2024-05-17 11:52:29
tr14,Pcp2,Assigned truck for pickup plan,2024-05-17 12:12:41
tr23,Pcp4,Dropped truck from pickup plan,2024-05-17 13:48:04
tr1,Pcp10,Assigned truck for pickup plan,2024-05-17 14:10:03
tr22,Pcp3,Assigned truck for pickup plan,2024-05-17 14:29:29
tr36,Pcp3,Dropped truck from pickup plan,2024-05-17 14:34:07
tr18,Pcp3,Dropped truck from pickup plan,2024-05-17 14:35:32
tr8,Pcp2,Assigned truck for pickup plan,2024-05-17 15:02:30
tr44,Pcp2,Dropped truck from pickup plan,2024-05-17 15:22:50
tr2,Pcp2,Dropped truck from pickup plan,2024-05-17 15:32:28
tr16,Pcp9,Assigned truck for pickup plan,2024-05-17 15:49:29
tr7,Pcp3,Dropped truck from pickup plan,2024-05-17 16:23:06
tr3,Pcp4,Dropped truck from pickup plan,2024-05-17 16:37:21
tr23,Pcp7,Assigned truck for pickup plan,2024-05-17 16:48:17
tr44,Pcp2,Assigned truck for pickup plan,2024-05-17 17:07:54
tr32,Pcp7,Assigned truck for pickup plan,2024-05-17 17:30:53
tr24,Pcp8,Dropped truck from pickup plan,2024-05-20 08:00:22
tr46,Pcp8,Dropped truck from pickup plan,2024-05-20 08:15:42
tr2,Pcp2,Assigned truck for pickup plan,2024-05-20 09:24:49
tr24,Pcp2,Assigned truck for pickup plan,2024-05-20 09:42:24
tr6,Pcp1,Dropped truck from pickup plan,2024-05-20 09:43:36
tr30,Pcp4,Assigned truck for pickup plan,2024-05-20 10:05:22
tr34,Pcp9,Dropped truck from pickup plan,2024-05-20 10:10:02
tr46,Pcp4,Assigned truck for pickup plan,2024-05-20 11:04:43
tr3,Pcp2,Assigned truck for pickup plan,2024-05-20 11:12:19
tr36,Pcp10,Assigned truck for pickup plan,2024-05-20 11:15:19
tr18,Pcp3,Assigned truck for pickup plan,2024-05-20 11:35:25
tr40,Pcp1,Dropped truck from pickup plan,2024-05-20 11:36:08
tr25,Pcp10,Dropped truck from pickup plan,2024-05-20 11:49:49
tr7,Pcp4,Assigned truck for pickup plan,2024-05-20 12:38:54
tr50,Pcp8,Dropped truck from pickup plan,2024-05-20 13:44:55
tr33,Pcp5,Dropped truck from pickup plan,2024-05-20 13:47:41
tr34,Pcp5,Assigned truck for pickup plan,2024-05-20 14:11:44
tr15,Pcp8,Dropped truck from pickup plan,2024-05-20 14:47:22
tr41,Pcp7,Dropped truck from pickup plan,2024-05-20 15:12:32
tr6,Pcp7,Assigned truck for pickup plan,2024-05-20 15:18:48
tr40,Pcp8,Assigned truck for pickup plan,2024-05-20 15:19:30
tr26,Pcp1,Dropped truck from pickup plan,2024-05-20 15:27:04
tr43,Pcp3,Dropped truck from pickup plan,2024-05-20 15:28:06
tr25,Pcp2,Assigned truck for pickup plan,2024-05-20 16:16:30
tr4,Pcp2,Dropped truck from pickup plan,2024-05-20 16:24:38
tr43,Pcp8,Assigned truck for pickup plan,2024-05-20 17:14:50
tr26,Pcp7,Assigned truck for pickup plan,2024-05-20 18:05:49
tr41,Pcp4,Assigned truck for pickup plan,2024-05-20 18:16:22
tr21,Pcp1,Dropped truck from pickup plan,2024-05-20 18:18:05
tr31,Pcp5,Dropped truck from pickup plan,2024-05-20 19:06:01
tr13,Pcp7,Dropped truck from pickup plan,2024-05-21 07:08:42
tr19,Pcp9,Dropped truck from pickup plan,2024-05-21 07:44:50
tr42,Pcp1,Dropped truck from pickup plan,2024-05-21 08:26:32
tr27,Pcp1,Dropped truck from pickup plan,2024-05-21 08:40:37
tr10,Pcp10,Dropped truck from pickup plan,2024-05-21 08:44:44
tr4,Pcp4,Assigned truck for pickup plan,2024-05-21 08:59:41
tr48,Pcp8,Dropped truck from pickup plan,2024-05-21 09:34:39
tr31,Pcp7,Assigned truck for pickup plan,2024-05-21 10:17:51
tr9,Pcp2,Dropped truck from pickup plan,2024-05-21 10:23:18
tr33,Pcp10,Assigned truck for pickup plan,2024-05-21 10:24:34
tr29,Pcp10,Dropped truck from pickup plan,2024-05-21 10:56:36
tr42,Pcp5,Assigned truck for pickup plan,2024-05-21 11:06:03
tr19,Pcp3,Assigned truck for pickup plan,2024-05-21 11:17:46
tr27,Pcp9,Assigned truck for pickup plan,2024-05-21 11:32:35
tr50,Pcp10,Assigned truck for pickup plan,2024-05-21 11:33:30
tr15,Pcp10,Assigned truck for pickup plan,2024-05-21 11:37:56
tr38,Pcp7,Dropped truck from pickup plan,2024-05-21 11:50:01
tr21,Pcp7,Assigned truck for pickup plan,2024-05-21 12:25:45
tr29,Pcp8,Assigned truck for pickup plan,2024-05-21 14:21:23
tr13,Pcp5,Assigned truck for pickup plan,2024-05-21 14:39:04
tr9,Pcp10,Assigned truck for pickup plan,2024-05-21 15:18:21
tr48,Pcp10,Assigned truck for pickup plan,2024-05-21 15:20:33
tr16,Pcp9,Dropped truck from pickup plan,2024-05-21 15:55:41
tr10,Pcp4,Assigned truck for pickup plan,2024-05-21 16:48:23
tr38,Pcp3,Assigned truck for pickup plan,2024-05-21 16:48:38
tr49,Pcp1,Dropped truck from pickup plan,2024-05-21 16:52:17
tr1,Pcp10,Dropped truck from pickup plan,2024-05-21 17:22:59
tr39,Pcp4,Dropped truck from pickup plan,2024-05-21 17:29:07
tr36,Pcp10,Dropped truck from pickup plan,2024-05-21 18:44:59
tr23,Pcp7,Dropped truck from pickup plan,2024-05-21 18:46:27
tr12,Pcp1,Dropped truck from pickup plan,2024-05-21 18:53:39
tr49,Pcp5,Assigned truck for pickup plan,2024-05-22 09:13:35
tr23,Pcp3,Assigned truck for pickup plan,2024-05-22 09:34:17
tr18,Pcp3,Dropped truck from pickup plan,2024-05-22 09:39:38
tr12,Pcp3,Assigned truck for pickup plan,2024-05-22 09:40:51
tr39,Pcp9,Assigned truck for pickup plan,2024-05-22 10:01:46
tr14,Pcp2,Dropped truck from pickup plan,2024-05-22 10:23:20
tr11,Pcp2,Dropped truck from pickup plan,2024-05-22 10:25:41
tr1,Pcp10,Assigned truck for pickup plan,2024-05-22 10:39:13
tr36,Pcp9,Assigned truck for pickup plan,2024-05-22 10:39:21
tr18,Pcp7,Assigned truck for pickup plan,2024-05-22 11:19:54
tr16,Pcp10,Assigned truck for pickup plan,2024-05-22 12:10:45
tr11,Pcp4,Assigned truck for pickup plan,2024-05-22 12:22:56
tr14,Pcp10,Assigned truck for pickup plan,2024-05-22 12:24:00
tr6,Pcp7,Dropped truck from pickup plan,2024-05-22 14:45:39
tr30,Pcp4,Dropped truck from pickup plan,2024-05-22 14:59:18
tr5,Pcp1,Dropped truck from pickup plan,2024-05-22 15:27:54
tr25,Pcp2,Dropped truck from pickup plan,2024-05-22 15:44:35
tr47,Pcp3,Dropped truck from pickup plan,2024-05-22 16:06:08
tr24,Pcp2,Dropped truck from pickup plan,2024-05-22 16:13:16
tr9,Pcp10,Dropped truck from pickup plan,2024-05-22 17:58:48
tr21,Pcp7,Dropped truck from pickup plan,2024-05-22 19:12:55
tr48,Pcp10,Dropped truck from pickup plan,2024-05-23 07:03:58
tr17,Pcp9,Dropped truck from pickup plan,2024-05-23 07:41:30
tr28,Pcp10,Dropped truck from pickup plan,2024-05-23 07:59:30
tr32,Pcp7,Dropped truck from pickup plan,2024-05-23 07:59:36
tr47,Pcp5,Assigned truck for pickup plan,2024-05-23 08:04:47
tr35,Pcp2,Dropped truck from pickup plan,2024-05-23 08:16:42
tr8,Pcp2,Dropped truck from pickup plan,2024-05-23 08:32:28
tr5,Pcp10,Assigned truck for pickup plan,2024-05-23 08:34:31
tr25,Pcp8,Assigned truck for pickup plan,2024-05-23 09:03:01
tr42,Pcp5,Dropped truck from pickup plan,2024-05-23 09:09:32
tr24,Pcp8,Assigned truck for pickup plan,2024-05-23 09:10:13
tr9,Pcp9,Assigned truck for pickup plan,2024-05-23 09:29:23
tr37,Pcp7,Dropped truck from pickup plan,2024-05-23 09:53:38
tr20,Pcp2,Dropped truck from pickup plan,2024-05-23 09:58:30
tr30,Pcp8,Assigned truck for pickup plan,2024-05-23 10:04:03
tr6,Pcp2,Assigned truck for pickup plan,2024-05-23 10:08:37
tr21,Pcp4,Assigned truck for pickup plan,2024-05-23 10:36:56
tr28,Pcp3,Assigned truck for pickup plan,2024-05-23 11:07:04
tr17,Pcp4,Assigned truck for pickup plan,2024-05-23 11:17:34
tr42,Pcp2,Assigned truck for pickup plan,2024-05-23 11:17:55
tr35,Pcp2,Assigned truck for pickup plan,2024-05-23 11:18:08
tr8,Pcp10,Assigned truck for pickup plan,2024-05-23 11:20:26
tr32,Pcp10,Assigned truck for pickup plan,2024-05-23 11:50:54
tr3,Pcp2,Dropped truck from pickup plan,2024-05-23 13:28:53
tr37,Pcp7,Assigned truck for pickup plan,2024-05-23 13:31:11
tr34,Pcp5,Dropped truck from pickup plan,2024-05-23 14:02:49
tr44,Pcp2,Dropped truck from pickup plan,2024-05-23 14:07:26
tr13,Pcp5,Dropped truck from pickup plan,2024-05-23 14:22:11
tr48,Pcp8,Assigned truck for pickup plan,2024-05-23 14:31:27
tr7,Pcp4,Dropped truck from pickup plan,2024-05-23 15:38:36
tr20,Pcp7,Assigned truck for pickup plan,2024-05-23 15:42:27
tr44,Pcp7,Assigned truck for pickup plan,2024-05-23 16:14:01
tr13,Pcp7,Assigned truck for pickup plan,2024-05-23 16:18:53
tr26,Pcp7,Dropped truck from pickup plan,2024-05-23 16:23:37
tr2,Pcp2,Dropped truck from pickup plan,2024-05-23 16:25:50
tr45,Pcp10,Dropped truck from pickup plan,2024-05-23 16:49:52
tr34,Pcp3,Assigned truck for pickup plan,2024-05-23 17:12:00
tr3,Pcp9,Assigned truck for pickup plan,2024-05-23 17:13:30
tr41,Pcp4,Dropped truck from pickup plan,2024-05-24 08:13:14
tr2,Pcp4,Assigned truck for pickup plan,2024-05-24 08:35:34
tr15,Pcp10,Dropped truck from pickup plan,2024-05-24 08:42:10
tr23,Pcp3,Dropped truck from pickup plan,2024-05-24 09:18:57
tr16,Pcp10,Dropped truck from pickup plan,2024-05-24 09:22:05
tr22,Pcp3,Dropped truck from pickup plan,2024-05-24 09:42:02
tr7,Pcp2,Assigned truck for pickup plan,2024-05-24 09:56:20
tr4,Pcp4,Dropped truck from pickup plan,2024-05-24 10:58:20
tr41,Pcp9,Assigned truck for pickup plan,2024-05-24 11:22:06
tr16,Pcp4,Assigned truck for pickup plan,2024-05-24 11:22:14
tr43,Pcp8,Dropped truck from pickup plan,2024-05-24 11:31:31
tr26,Pcp8,Assigned truck for pickup plan,2024-05-24 11:49:00
tr45,Pcp10,Assigned truck for pickup plan,2024-05-24 11:52:52
tr15,Pcp8,Assigned truck for pickup plan,2024-05-24 11:56:05
tr27,Pcp9,Dropped truck from pickup plan,2024-05-24 13:50:00
tr38,Pcp3,Dropped truck from pickup plan,2024-05-24 14:03:33
tr9,Pcp9,Dropped truck from pickup plan,2024-05-24 14:13:32
tr23,Pcp9,Assigned truck for pickup plan,2024-05-24 14:28:34
tr4,Pcp2,Assigned truck for pickup plan,2024-05-24 14:35:54
tr46,Pcp4,Dropped truck from pickup plan,2024-05-24 15:30:20
tr38,Pcp9,Assigned truck for pickup plan,2024-05-24 16:25:47
tr43,Pcp4,Assigned truck for pickup plan,2024-05-24 16:42:16
tr9,Pcp5,Assigned truck for pickup plan,2024-05-24 16:57:13
tr31,Pcp7,Dropped truck from pickup plan,2024-05-24 17:36:50
tr49,Pcp5,Dropped truck from pickup plan,2024-05-27 07:33:20
tr27,Pcp8,Assigned truck for pickup plan,2024-05-27 07:35:00
tr10,Pcp4,Dropped truck from pickup plan,2024-05-27 07:43:24
tr1,Pcp10,Dropped truck from pickup plan,2024-05-27 07:59:46
tr22,Pcp2,Assigned truck for pickup plan,2024-05-27 09:15:04
tr49,Pcp10,Assigned truck for pickup plan,2024-05-27 10:36:09
tr31,Pcp5,Assigned truck for pickup plan,2024-05-27 10:37:23
tr19,Pcp3,Dropped truck from pickup plan,2024-05-27 10:45:25
tr40,Pcp8,Dropped truck from pickup plan,2024-05-27 10:59:31
tr46,Pcp8,Assigned truck for pickup plan,2024-05-27 11:05:55
tr10,Pcp4,Assigned truck for pickup plan,2024-05-27 11:17:41
tr33,Pcp10,Dropped truck from pickup plan,2024-05-27 13:09:01
tr1,Pcp4,Assigned truck for pickup plan,2024-05-27 13:57:06
tr47,Pcp5,Dropped truck from pickup plan,2024-05-27 14:24:44
tr39,Pcp9,Dropped truck from pickup plan,2024-05-27 14:37:27
tr40,Pcp8,Assigned truck for pickup plan,2024-05-27 15:12:14
tr42,Pcp2,Dropped truck from pickup plan,2024-05-27 15:18:36
tr11,Pcp4,Dropped truck from pickup plan,2024-05-27 15:25:20
tr50,Pcp10,Dropped truck from pickup plan,2024-05-27 15:42:16
tr36,Pcp9,Dropped truck from pickup plan,2024-05-27 16:10:58
tr47,Pcp5,Assigned truck for pickup plan,2024-05-27 16:18:35
tr48,Pcp8,Dropped truck from pickup plan,2024-05-27 16:49:59
tr7,Pcp2,Dropped truck from pickup plan,2024-05-27 16:53:23
tr20,Pcp7,Dropped truck from pickup plan,2024-05-27 16:53:30
tr19,Pcp9,Assigned truck for pickup plan,2024-05-27 17:17:49
tr37,Pcp7,Dropped truck from pickup plan,2024-05-27 17:18:40
tr39,Pcp9,Assigned truck for pickup plan,2024-05-27 17:27:21
tr13,Pcp7,Dropped truck from pickup plan,2024-05-28 08:02:26
tr16,Pcp4,Dropped truck from pickup plan,2024-05-28 08:20:47
tr48,Pcp8,Assigned truck for pickup plan,2024-05-28 08:22:16
tr42,Pcp10,Assigned truck for pickup plan,2024-05-28 08:42:10
tr50,Pcp2,Assigned truck for pickup plan,2024-05-28 09:10:35
tr30,Pcp8,Dropped truck from pickup plan,2024-05-28 09:32:38
tr20,Pcp7,Assigned truck for pickup plan,2024-05-28 09:33:54
tr33,Pcp7,Assigned truck for pickup plan,2024-05-28 09:56:41
tr11,Pcp2,Assigned truck for pickup plan,2024-05-28 09:59:31
tr37,Pcp5,Assigned truck for pickup plan,2024-05-28 10:00:54
tr7,Pcp3,Assigned truck for pickup plan,2024-05-28 10:05:54
tr5,Pcp10,Dropped truck from pickup plan,2024-05-28 10:14:25
tr36,Pcp3,Assigned truck for pickup plan,2024-05-28 10:33:59
tr29,Pcp8,Dropped truck from pickup plan,2024-05-28 10:40:16
tr16,Pcp4,Assigned truck for pickup plan,2024-05-28 11:06:25
tr5,Pcp8,Assigned truck for pickup plan,2024-05-28 11:53:20
tr6,Pcp2,Dropped truck from pickup plan,2024-05-28 11:56:28
tr30,Pcp5,Assigned truck for pickup plan,2024-05-28 12:20:09
tr13,Pcp4,Assigned truck for pickup plan,2024-05-28 13:14:20
tr12,Pcp3,Dropped truck from pickup plan,2024-05-28 13:19:28
tr21,Pcp4,Dropped truck from pickup plan,2024-05-28 13:27:21
tr25,Pcp8,Dropped truck from pickup plan,2024-05-28 13:46:24
tr45,Pcp10,Dropped truck from pickup plan,2024-05-28 14:08:29
tr44,Pcp7,Dropped truck from pickup plan,2024-05-28 14:39:51
tr29,Pcp7,Assigned truck for pickup plan,2024-05-28 15:22:19
tr25,Pcp2,Assigned truck for pickup plan,2024-05-28 15:37:32
tr12,Pcp8,Assigned truck for pickup plan,2024-05-28 15:43:07
tr28,Pcp3,Dropped truck from pickup plan,2024-05-28 15:44:20
tr18,Pcp7,Dropped truck from pickup plan,2024-05-28 15:50:30
tr45,Pcp8,Assigned truck for pickup plan,2024-05-28 15:54:40
tr14,Pcp10,Dropped truck from pickup plan,2024-05-28 16:09:58
tr6,Pcp9,Assigned truck for pickup plan,2024-05-28 16:29:50
tr32,Pcp10,Dropped truck from pickup plan,2024-05-28 16:52:43
tr44,Pcp3,Assigned truck for pickup plan,2024-05-28 17:02:06
tr38,Pcp9,Dropped truck from pickup plan,2024-05-28 18:25:33
tr28,Pcp7,Assigned truck for pickup plan,2024-05-29 08:08:08
tr34,Pcp3,Dropped truck from pickup plan,2024-05-29 08:49:30
tr21,Pcp4,Assigned truck for pickup plan,2024-05-29 09:30:34
tr18,Pcp8,Assigned truck for pickup plan,2024-05-29 10:14:52
tr49,Pcp10,Dropped truck from pickup plan,2024-05-29 10:17:16
tr2,Pcp4,Dropped truck from pickup plan,2024-05-29 10:24:00
tr38,Pcp4,Assigned truck for pickup plan,2024-05-29 10:41:07
tr26,Pcp8,Dropped truck from pickup plan,2024-05-29 10:48:36
tr22,Pcp2,Dropped truck from pickup plan,2024-05-29 11:20:55
tr14,Pcp3,Assigned truck for pickup plan,2024-05-29 11:30:41
tr32,Pcp2,Assigned truck for pickup plan,2024-05-29 11:38:42
tr34,Pcp3,Assigned truck for pickup plan,2024-05-29 11:51:52
tr23,Pcp9,Dropped truck from pickup plan,2024-05-29 11:56:53
tr9,Pcp5,Dropped truck from pickup plan,2024-05-29 12:03:49
tr27,Pcp8,Dropped truck from pickup plan,2024-05-29 13:48:24
tr22,Pcp3,Assigned truck for pickup plan,2024-05-29 14:17:02
tr40,Pcp8,Dropped truck from pickup plan,2024-05-29 14:17:12
tr43,Pcp4,Dropped truck from pickup plan,2024-05-29 14:17:18
tr4,Pcp2,Dropped truck from pickup plan,2024-05-29 14:36:38
tr49,Pcp5,Assigned truck for pickup plan,2024-05-29 14:38:22
tr9,Pcp3,Assigned truck for pickup plan,2024-05-29 14:52:31
tr26,Pcp9,Assigned truck for pickup plan,2024-05-29 15:20:48
tr8,Pcp10,Dropped truck from pickup plan,2024-05-29 15:23:06
tr17,Pcp4,Dropped truck from pickup plan,2024-05-29 15:43:09
tr23,Pcp9,Assigned truck for pickup plan,2024-05-29 15:54:44
tr3,Pcp9,Dropped truck from pickup plan,2024-05-29 16:11:43
tr2,Pcp9,Assigned truck for pickup plan,2024-05-29 16:19:08
tr43,Pcp2,Assigned truck for pickup plan,2024-05-29 16:21:11
tr41,Pcp9,Dropped truck from pickup plan,2024-05-29 16:34:44
tr8,Pcp5,Assigned truck for pickup plan,2024-05-29 17:12:57
tr33,Pcp7,Dropped truck from pickup plan,2024-05-29 17:14:48
tr27,Pcp10,Assigned truck for pickup plan,2024-05-29 18:08:27
tr40,Pcp2,Assigned truck for pickup plan,2024-05-29 18:25:24
tr24,Pcp8,Dropped truck from pickup plan,2024-05-29 19:17:44
tr10,Pcp4,Dropped truck from pickup plan,2024-05-30 07:15:11
tr35,Pcp2,Dropped truck from pickup plan,2024-05-30 08:02:57
tr31,Pcp5,Dropped truck from pickup plan,2024-05-30 08:07:00
tr20,Pcp7,Dropped truck from pickup plan,2024-05-30 09:15:24
tr24,Pcp9,Assigned truck for pickup plan,2024-05-30 09:32:25
tr4,Pcp3,Assigned truck for pickup plan,2024-05-30 10:11:04
tr3,Pcp5,Assigned truck for pickup plan,2024-05-30 10:33:46
tr41,Pcp4,Assigned truck for pickup plan,2024-05-30 10:37:49
tr46,Pcp8,Dropped truck from pickup plan,2024-05-30 10:37:57
tr33,Pcp10,Assigned truck for pickup plan,2024-05-30 10:46:25
tr31,Pcp5,Assigned truck for pickup plan,2024-05-30 10:55:02
tr17,Pcp8,Assigned truck for pickup plan,2024-05-30 10:55:44
tr20,Pcp4,Assigned truck for pickup plan,2024-05-30 11:34:40
tr16,Pcp4,Dropped truck from pickup plan,2024-05-30 11:58:57
tr35,Pcp2,Assigned truck for pickup plan,2024-05-30 12:02:00
tr10,Pcp2,Assigned truck for pickup plan,2024-05-30 13:50:22
tr37,Pcp5,Dropped truck from pickup plan,2024-05-30 13:51:09
tr29,Pcp7,Dropped truck from pickup plan,2024-05-30 14:12:08
tr46,Pcp2,Assigned truck for pickup plan,2024-05-30 14:50:03
tr47,Pcp5,Dropped truck from pickup plan,2024-05-30 15:25:04
tr16,Pcp9,Assigned truck for pickup plan,2024-05-30 15:28:26
tr36,Pcp3,Dropped truck from pickup plan,2024-05-30 15:43:36
tr11,Pcp2,Dropped truck from pickup plan,2024-05-30 15:46:53
tr6,Pcp9,Dropped truck from pickup plan,2024-05-30 16:18:57
tr39,Pcp9,Dropped truck from pickup plan,2024-05-30 17:06:26
tr37,Pcp5,Assigned truck for pickup plan,2024-05-30 17:12:47
tr47,Pcp7,Assigned truck for pickup plan,2024-05-30 17:16:02
tr12,Pcp8,Dropped truck from pickup plan,2024-05-30 18:06:48
tr28,Pcp7,Dropped truck from pickup plan,2024-05-30 18:32:50
tr48,Pcp8,Dropped truck from pickup plan,2024-05-31 08:09:58
tr42,Pcp10,Dropped truck from pickup plan,2024-05-31 08:12:57
tr29,Pcp2,Assigned truck for pickup plan,2024-05-31 09:16:10
tr34,Pcp3,Dropped truck from pickup plan,2024-05-31 09:35:18
tr36,Pcp5,Assigned truck for pickup plan,2024-05-31 09:38:40
tr22,Pcp3,Dropped truck from pickup plan,2024-05-31 09:52:50
tr11,Pcp2,Assigned truck for pickup plan,2024-05-31 10:16:55
tr39,Pcp3,Assigned truck for pickup plan,2024-05-31 10:50:33
tr15,Pcp8,Dropped truck from pickup plan,2024-05-31 11:45:27
tr6,Pcp10,Assigned truck for pickup plan,2024-05-31 11:46:35
tr12,Pcp5,Assigned truck for pickup plan,2024-05-31 13:18:04
tr22,Pcp7,Assigned truck for pickup plan,2024-05-31 14:15:59
tr28,Pcp2,Assigned truck for pickup plan,2024-05-31 15:06:48
tr42,Pcp3,Assigned truck for pickup plan,2024-05-31 15:22:24
tr23,Pcp9,Dropped truck from pickup plan,2024-05-31 15:44:10
tr48,Pcp7,Assigned truck for pickup plan,2024-05-31 16:35:05
tr26,Pcp9,Dropped truck from pickup plan,2024-05-31 17:16:26
tr34,Pcp3,Assigned truck for pickup plan,2024-05-31 17:17:53
tr1,Pcp4,Dropped truck from pickup plan,2024-05-31 18:16:02
tr32,Pcp2,Dropped truck from pickup plan,2024-06-03 07:51:39
tr27,Pcp10,Dropped truck from pickup plan,2024-06-03 08:05:41
tr44,Pcp3,Dropped truck from pickup plan,2024-06-03 08:25:09
tr45,Pcp8,Dropped truck from pickup plan,2024-06-03 08:25:20
tr43,Pcp2,Dropped truck from pickup plan,2024-06-03 09:17:15
tr15,Pcp10,Assigned truck for pickup plan,2024-06-03 09:25:43
tr27,Pcp7,Assigned truck for pickup plan,2024-06-03 10:16:25
tr26,Pcp4,Assigned truck for pickup plan,2024-06-03 10:31:56
tr18,Pcp8,Dropped truck from pickup plan,2024-06-03 10:36:20
tr21,Pcp4,Dropped truck from pickup plan,2024-06-03 10:55:02
tr43,Pcp10,Assigned truck for pickup plan,2024-06-03 11:00:58
tr19,Pcp9,Dropped truck from pickup plan,2024-06-03 11:18:27
tr20,Pcp4,Dropped truck from pickup plan,2024-06-03 11:22:33
tr23,Pcp5,Assigned truck for pickup plan,2024-06-03 11:25:23
tr10,Pcp2,Dropped truck from pickup plan,2024-06-03 11:28:49
tr32,Pcp5,Assigned truck for pickup plan,2024-06-03 11:29:33
tr7,Pcp3,Dropped truck from pickup plan,2024-06-03 11:41:18
tr1,Pcp10,Assigned truck for pickup plan,2024-06-03 12:11:49
tr17,Pcp8,Dropped truck from pickup plan,2024-06-03 13:24:39
tr25,Pcp2,Dropped truck from pickup plan,2024-06-03 14:05:08
tr19,Pcp7,Assigned truck for pickup plan,2024-06-03 14:09:27
tr21,Pcp3,Assigned truck for pickup plan,2024-06-03 14:15:26
tr40,Pcp2,Dropped truck from pickup plan,2024-06-03 14:38:54
tr18,Pcp2,Assigned truck for pickup plan,2024-06-03 14:41:17
tr45,Pcp10,Assigned truck for pickup plan,2024-06-03 15:25:48
tr24,Pcp9,Dropped truck from pickup plan,2024-06-03 15:33:34
tr7,Pcp10,Assigned truck for pickup plan,2024-06-03 15:50:00
tr20,Pcp2,Assigned truck for pickup plan,2024-06-03 16:08:06
tr30,Pcp5,Dropped truck from pickup plan,2024-06-03 16:10:18
tr44,Pcp8,Assigned truck for pickup plan,2024-06-03 16:11:36
tr17,Pcp5,Assigned truck for pickup plan,2024-06-03 16:18:37
tr25,Pcp4,Assigned truck for pickup plan,2024-06-03 16:18:55
tr14,Pcp3,Dropped truck from pickup plan,2024-06-03 16:52:55
tr10,Pcp5,Assigned truck for pickup plan,2024-06-03 16:53:43
tr35,Pcp2,Dropped truck from pickup plan,2024-06-03 17:07:23
tr5,Pcp8,Dropped truck from pickup plan,2024-06-03 17:25:39
tr13,Pcp4,Dropped truck from pickup plan,2024-06-04 08:07:01
tr29,Pcp2,Dropped truck from pickup plan,2024-06-04 08:15:12
tr31,Pcp5,Dropped truck from pickup plan,2024-06-04 08:18:52
tr40,Pcp5,Assigned truck for pickup plan,2024-06-04 08:20:07
tr36,Pcp5,Dropped truck from pickup plan,2024-06-04 08:20:40
tr30,Pcp3,Assigned truck for pickup plan,2024-06-04 09:35:35
tr5,Pcp3,Assigned truck for pickup plan,2024-06-04 09:35:48
tr35,Pcp5,Assigned truck for pickup plan,2024-06-04 09:45:03
tr37,Pcp5,Dropped truck from pickup plan,2024-06-04 09:46:08
tr14,Pcp3,Assigned truck for pickup plan,2024-06-04 09:54:47
tr13,Pcp7,Assigned truck for pickup plan,2024-06-04 10:15:13
tr33,Pcp10,Dropped truck from pickup plan,2024-06-04 10:17:20
tr24,Pcp8,Assigned truck for pickup plan,2024-06-04 10:21:53
tr49,Pcp5,Dropped truck from pickup plan,2024-06-04 10:49:54
tr46,Pcp2,Dropped truck from pickup plan,2024-06-04 11:01:04
tr31,Pcp9,Assigned truck for pickup plan,2024-06-04 11:12:00
tr47,Pcp7,Dropped truck from pickup plan,2024-06-04 11:13:26
tr4,Pcp3,Dropped truck from pickup plan,2024-06-04 11:50:19
tr3,Pcp5,Dropped truck from pickup plan,2024-06-04 11:55:00
tr29,Pcp8,Assigned truck for pickup plan,2024-06-04 12:01:43
tr46,Pcp10,Assigned truck for pickup plan,2024-06-04 13:43:13
tr33,Pcp4,Assigned truck for pickup plan,2024-06-04 14:35:41
tr36,Pcp9,Assigned truck for pickup plan,2024-06-04 15:00:29
