IoT_object_id,Object_id,IoT2O_qualifier,Timestamp
Temp19,Silo19,Temperature sensor measuring silo temperature,2024-05-08 11:19:30
Humd19,Silo19,Humidity sensor measuring silo humidity,2024-05-08 11:19:30
GrainTemp55,Silo19,1st Grain Termperature sensor located in the silo,2024-05-08 11:19:30
GrainTemp56,Silo19,2nd Grain Termperature sensor located in the silo,2024-05-08 11:19:30
GrainTemp57,Silo19,3rd Grain Termperature sensor located in the silo,2024-05-08 11:19:30
WS16,tr43,Weight sensor measuring empty truck weight,2024-05-08 11:21:37
WS05,tr8,Weight sensor measuring empty truck weight,2024-05-08 11:28:38
WS11,tr29,Weight sensor measuring empty truck weight,2024-05-08 11:45:56
WS12,tr5,Weight sensor measuring loaded truck weight,2024-05-08 12:50:24
WS10,tr31,Weight sensor measuring empty truck weight,2024-05-08 13:19:12
Temp16,Silo16,Temperature sensor measuring silo temperature,2024-05-08 13:37:00
Humd16,Silo16,Humidity sensor measuring silo humidity,2024-05-08 13:37:00
GrainTemp46,Silo16,1st Grain Termperature sensor located in the silo,2024-05-08 13:37:00
GrainTemp47,Silo16,2nd Grain Termperature sensor located in the silo,2024-05-08 13:37:00
GrainTemp48,Silo16,3rd Grain Termperature sensor located in the silo,2024-05-08 13:37:00
Temp8,Silo8,Temperature sensor measuring silo temperature,2024-05-08 13:48:53
Humd8,Silo8,Humidity sensor measuring silo humidity,2024-05-08 13:48:53
GrainTemp22,Silo8,1st Grain Termperature sensor located in the silo,2024-05-08 13:48:53
GrainTemp23,Silo8,2nd Grain Termperature sensor located in the silo,2024-05-08 13:48:53
GrainTemp24,Silo8,3rd Grain Termperature sensor located in the silo,2024-05-08 13:48:53
WS12,tr30,Weight sensor measuring empty truck weight,2024-05-08 14:06:34
WS13,tr37,Weight sensor measuring loaded truck weight,2024-05-08 14:08:04
WS09,tr25,Weight sensor measuring empty truck weight,2024-05-08 14:21:39
WS03,tr38,Weight sensor measuring empty truck weight,2024-05-08 14:40:07
WS02,tr12,Weight sensor measuring empty truck weight,2024-05-08 14:50:18
Temp17,Silo17,Temperature sensor measuring silo temperature,2024-05-08 14:59:03
Humd17,Silo17,Humidity sensor measuring silo humidity,2024-05-08 14:59:03
GrainTemp49,Silo17,1st Grain Termperature sensor located in the silo,2024-05-08 14:59:03
GrainTemp50,Silo17,2nd Grain Termperature sensor located in the silo,2024-05-08 14:59:03
GrainTemp51,Silo17,3rd Grain Termperature sensor located in the silo,2024-05-08 14:59:03
WS19,tr4,Weight sensor measuring empty truck weight,2024-05-08 15:23:45
WS05,tr49,Weight sensor measuring empty truck weight,2024-05-08 15:27:41
WS14,tr10,Weight sensor measuring empty truck weight,2024-05-08 15:46:16
WS10,tr45,Weight sensor measuring empty truck weight,2024-05-08 15:51:56
Temp8,Silo8,Temperature sensor measuring silo temperature,2024-05-08 16:12:10
Humd8,Silo8,Humidity sensor measuring silo humidity,2024-05-08 16:12:10
GrainTemp22,Silo8,1st Grain Termperature sensor located in the silo,2024-05-08 16:12:10
GrainTemp23,Silo8,2nd Grain Termperature sensor located in the silo,2024-05-08 16:12:10
GrainTemp24,Silo8,3rd Grain Termperature sensor located in the silo,2024-05-08 16:12:10
Temp7,Silo7,Temperature sensor measuring silo temperature,2024-05-08 16:47:00
Humd7,Silo7,Humidity sensor measuring silo humidity,2024-05-08 16:47:00
GrainTemp19,Silo7,1st Grain Termperature sensor located in the silo,2024-05-08 16:47:00
GrainTemp20,Silo7,2nd Grain Termperature sensor located in the silo,2024-05-08 16:47:00
GrainTemp21,Silo7,3rd Grain Termperature sensor located in the silo,2024-05-08 16:47:00
Temp8,Silo8,Temperature sensor measuring silo temperature,2024-05-08 16:52:57
Humd8,Silo8,Humidity sensor measuring silo humidity,2024-05-08 16:52:57
GrainTemp22,Silo8,1st Grain Termperature sensor located in the silo,2024-05-08 16:52:57
GrainTemp23,Silo8,2nd Grain Termperature sensor located in the silo,2024-05-08 16:52:57
GrainTemp24,Silo8,3rd Grain Termperature sensor located in the silo,2024-05-08 16:52:57
WS15,tr13,Weight sensor measuring loaded truck weight,2024-05-08 16:53:05
WS20,tr21,Weight sensor measuring empty truck weight,2024-05-08 17:45:11
WS02,tr50,Weight sensor measuring empty truck weight,2024-05-08 17:55:25
WS18,tr23,Weight sensor measuring loaded truck weight,2024-05-08 17:59:52
Temp10,Silo10,Temperature sensor measuring silo temperature,2024-05-08 18:43:55
Humd10,Silo10,Humidity sensor measuring silo humidity,2024-05-08 18:43:55
GrainTemp28,Silo10,1st Grain Termperature sensor located in the silo,2024-05-08 18:43:55
GrainTemp29,Silo10,2nd Grain Termperature sensor located in the silo,2024-05-08 18:43:55
GrainTemp30,Silo10,3rd Grain Termperature sensor located in the silo,2024-05-08 18:43:55
Temp8,Silo8,Temperature sensor measuring silo temperature,2024-05-08 19:11:41
Humd8,Silo8,Humidity sensor measuring silo humidity,2024-05-08 19:11:41
GrainTemp22,Silo8,1st Grain Termperature sensor located in the silo,2024-05-08 19:11:41
GrainTemp23,Silo8,2nd Grain Termperature sensor located in the silo,2024-05-08 19:11:41
GrainTemp24,Silo8,3rd Grain Termperature sensor located in the silo,2024-05-08 19:11:41
WS03,tr42,Weight sensor measuring empty truck weight,2024-05-09 07:36:27
Temp7,Silo7,Temperature sensor measuring silo temperature,2024-05-09 07:56:11
Humd7,Silo7,Humidity sensor measuring silo humidity,2024-05-09 07:56:11
GrainTemp19,Silo7,1st Grain Termperature sensor located in the silo,2024-05-09 07:56:11
GrainTemp20,Silo7,2nd Grain Termperature sensor located in the silo,2024-05-09 07:56:11
GrainTemp21,Silo7,3rd Grain Termperature sensor located in the silo,2024-05-09 07:56:11
WS04,tr26,Weight sensor measuring empty truck weight,2024-05-09 08:06:16
WS08,tr2,Weight sensor measuring loaded truck weight,2024-05-09 08:45:58
WS06,tr27,Weight sensor measuring loaded truck weight,2024-05-09 09:42:55
Temp11,Silo11,Temperature sensor measuring silo temperature,2024-05-09 10:28:37
Humd11,Silo11,Humidity sensor measuring silo humidity,2024-05-09 10:28:37
GrainTemp31,Silo11,1st Grain Termperature sensor located in the silo,2024-05-09 10:28:37
GrainTemp32,Silo11,2nd Grain Termperature sensor located in the silo,2024-05-09 10:28:37
GrainTemp33,Silo11,3rd Grain Termperature sensor located in the silo,2024-05-09 10:28:37
WS13,tr18,Weight sensor measuring empty truck weight,2024-05-09 10:33:19
WS05,tr19,Weight sensor measuring loaded truck weight,2024-05-09 10:42:12
WS01,tr11,Weight sensor measuring loaded truck weight,2024-05-09 10:43:25
WS16,tr34,Weight sensor measuring empty truck weight,2024-05-09 10:50:40
Temp6,Silo6,Temperature sensor measuring silo temperature,2024-05-09 10:59:22
Humd6,Silo6,Humidity sensor measuring silo humidity,2024-05-09 10:59:22
GrainTemp16,Silo6,1st Grain Termperature sensor located in the silo,2024-05-09 10:59:22
GrainTemp17,Silo6,2nd Grain Termperature sensor located in the silo,2024-05-09 10:59:22
GrainTemp18,Silo6,3rd Grain Termperature sensor located in the silo,2024-05-09 10:59:22
WS03,tr32,Weight sensor measuring loaded truck weight,2024-05-09 11:04:17
WS04,tr44,Weight sensor measuring empty truck weight,2024-05-09 11:27:02
WS14,tr33,Weight sensor measuring loaded truck weight,2024-05-09 11:29:04
WS19,tr43,Weight sensor measuring empty truck weight,2024-05-09 11:45:09
WS06,tr47,Weight sensor measuring loaded truck weight,2024-05-09 11:45:12
WS02,tr24,Weight sensor measuring loaded truck weight,2024-05-09 11:49:14
Temp17,Silo17,Temperature sensor measuring silo temperature,2024-05-09 11:54:04
Humd17,Silo17,Humidity sensor measuring silo humidity,2024-05-09 11:54:04
GrainTemp49,Silo17,1st Grain Termperature sensor located in the silo,2024-05-09 11:54:04
GrainTemp50,Silo17,2nd Grain Termperature sensor located in the silo,2024-05-09 11:54:04
GrainTemp51,Silo17,3rd Grain Termperature sensor located in the silo,2024-05-09 11:54:04
WS02,tr36,Weight sensor measuring empty truck weight,2024-05-09 11:55:27
WS01,tr28,Weight sensor measuring empty truck weight,2024-05-09 13:36:57
WS09,tr46,Weight sensor measuring loaded truck weight,2024-05-09 14:02:50
WS03,tr1,Weight sensor measuring empty truck weight,2024-05-09 14:07:16
WS07,tr5,Weight sensor measuring empty truck weight,2024-05-09 14:53:25
Temp7,Silo7,Temperature sensor measuring silo temperature,2024-05-09 14:53:58
Humd7,Silo7,Humidity sensor measuring silo humidity,2024-05-09 14:53:58
GrainTemp19,Silo7,1st Grain Termperature sensor located in the silo,2024-05-09 14:53:58
GrainTemp20,Silo7,2nd Grain Termperature sensor located in the silo,2024-05-09 14:53:58
GrainTemp21,Silo7,3rd Grain Termperature sensor located in the silo,2024-05-09 14:53:58
WS03,tr9,Weight sensor measuring empty truck weight,2024-05-09 15:17:47
WS19,tr6,Weight sensor measuring loaded truck weight,2024-05-09 15:42:09
WS10,tr37,Weight sensor measuring empty truck weight,2024-05-09 15:57:57
WS04,tr7,Weight sensor measuring loaded truck weight,2024-05-09 16:03:03
Temp11,Silo11,Temperature sensor measuring silo temperature,2024-05-09 16:14:53
Humd11,Silo11,Humidity sensor measuring silo humidity,2024-05-09 16:14:53
GrainTemp31,Silo11,1st Grain Termperature sensor located in the silo,2024-05-09 16:14:53
GrainTemp32,Silo11,2nd Grain Termperature sensor located in the silo,2024-05-09 16:14:53
GrainTemp33,Silo11,3rd Grain Termperature sensor located in the silo,2024-05-09 16:14:53
WS04,tr17,Weight sensor measuring loaded truck weight,2024-05-09 16:30:49
WS02,tr16,Weight sensor measuring empty truck weight,2024-05-09 16:37:17
WS04,tr39,Weight sensor measuring empty truck weight,2024-05-09 16:38:14
WS07,tr20,Weight sensor measuring loaded truck weight,2024-05-09 16:46:00
Temp10,Silo10,Temperature sensor measuring silo temperature,2024-05-09 16:52:22
Humd10,Silo10,Humidity sensor measuring silo humidity,2024-05-09 16:52:22
GrainTemp28,Silo10,1st Grain Termperature sensor located in the silo,2024-05-09 16:52:22
GrainTemp29,Silo10,2nd Grain Termperature sensor located in the silo,2024-05-09 16:52:22
GrainTemp30,Silo10,3rd Grain Termperature sensor located in the silo,2024-05-09 16:52:22
WS17,tr48,Weight sensor measuring empty truck weight,2024-05-09 17:10:30
WS19,tr30,Weight sensor measuring loaded truck weight,2024-05-09 17:19:48
Temp18,Silo18,Temperature sensor measuring silo temperature,2024-05-09 18:25:02
Humd18,Silo18,Humidity sensor measuring silo humidity,2024-05-09 18:25:02
GrainTemp52,Silo18,1st Grain Termperature sensor located in the silo,2024-05-09 18:25:02
GrainTemp53,Silo18,2nd Grain Termperature sensor located in the silo,2024-05-09 18:25:02
GrainTemp54,Silo18,3rd Grain Termperature sensor located in the silo,2024-05-09 18:25:02
WS17,tr14,Weight sensor measuring loaded truck weight,2024-05-10 09:58:17
WS14,tr29,Weight sensor measuring loaded truck weight,2024-05-10 10:09:01
Temp11,Silo11,Temperature sensor measuring silo temperature,2024-05-10 10:13:25
Humd11,Silo11,Humidity sensor measuring silo humidity,2024-05-10 10:13:25
GrainTemp31,Silo11,1st Grain Termperature sensor located in the silo,2024-05-10 10:13:25
GrainTemp32,Silo11,2nd Grain Termperature sensor located in the silo,2024-05-10 10:13:25
GrainTemp33,Silo11,3rd Grain Termperature sensor located in the silo,2024-05-10 10:13:25
WS11,tr8,Weight sensor measuring empty truck weight,2024-05-10 10:20:54
WS17,tr45,Weight sensor measuring empty truck weight,2024-05-10 10:43:13
WS13,tr38,Weight sensor measuring loaded truck weight,2024-05-10 10:56:30
WS08,tr15,Weight sensor measuring empty truck weight,2024-05-10 11:56:11
WS06,tr25,Weight sensor measuring empty truck weight,2024-05-10 12:16:23
WS05,tr50,Weight sensor measuring loaded truck weight,2024-05-10 12:24:12
WS10,tr3,Weight sensor measuring empty truck weight,2024-05-10 13:19:42
WS07,tr22,Weight sensor measuring empty truck weight,2024-05-10 14:48:45
WS01,tr26,Weight sensor measuring loaded truck weight,2024-05-10 15:28:36
WS09,tr21,Weight sensor measuring loaded truck weight,2024-05-10 15:29:36
WS17,tr1,Weight sensor measuring loaded truck weight,2024-05-10 16:14:06
WS05,tr33,Weight sensor measuring empty truck weight,2024-05-10 16:58:42
Temp19,Silo19,Temperature sensor measuring silo temperature,2024-05-10 17:20:42
Humd19,Silo19,Humidity sensor measuring silo humidity,2024-05-10 17:20:42
GrainTemp55,Silo19,1st Grain Termperature sensor located in the silo,2024-05-10 17:20:42
GrainTemp56,Silo19,2nd Grain Termperature sensor located in the silo,2024-05-10 17:20:42
GrainTemp57,Silo19,3rd Grain Termperature sensor located in the silo,2024-05-10 17:20:42
WS03,tr43,Weight sensor measuring loaded truck weight,2024-05-10 17:25:33
Temp11,Silo11,Temperature sensor measuring silo temperature,2024-05-10 18:49:33
Humd11,Silo11,Humidity sensor measuring silo humidity,2024-05-10 18:49:33
GrainTemp31,Silo11,1st Grain Termperature sensor located in the silo,2024-05-10 18:49:33
GrainTemp32,Silo11,2nd Grain Termperature sensor located in the silo,2024-05-10 18:49:33
GrainTemp33,Silo11,3rd Grain Termperature sensor located in the silo,2024-05-10 18:49:33
WS02,tr18,Weight sensor measuring empty truck weight,2024-05-10 18:51:47
WS03,tr31,Weight sensor measuring loaded truck weight,2024-05-13 08:13:01
WS16,tr24,Weight sensor measuring empty truck weight,2024-05-13 08:39:42
WS06,tr10,Weight sensor measuring empty truck weight,2024-05-13 08:51:10
WS15,tr36,Weight sensor measuring empty truck weight,2024-05-13 09:09:44
WS19,tr16,Weight sensor measuring empty truck weight,2024-05-13 09:29:18
WS11,tr44,Weight sensor measuring loaded truck weight,2024-05-13 09:29:52
WS11,tr11,Weight sensor measuring empty truck weight,2024-05-13 09:33:59
WS14,tr23,Weight sensor measuring empty truck weight,2024-05-13 09:34:10
WS03,tr5,Weight sensor measuring loaded truck weight,2024-05-13 09:50:03
WS10,tr4,Weight sensor measuring loaded truck weight,2024-05-13 09:58:26
WS04,tr40,Weight sensor measuring loaded truck weight,2024-05-13 10:09:52
Temp19,Silo19,Temperature sensor measuring silo temperature,2024-05-13 10:53:14
Humd19,Silo19,Humidity sensor measuring silo humidity,2024-05-13 10:53:14
GrainTemp55,Silo19,1st Grain Termperature sensor located in the silo,2024-05-13 10:53:14
GrainTemp56,Silo19,2nd Grain Termperature sensor located in the silo,2024-05-13 10:53:14
GrainTemp57,Silo19,3rd Grain Termperature sensor located in the silo,2024-05-13 10:53:14
WS04,tr41,Weight sensor measuring empty truck weight,2024-05-13 11:00:54
WS02,tr8,Weight sensor measuring empty truck weight,2024-05-13 11:36:46
WS12,tr49,Weight sensor measuring empty truck weight,2024-05-13 11:41:40
WS15,tr2,Weight sensor measuring empty truck weight,2024-05-13 11:47:34
WS08,tr7,Weight sensor measuring empty truck weight,2024-05-13 12:23:54
Temp19,Silo19,Temperature sensor measuring silo temperature,2024-05-13 13:31:35
Humd19,Silo19,Humidity sensor measuring silo humidity,2024-05-13 13:31:35
GrainTemp55,Silo19,1st Grain Termperature sensor located in the silo,2024-05-13 13:31:35
GrainTemp56,Silo19,2nd Grain Termperature sensor located in the silo,2024-05-13 13:31:35
GrainTemp57,Silo19,3rd Grain Termperature sensor located in the silo,2024-05-13 13:31:35
WS01,tr9,Weight sensor measuring empty truck weight,2024-05-13 13:37:47
WS19,tr37,Weight sensor measuring empty truck weight,2024-05-13 13:40:50
WS05,tr13,Weight sensor measuring empty truck weight,2024-05-13 13:52:34
WS09,tr30,Weight sensor measuring empty truck weight,2024-05-13 13:55:42
WS20,tr46,Weight sensor measuring empty truck weight,2024-05-13 14:26:26
WS11,tr28,Weight sensor measuring empty truck weight,2024-05-13 14:34:48
WS18,tr34,Weight sensor measuring empty truck weight,2024-05-13 14:44:54
WS04,tr45,Weight sensor measuring empty truck weight,2024-05-13 14:55:11
Temp19,Silo19,Temperature sensor measuring silo temperature,2024-05-13 15:37:20
Humd19,Silo19,Humidity sensor measuring silo humidity,2024-05-13 15:37:20
GrainTemp55,Silo19,1st Grain Termperature sensor located in the silo,2024-05-13 15:37:20
GrainTemp56,Silo19,2nd Grain Termperature sensor located in the silo,2024-05-13 15:37:20
GrainTemp57,Silo19,3rd Grain Termperature sensor located in the silo,2024-05-13 15:37:20
WS12,tr32,Weight sensor measuring empty truck weight,2024-05-13 15:46:11
WS13,tr38,Weight sensor measuring empty truck weight,2024-05-13 15:50:18
WS14,tr35,Weight sensor measuring loaded truck weight,2024-05-13 16:05:25
WS08,tr42,Weight sensor measuring empty truck weight,2024-05-13 16:12:35
WS10,tr17,Weight sensor measuring empty truck weight,2024-05-13 16:32:27
Temp8,Silo8,Temperature sensor measuring silo temperature,2024-05-13 16:35:40
Humd8,Silo8,Humidity sensor measuring silo humidity,2024-05-13 16:35:40
GrainTemp22,Silo8,1st Grain Termperature sensor located in the silo,2024-05-13 16:35:40
GrainTemp23,Silo8,2nd Grain Termperature sensor located in the silo,2024-05-13 16:35:40
GrainTemp24,Silo8,3rd Grain Termperature sensor located in the silo,2024-05-13 16:35:40
WS17,tr6,Weight sensor measuring empty truck weight,2024-05-13 17:02:39
Temp17,Silo17,Temperature sensor measuring silo temperature,2024-05-13 17:25:38
Humd17,Silo17,Humidity sensor measuring silo humidity,2024-05-13 17:25:38
GrainTemp49,Silo17,1st Grain Termperature sensor located in the silo,2024-05-13 17:25:38
GrainTemp50,Silo17,2nd Grain Termperature sensor located in the silo,2024-05-13 17:25:38
GrainTemp51,Silo17,3rd Grain Termperature sensor located in the silo,2024-05-13 17:25:38
WS09,tr19,Weight sensor measuring empty truck weight,2024-05-13 17:58:38
WS06,tr47,Weight sensor measuring empty truck weight,2024-05-13 18:17:26
WS05,tr26,Weight sensor measuring empty truck weight,2024-05-13 19:17:00
WS16,tr14,Weight sensor measuring empty truck weight,2024-05-14 08:54:29
Temp11,Silo11,Temperature sensor measuring silo temperature,2024-05-14 09:18:48
Humd11,Silo11,Humidity sensor measuring silo humidity,2024-05-14 09:18:48
GrainTemp31,Silo11,1st Grain Termperature sensor located in the silo,2024-05-14 09:18:48
GrainTemp32,Silo11,2nd Grain Termperature sensor located in the silo,2024-05-14 09:18:48
GrainTemp33,Silo11,3rd Grain Termperature sensor located in the silo,2024-05-14 09:18:48
Temp17,Silo17,Temperature sensor measuring silo temperature,2024-05-14 09:28:52
Humd17,Silo17,Humidity sensor measuring silo humidity,2024-05-14 09:28:52
GrainTemp49,Silo17,1st Grain Termperature sensor located in the silo,2024-05-14 09:28:52
GrainTemp50,Silo17,2nd Grain Termperature sensor located in the silo,2024-05-14 09:28:52
GrainTemp51,Silo17,3rd Grain Termperature sensor located in the silo,2024-05-14 09:28:52
WS02,tr20,Weight sensor measuring empty truck weight,2024-05-14 09:43:29
WS13,tr1,Weight sensor measuring empty truck weight,2024-05-14 09:49:40
WS05,tr12,Weight sensor measuring loaded truck weight,2024-05-14 10:00:08
WS17,tr31,Weight sensor measuring empty truck weight,2024-05-14 10:30:56
WS03,tr27,Weight sensor measuring empty truck weight,2024-05-14 10:49:12
WS12,tr16,Weight sensor measuring empty truck weight,2024-05-14 10:50:04
WS05,tr39,Weight sensor measuring loaded truck weight,2024-05-14 11:00:18
Temp6,Silo6,Temperature sensor measuring silo temperature,2024-05-14 11:39:43
Humd6,Silo6,Humidity sensor measuring silo humidity,2024-05-14 11:39:43
GrainTemp16,Silo6,1st Grain Termperature sensor located in the silo,2024-05-14 11:39:43
GrainTemp17,Silo6,2nd Grain Termperature sensor located in the silo,2024-05-14 11:39:43
GrainTemp18,Silo6,3rd Grain Termperature sensor located in the silo,2024-05-14 11:39:43
WS11,tr21,Weight sensor measuring empty truck weight,2024-05-14 11:40:35
WS09,tr29,Weight sensor measuring empty truck weight,2024-05-14 11:50:11
WS04,tr5,Weight sensor measuring empty truck weight,2024-05-14 12:07:05
WS14,tr4,Weight sensor measuring empty truck weight,2024-05-14 13:14:52
WS07,tr10,Weight sensor measuring empty truck weight,2024-05-14 14:25:35
WS20,tr7,Weight sensor measuring empty truck weight,2024-05-14 14:27:25
WS15,tr33,Weight sensor measuring loaded truck weight,2024-05-14 14:32:48
Temp16,Silo16,Temperature sensor measuring silo temperature,2024-05-14 14:43:17
Humd16,Silo16,Humidity sensor measuring silo humidity,2024-05-14 14:43:17
GrainTemp46,Silo16,1st Grain Termperature sensor located in the silo,2024-05-14 14:43:17
GrainTemp47,Silo16,2nd Grain Termperature sensor located in the silo,2024-05-14 14:43:17
GrainTemp48,Silo16,3rd Grain Termperature sensor located in the silo,2024-05-14 14:43:17
WS06,tr48,Weight sensor measuring empty truck weight,2024-05-14 14:52:21
WS01,tr22,Weight sensor measuring empty truck weight,2024-05-14 14:59:27
WS16,tr13,Weight sensor measuring empty truck weight,2024-05-14 15:06:21
WS19,tr44,Weight sensor measuring empty truck weight,2024-05-14 15:21:53
WS12,tr41,Weight sensor measuring empty truck weight,2024-05-14 15:41:39
WS05,tr15,Weight sensor measuring empty truck weight,2024-05-14 15:53:54
WS18,tr24,Weight sensor measuring loaded truck weight,2024-05-14 16:14:22
WS14,tr40,Weight sensor measuring empty truck weight,2024-05-14 16:15:14
Temp11,Silo11,Temperature sensor measuring silo temperature,2024-05-14 16:55:54
Humd11,Silo11,Humidity sensor measuring silo humidity,2024-05-14 16:55:54
GrainTemp31,Silo11,1st Grain Termperature sensor located in the silo,2024-05-14 16:55:54
GrainTemp32,Silo11,2nd Grain Termperature sensor located in the silo,2024-05-14 16:55:54
GrainTemp33,Silo11,3rd Grain Termperature sensor located in the silo,2024-05-14 16:55:54
Temp17,Silo17,Temperature sensor measuring silo temperature,2024-05-14 17:09:19
Humd17,Silo17,Humidity sensor measuring silo humidity,2024-05-14 17:09:19
GrainTemp49,Silo17,1st Grain Termperature sensor located in the silo,2024-05-14 17:09:19
GrainTemp50,Silo17,2nd Grain Termperature sensor located in the silo,2024-05-14 17:09:19
GrainTemp51,Silo17,3rd Grain Termperature sensor located in the silo,2024-05-14 17:09:19
WS16,tr23,Weight sensor measuring empty truck weight,2024-05-14 17:17:44
Temp10,Silo10,Temperature sensor measuring silo temperature,2024-05-14 18:24:20
Humd10,Silo10,Humidity sensor measuring silo humidity,2024-05-14 18:24:20
GrainTemp28,Silo10,1st Grain Termperature sensor located in the silo,2024-05-14 18:24:20
GrainTemp29,Silo10,2nd Grain Termperature sensor located in the silo,2024-05-14 18:24:20
GrainTemp30,Silo10,3rd Grain Termperature sensor located in the silo,2024-05-14 18:24:20
WS09,tr36,Weight sensor measuring empty truck weight,2024-05-14 19:04:32
WS19,tr26,Weight sensor measuring empty truck weight,2024-05-14 19:18:36
Temp19,Silo19,Temperature sensor measuring silo temperature,2024-05-15 07:32:46
Humd19,Silo19,Humidity sensor measuring silo humidity,2024-05-15 07:32:46
GrainTemp55,Silo19,1st Grain Termperature sensor located in the silo,2024-05-15 07:32:46
GrainTemp56,Silo19,2nd Grain Termperature sensor located in the silo,2024-05-15 07:32:46
GrainTemp57,Silo19,3rd Grain Termperature sensor located in the silo,2024-05-15 07:32:46
WS10,tr42,Weight sensor measuring empty truck weight,2024-05-15 07:35:15
Temp8,Silo8,Temperature sensor measuring silo temperature,2024-05-15 08:03:43
Humd8,Silo8,Humidity sensor measuring silo humidity,2024-05-15 08:03:43
GrainTemp22,Silo8,1st Grain Termperature sensor located in the silo,2024-05-15 08:03:43
GrainTemp23,Silo8,2nd Grain Termperature sensor located in the silo,2024-05-15 08:03:43
GrainTemp24,Silo8,3rd Grain Termperature sensor located in the silo,2024-05-15 08:03:43
WS13,tr49,Weight sensor measuring empty truck weight,2024-05-15 08:23:37
Temp6,Silo6,Temperature sensor measuring silo temperature,2024-05-15 08:38:42
Humd6,Silo6,Humidity sensor measuring silo humidity,2024-05-15 08:38:42
GrainTemp16,Silo6,1st Grain Termperature sensor located in the silo,2024-05-15 08:38:42
GrainTemp17,Silo6,2nd Grain Termperature sensor located in the silo,2024-05-15 08:38:42
GrainTemp18,Silo6,3rd Grain Termperature sensor located in the silo,2024-05-15 08:38:42
WS19,tr11,Weight sensor measuring empty truck weight,2024-05-15 08:51:19
Temp10,Silo10,Temperature sensor measuring silo temperature,2024-05-15 09:07:21
Humd10,Silo10,Humidity sensor measuring silo humidity,2024-05-15 09:07:21
GrainTemp28,Silo10,1st Grain Termperature sensor located in the silo,2024-05-15 09:07:21
GrainTemp29,Silo10,2nd Grain Termperature sensor located in the silo,2024-05-15 09:07:21
GrainTemp30,Silo10,3rd Grain Termperature sensor located in the silo,2024-05-15 09:07:21
WS05,tr46,Weight sensor measuring empty truck weight,2024-05-15 09:29:56
WS07,tr28,Weight sensor measuring empty truck weight,2024-05-15 09:51:25
WS10,tr35,Weight sensor measuring empty truck weight,2024-05-15 10:27:58
Temp19,Silo19,Temperature sensor measuring silo temperature,2024-05-15 10:32:09
Humd19,Silo19,Humidity sensor measuring silo humidity,2024-05-15 10:32:09
GrainTemp55,Silo19,1st Grain Termperature sensor located in the silo,2024-05-15 10:32:09
GrainTemp56,Silo19,2nd Grain Termperature sensor located in the silo,2024-05-15 10:32:09
GrainTemp57,Silo19,3rd Grain Termperature sensor located in the silo,2024-05-15 10:32:09
WS04,tr12,Weight sensor measuring empty truck weight,2024-05-15 10:36:27
WS05,tr43,Weight sensor measuring empty truck weight,2024-05-15 10:37:04
WS11,tr1,Weight sensor measuring empty truck weight,2024-05-15 10:50:30
WS03,tr25,Weight sensor measuring loaded truck weight,2024-05-15 11:11:36
WS20,tr38,Weight sensor measuring empty truck weight,2024-05-15 11:40:59
Temp6,Silo6,Temperature sensor measuring silo temperature,2024-05-15 11:49:13
Humd6,Silo6,Humidity sensor measuring silo humidity,2024-05-15 11:49:13
GrainTemp16,Silo6,1st Grain Termperature sensor located in the silo,2024-05-15 11:49:13
GrainTemp17,Silo6,2nd Grain Termperature sensor located in the silo,2024-05-15 11:49:13
GrainTemp18,Silo6,3rd Grain Termperature sensor located in the silo,2024-05-15 11:49:13
Temp11,Silo11,Temperature sensor measuring silo temperature,2024-05-15 13:46:00
Humd11,Silo11,Humidity sensor measuring silo humidity,2024-05-15 13:46:00
GrainTemp31,Silo11,1st Grain Termperature sensor located in the silo,2024-05-15 13:46:00
GrainTemp32,Silo11,2nd Grain Termperature sensor located in the silo,2024-05-15 13:46:00
GrainTemp33,Silo11,3rd Grain Termperature sensor located in the silo,2024-05-15 13:46:00
WS17,tr50,Weight sensor measuring empty truck weight,2024-05-15 13:47:04
WS14,tr3,Weight sensor measuring loaded truck weight,2024-05-15 13:59:15
WS07,tr9,Weight sensor measuring empty truck weight,2024-05-15 14:14:22
WS06,tr17,Weight sensor measuring empty truck weight,2024-05-15 14:38:18
Temp16,Silo16,Temperature sensor measuring silo temperature,2024-05-15 14:38:32
Humd16,Silo16,Humidity sensor measuring silo humidity,2024-05-15 14:38:32
GrainTemp46,Silo16,1st Grain Termperature sensor located in the silo,2024-05-15 14:38:32
GrainTemp47,Silo16,2nd Grain Termperature sensor located in the silo,2024-05-15 14:38:32
GrainTemp48,Silo16,3rd Grain Termperature sensor located in the silo,2024-05-15 14:38:32
WS03,tr34,Weight sensor measuring empty truck weight,2024-05-15 15:03:35
WS12,tr47,Weight sensor measuring empty truck weight,2024-05-15 15:18:39
WS02,tr4,Weight sensor measuring empty truck weight,2024-05-15 15:33:20
Temp10,Silo10,Temperature sensor measuring silo temperature,2024-05-15 15:55:40
Humd10,Silo10,Humidity sensor measuring silo humidity,2024-05-15 15:55:40
GrainTemp28,Silo10,1st Grain Termperature sensor located in the silo,2024-05-15 15:55:40
GrainTemp29,Silo10,2nd Grain Termperature sensor located in the silo,2024-05-15 15:55:40
GrainTemp30,Silo10,3rd Grain Termperature sensor located in the silo,2024-05-15 15:55:40
Temp11,Silo11,Temperature sensor measuring silo temperature,2024-05-15 15:56:00
