IoT_object_id,Object_id,IoT2O_qualifier,Timestamp
Humd11,Silo11,Humidity sensor measuring silo humidity,2024-05-15 15:56:00
GrainTemp31,Silo11,1st Grain Termperature sensor located in the silo,2024-05-15 15:56:00
GrainTemp32,Silo11,2nd Grain Termperature sensor located in the silo,2024-05-15 15:56:00
GrainTemp33,Silo11,3rd Grain Termperature sensor located in the silo,2024-05-15 15:56:00
Temp11,Silo11,Temperature sensor measuring silo temperature,2024-05-15 15:56:37
Humd11,Silo11,Humidity sensor measuring silo humidity,2024-05-15 15:56:37
GrainTemp31,Silo11,1st Grain Termperature sensor located in the silo,2024-05-15 15:56:37
GrainTemp32,Silo11,2nd Grain Termperature sensor located in the silo,2024-05-15 15:56:37
GrainTemp33,Silo11,3rd Grain Termperature sensor located in the silo,2024-05-15 15:56:37
WS04,tr18,Weight sensor measuring empty truck weight,2024-05-15 16:21:35
WS05,tr41,Weight sensor measuring empty truck weight,2024-05-15 16:30:21
WS07,tr29,Weight sensor measuring empty truck weight,2024-05-15 16:55:53
WS14,tr21,Weight sensor measuring loaded truck weight,2024-05-15 17:08:41
WS08,tr30,Weight sensor measuring empty truck weight,2024-05-15 17:54:09
Temp10,Silo10,Temperature sensor measuring silo temperature,2024-05-15 17:59:52
Humd10,Silo10,Humidity sensor measuring silo humidity,2024-05-15 17:59:52
GrainTemp28,Silo10,1st Grain Termperature sensor located in the silo,2024-05-15 17:59:52
GrainTemp29,Silo10,2nd Grain Termperature sensor located in the silo,2024-05-15 17:59:52
GrainTemp30,Silo10,3rd Grain Termperature sensor located in the silo,2024-05-15 17:59:52
Temp11,Silo11,Temperature sensor measuring silo temperature,2024-05-15 18:05:28
Humd11,Silo11,Humidity sensor measuring silo humidity,2024-05-15 18:05:28
GrainTemp31,Silo11,1st Grain Termperature sensor located in the silo,2024-05-15 18:05:28
GrainTemp32,Silo11,2nd Grain Termperature sensor located in the silo,2024-05-15 18:05:28
GrainTemp33,Silo11,3rd Grain Termperature sensor located in the silo,2024-05-15 18:05:28
WS19,tr44,Weight sensor measuring loaded truck weight,2024-05-15 18:51:14
WS18,tr45,Weight sensor measuring loaded truck weight,2024-05-16 08:21:15
WS06,tr10,Weight sensor measuring loaded truck weight,2024-05-16 08:29:11
WS17,tr6,Weight sensor measuring loaded truck weight,2024-05-16 08:33:26
Temp8,Silo8,Temperature sensor measuring silo temperature,2024-05-16 08:46:14
Humd8,Silo8,Humidity sensor measuring silo humidity,2024-05-16 08:46:14
GrainTemp22,Silo8,1st Grain Termperature sensor located in the silo,2024-05-16 08:46:14
GrainTemp23,Silo8,2nd Grain Termperature sensor located in the silo,2024-05-16 08:46:14
GrainTemp24,Silo8,3rd Grain Termperature sensor located in the silo,2024-05-16 08:46:14
WS05,tr33,Weight sensor measuring empty truck weight,2024-05-16 08:52:12
WS20,tr36,Weight sensor measuring empty truck weight,2024-05-16 09:17:09
Temp17,Silo17,Temperature sensor measuring silo temperature,2024-05-16 09:49:29
Humd17,Silo17,Humidity sensor measuring silo humidity,2024-05-16 09:49:29
GrainTemp49,Silo17,1st Grain Termperature sensor located in the silo,2024-05-16 09:49:29
GrainTemp50,Silo17,2nd Grain Termperature sensor located in the silo,2024-05-16 09:49:29
GrainTemp51,Silo17,3rd Grain Termperature sensor located in the silo,2024-05-16 09:49:29
WS01,tr2,Weight sensor measuring loaded truck weight,2024-05-16 10:26:10
WS15,tr5,Weight sensor measuring empty truck weight,2024-05-16 10:27:07
WS03,tr19,Weight sensor measuring loaded truck weight,2024-05-16 11:10:04
WS13,tr1,Weight sensor measuring empty truck weight,2024-05-16 11:27:59
WS07,tr24,Weight sensor measuring empty truck weight,2024-05-16 11:28:22
WS01,tr20,Weight sensor measuring empty truck weight,2024-05-16 11:57:57
WS09,tr48,Weight sensor measuring empty truck weight,2024-05-16 11:59:40
Temp8,Silo8,Temperature sensor measuring silo temperature,2024-05-16 12:01:34
Humd8,Silo8,Humidity sensor measuring silo humidity,2024-05-16 12:01:34
GrainTemp22,Silo8,1st Grain Termperature sensor located in the silo,2024-05-16 12:01:34
GrainTemp23,Silo8,2nd Grain Termperature sensor located in the silo,2024-05-16 12:01:34
GrainTemp24,Silo8,3rd Grain Termperature sensor located in the silo,2024-05-16 12:01:34
WS05,tr37,Weight sensor measuring loaded truck weight,2024-05-16 12:02:53
WS14,tr16,Weight sensor measuring empty truck weight,2024-05-16 13:29:15
WS16,tr23,Weight sensor measuring empty truck weight,2024-05-16 13:41:06
WS05,tr32,Weight sensor measuring empty truck weight,2024-05-16 13:46:11
WS02,tr46,Weight sensor measuring empty truck weight,2024-05-16 14:22:40
WS11,tr12,Weight sensor measuring empty truck weight,2024-05-16 14:36:21
WS20,tr34,Weight sensor measuring empty truck weight,2024-05-16 14:37:29
Temp19,Silo19,Temperature sensor measuring silo temperature,2024-05-16 14:58:09
Humd19,Silo19,Humidity sensor measuring silo humidity,2024-05-16 14:58:09
GrainTemp55,Silo19,1st Grain Termperature sensor located in the silo,2024-05-16 14:58:09
GrainTemp56,Silo19,2nd Grain Termperature sensor located in the silo,2024-05-16 14:58:09
GrainTemp57,Silo19,3rd Grain Termperature sensor located in the silo,2024-05-16 14:58:09
Temp7,Silo7,Temperature sensor measuring silo temperature,2024-05-16 15:07:08
Humd7,Silo7,Humidity sensor measuring silo humidity,2024-05-16 15:07:08
GrainTemp19,Silo7,1st Grain Termperature sensor located in the silo,2024-05-16 15:07:08
GrainTemp20,Silo7,2nd Grain Termperature sensor located in the silo,2024-05-16 15:07:08
GrainTemp21,Silo7,3rd Grain Termperature sensor located in the silo,2024-05-16 15:07:08
WS12,tr8,Weight sensor measuring loaded truck weight,2024-05-16 15:28:58
WS03,tr14,Weight sensor measuring empty truck weight,2024-05-16 15:31:38
WS18,tr39,Weight sensor measuring empty truck weight,2024-05-16 15:44:34
WS07,tr40,Weight sensor measuring loaded truck weight,2024-05-16 15:57:45
WS09,tr9,Weight sensor measuring empty truck weight,2024-05-16 16:52:00
WS08,tr25,Weight sensor measuring empty truck weight,2024-05-16 16:56:34
WS12,tr26,Weight sensor measuring loaded truck weight,2024-05-16 16:56:48
WS02,tr11,Weight sensor measuring loaded truck weight,2024-05-16 17:10:11
WS15,tr31,Weight sensor measuring empty truck weight,2024-05-16 17:23:15
WS10,tr38,Weight sensor measuring loaded truck weight,2024-05-16 17:57:41
WS06,tr15,Weight sensor measuring empty truck weight,2024-05-16 19:14:45
WS14,tr43,Weight sensor measuring loaded truck weight,2024-05-17 07:54:07
Temp18,Silo18,Temperature sensor measuring silo temperature,2024-05-17 09:45:42
Humd18,Silo18,Humidity sensor measuring silo humidity,2024-05-17 09:45:42
GrainTemp52,Silo18,1st Grain Termperature sensor located in the silo,2024-05-17 09:45:42
GrainTemp53,Silo18,2nd Grain Termperature sensor located in the silo,2024-05-17 09:45:42
GrainTemp54,Silo18,3rd Grain Termperature sensor located in the silo,2024-05-17 09:45:42
Temp16,Silo16,Temperature sensor measuring silo temperature,2024-05-17 09:58:38
Humd16,Silo16,Humidity sensor measuring silo humidity,2024-05-17 09:58:38
GrainTemp46,Silo16,1st Grain Termperature sensor located in the silo,2024-05-17 09:58:38
GrainTemp47,Silo16,2nd Grain Termperature sensor located in the silo,2024-05-17 09:58:38
GrainTemp48,Silo16,3rd Grain Termperature sensor located in the silo,2024-05-17 09:58:38
WS18,tr27,Weight sensor measuring loaded truck weight,2024-05-17 10:25:53
WS10,tr45,Weight sensor measuring empty truck weight,2024-05-17 10:32:50
WS09,tr29,Weight sensor measuring empty truck weight,2024-05-17 10:41:40
WS12,tr4,Weight sensor measuring loaded truck weight,2024-05-17 10:51:32
WS07,tr35,Weight sensor measuring loaded truck weight,2024-05-17 10:52:35
Temp19,Silo19,Temperature sensor measuring silo temperature,2024-05-17 10:52:48
Humd19,Silo19,Humidity sensor measuring silo humidity,2024-05-17 10:52:48
GrainTemp55,Silo19,1st Grain Termperature sensor located in the silo,2024-05-17 10:52:48
GrainTemp56,Silo19,2nd Grain Termperature sensor located in the silo,2024-05-17 10:52:48
GrainTemp57,Silo19,3rd Grain Termperature sensor located in the silo,2024-05-17 10:52:48
Temp18,Silo18,Temperature sensor measuring silo temperature,2024-05-17 11:07:12
Humd18,Silo18,Humidity sensor measuring silo humidity,2024-05-17 11:07:12
GrainTemp52,Silo18,1st Grain Termperature sensor located in the silo,2024-05-17 11:07:12
GrainTemp53,Silo18,2nd Grain Termperature sensor located in the silo,2024-05-17 11:07:12
GrainTemp54,Silo18,3rd Grain Termperature sensor located in the silo,2024-05-17 11:07:12
WS17,tr22,Weight sensor measuring loaded truck weight,2024-05-17 11:08:24
WS01,tr13,Weight sensor measuring loaded truck weight,2024-05-17 11:17:07
WS08,tr41,Weight sensor measuring loaded truck weight,2024-05-17 11:43:18
WS07,tr36,Weight sensor measuring loaded truck weight,2024-05-17 12:17:16
WS19,tr28,Weight sensor measuring loaded truck weight,2024-05-17 12:22:49
WS13,tr1,Weight sensor measuring empty truck weight,2024-05-17 13:28:31
WS05,tr3,Weight sensor measuring empty truck weight,2024-05-17 13:56:01
WS18,tr33,Weight sensor measuring empty truck weight,2024-05-17 14:24:04
WS19,tr47,Weight sensor measuring empty truck weight,2024-05-17 14:32:36
Temp10,Silo10,Temperature sensor measuring silo temperature,2024-05-17 14:59:26
Humd10,Silo10,Humidity sensor measuring silo humidity,2024-05-17 14:59:26
GrainTemp28,Silo10,1st Grain Termperature sensor located in the silo,2024-05-17 14:59:26
GrainTemp29,Silo10,2nd Grain Termperature sensor located in the silo,2024-05-17 14:59:26
GrainTemp30,Silo10,3rd Grain Termperature sensor located in the silo,2024-05-17 14:59:26
WS15,tr16,Weight sensor measuring empty truck weight,2024-05-17 15:19:43
WS07,tr42,Weight sensor measuring empty truck weight,2024-05-17 15:48:07
WS03,tr24,Weight sensor measuring loaded truck weight,2024-05-17 15:48:36
Temp10,Silo10,Temperature sensor measuring silo temperature,2024-05-17 16:10:04
Humd10,Silo10,Humidity sensor measuring silo humidity,2024-05-17 16:10:04
GrainTemp28,Silo10,1st Grain Termperature sensor located in the silo,2024-05-17 16:10:04
GrainTemp29,Silo10,2nd Grain Termperature sensor located in the silo,2024-05-17 16:10:04
GrainTemp30,Silo10,3rd Grain Termperature sensor located in the silo,2024-05-17 16:10:04
WS14,tr39,Weight sensor measuring empty truck weight,2024-05-17 16:32:39
WS03,tr30,Weight sensor measuring empty truck weight,2024-05-17 17:11:51
WS08,tr7,Weight sensor measuring loaded truck weight,2024-05-17 18:18:12
WS05,tr6,Weight sensor measuring empty truck weight,2024-05-17 19:10:02
WS04,tr49,Weight sensor measuring loaded truck weight,2024-05-20 08:47:04
WS16,tr19,Weight sensor measuring empty truck weight,2024-05-20 09:49:22
WS13,tr20,Weight sensor measuring empty truck weight,2024-05-20 09:58:34
WS03,tr18,Weight sensor measuring empty truck weight,2024-05-20 10:49:50
WS07,tr48,Weight sensor measuring empty truck weight,2024-05-20 10:55:35
WS10,tr10,Weight sensor measuring empty truck weight,2024-05-20 11:58:04
WS09,tr8,Weight sensor measuring empty truck weight,2024-05-20 13:31:25
WS04,tr21,Weight sensor measuring empty truck weight,2024-05-20 13:55:07
WS03,tr26,Weight sensor measuring empty truck weight,2024-05-20 14:00:59
Temp6,Silo6,Temperature sensor measuring silo temperature,2024-05-20 14:05:30
Humd6,Silo6,Humidity sensor measuring silo humidity,2024-05-20 14:05:30
GrainTemp16,Silo6,1st Grain Termperature sensor located in the silo,2024-05-20 14:05:30
GrainTemp17,Silo6,2nd Grain Termperature sensor located in the silo,2024-05-20 14:05:30
GrainTemp18,Silo6,3rd Grain Termperature sensor located in the silo,2024-05-20 14:05:30
WS14,tr2,Weight sensor measuring empty truck weight,2024-05-20 14:33:14
WS18,tr13,Weight sensor measuring empty truck weight,2024-05-20 15:10:13
WS11,tr37,Weight sensor measuring empty truck weight,2024-05-20 15:44:49
WS05,tr33,Weight sensor measuring empty truck weight,2024-05-20 16:22:59
WS08,tr12,Weight sensor measuring empty truck weight,2024-05-20 16:50:53
WS03,tr36,Weight sensor measuring empty truck weight,2024-05-20 16:55:10
WS07,tr3,Weight sensor measuring empty truck weight,2024-05-20 16:58:03
Temp8,Silo8,Temperature sensor measuring silo temperature,2024-05-20 17:07:46
Humd8,Silo8,Humidity sensor measuring silo humidity,2024-05-20 17:07:46
GrainTemp22,Silo8,1st Grain Termperature sensor located in the silo,2024-05-20 17:07:46
GrainTemp23,Silo8,2nd Grain Termperature sensor located in the silo,2024-05-20 17:07:46
GrainTemp24,Silo8,3rd Grain Termperature sensor located in the silo,2024-05-20 17:07:46
Temp19,Silo19,Temperature sensor measuring silo temperature,2024-05-20 17:41:52
Humd19,Silo19,Humidity sensor measuring silo humidity,2024-05-20 17:41:52
GrainTemp55,Silo19,1st Grain Termperature sensor located in the silo,2024-05-20 17:41:52
GrainTemp56,Silo19,2nd Grain Termperature sensor located in the silo,2024-05-20 17:41:52
GrainTemp57,Silo19,3rd Grain Termperature sensor located in the silo,2024-05-20 17:41:52
WS19,tr4,Weight sensor measuring empty truck weight,2024-05-20 17:43:02
WS09,tr9,Weight sensor measuring loaded truck weight,2024-05-20 18:15:39
WS12,tr46,Weight sensor measuring empty truck weight,2024-05-20 18:21:15
WS06,tr34,Weight sensor measuring empty truck weight,2024-05-21 07:34:59
Temp16,Silo16,Temperature sensor measuring silo temperature,2024-05-21 08:07:29
Humd16,Silo16,Humidity sensor measuring silo humidity,2024-05-21 08:07:29
GrainTemp46,Silo16,1st Grain Termperature sensor located in the silo,2024-05-21 08:07:29
GrainTemp47,Silo16,2nd Grain Termperature sensor located in the silo,2024-05-21 08:07:29
GrainTemp48,Silo16,3rd Grain Termperature sensor located in the silo,2024-05-21 08:07:29
WS20,tr15,Weight sensor measuring loaded truck weight,2024-05-21 08:31:56
WS04,tr47,Weight sensor measuring empty truck weight,2024-05-21 09:44:44
WS10,tr42,Weight sensor measuring empty truck weight,2024-05-21 09:55:31
WS09,tr45,Weight sensor measuring loaded truck weight,2024-05-21 10:06:55
WS13,tr40,Weight sensor measuring empty truck weight,2024-05-21 10:18:32
Temp18,Silo18,Temperature sensor measuring silo temperature,2024-05-21 10:32:05
Humd18,Silo18,Humidity sensor measuring silo humidity,2024-05-21 10:32:05
GrainTemp52,Silo18,1st Grain Termperature sensor located in the silo,2024-05-21 10:32:05
GrainTemp53,Silo18,2nd Grain Termperature sensor located in the silo,2024-05-21 10:32:05
GrainTemp54,Silo18,3rd Grain Termperature sensor located in the silo,2024-05-21 10:32:05
WS11,tr44,Weight sensor measuring empty truck weight,2024-05-21 10:48:58
WS18,tr22,Weight sensor measuring empty truck weight,2024-05-21 10:50:16
WS09,tr17,Weight sensor measuring loaded truck weight,2024-05-21 11:05:46
WS16,tr41,Weight sensor measuring empty truck weight,2024-05-21 11:08:03
WS06,tr24,Weight sensor measuring empty truck weight,2024-05-21 11:24:41
Temp16,Silo16,Temperature sensor measuring silo temperature,2024-05-21 11:28:25
Humd16,Silo16,Humidity sensor measuring silo humidity,2024-05-21 11:28:25
GrainTemp46,Silo16,1st Grain Termperature sensor located in the silo,2024-05-21 11:28:25
GrainTemp47,Silo16,2nd Grain Termperature sensor located in the silo,2024-05-21 11:28:25
GrainTemp48,Silo16,3rd Grain Termperature sensor located in the silo,2024-05-21 11:28:25
WS19,tr25,Weight sensor measuring empty truck weight,2024-05-21 11:43:34
WS17,tr48,Weight sensor measuring empty truck weight,2024-05-21 11:48:21
WS09,tr35,Weight sensor measuring empty truck weight,2024-05-21 11:54:24
Temp19,Silo19,Temperature sensor measuring silo temperature,2024-05-21 11:54:27
Humd19,Silo19,Humidity sensor measuring silo humidity,2024-05-21 11:54:27
GrainTemp55,Silo19,1st Grain Termperature sensor located in the silo,2024-05-21 11:54:27
GrainTemp56,Silo19,2nd Grain Termperature sensor located in the silo,2024-05-21 11:54:27
GrainTemp57,Silo19,3rd Grain Termperature sensor located in the silo,2024-05-21 11:54:27
WS03,tr31,Weight sensor measuring loaded truck weight,2024-05-21 13:06:22
WS02,tr8,Weight sensor measuring empty truck weight,2024-05-21 13:12:23
WS14,tr23,Weight sensor measuring empty truck weight,2024-05-21 13:40:59
WS16,tr6,Weight sensor measuring empty truck weight,2024-05-21 14:00:09
WS08,tr32,Weight sensor measuring empty truck weight,2024-05-21 14:09:00
WS17,tr30,Weight sensor measuring empty truck weight,2024-05-21 14:45:08
WS18,tr1,Weight sensor measuring empty truck weight,2024-05-21 15:51:01
Temp8,Silo8,Temperature sensor measuring silo temperature,2024-05-21 15:56:19
Humd8,Silo8,Humidity sensor measuring silo humidity,2024-05-21 15:56:19
GrainTemp22,Silo8,1st Grain Termperature sensor located in the silo,2024-05-21 15:56:19
GrainTemp23,Silo8,2nd Grain Termperature sensor located in the silo,2024-05-21 15:56:19
GrainTemp24,Silo8,3rd Grain Termperature sensor located in the silo,2024-05-21 15:56:19
WS03,tr18,Weight sensor measuring empty truck weight,2024-05-21 16:07:30
Temp18,Silo18,Temperature sensor measuring silo temperature,2024-05-21 16:10:22
Humd18,Silo18,Humidity sensor measuring silo humidity,2024-05-21 16:10:22
GrainTemp52,Silo18,1st Grain Termperature sensor located in the silo,2024-05-21 16:10:22
GrainTemp53,Silo18,2nd Grain Termperature sensor located in the silo,2024-05-21 16:10:22
GrainTemp54,Silo18,3rd Grain Termperature sensor located in the silo,2024-05-21 16:10:22
Temp19,Silo19,Temperature sensor measuring silo temperature,2024-05-21 16:47:51
Humd19,Silo19,Humidity sensor measuring silo humidity,2024-05-21 16:47:51
GrainTemp55,Silo19,1st Grain Termperature sensor located in the silo,2024-05-21 16:47:51
GrainTemp56,Silo19,2nd Grain Termperature sensor located in the silo,2024-05-21 16:47:51
GrainTemp57,Silo19,3rd Grain Termperature sensor located in the silo,2024-05-21 16:47:51
WS07,tr43,Weight sensor measuring empty truck weight,2024-05-21 16:48:59
WS13,tr10,Weight sensor measuring empty truck weight,2024-05-21 16:57:25
WS16,tr3,Weight sensor measuring empty truck weight,2024-05-21 18:34:30
WS17,tr50,Weight sensor measuring loaded truck weight,2024-05-21 19:18:40
WS19,tr11,Weight sensor measuring empty truck weight,2024-05-22 07:26:38
WS14,tr39,Weight sensor measuring empty truck weight,2024-05-22 07:36:05
WS17,tr4,Weight sensor measuring empty truck weight,2024-05-22 07:36:25
WS04,tr38,Weight sensor measuring empty truck weight,2024-05-22 07:54:41
WS08,tr16,Weight sensor measuring empty truck weight,2024-05-22 08:08:57
WS11,tr37,Weight sensor measuring empty truck weight,2024-05-22 08:21:26
WS20,tr5,Weight sensor measuring loaded truck weight,2024-05-22 08:58:59
WS09,tr12,Weight sensor measuring loaded truck weight,2024-05-22 09:08:47
WS02,tr46,Weight sensor measuring empty truck weight,2024-05-22 09:17:13
WS15,tr49,Weight sensor measuring empty truck weight,2024-05-22 09:38:51
WS19,tr27,Weight sensor measuring empty truck weight,2024-05-22 09:57:41
WS11,tr26,Weight sensor measuring empty truck weight,2024-05-22 10:24:33
WS20,tr13,Weight sensor measuring loaded truck weight,2024-05-22 10:32:02
WS20,tr33,Weight sensor measuring empty truck weight,2024-05-22 10:32:48
Temp10,Silo10,Temperature sensor measuring silo temperature,2024-05-22 13:27:28
Humd10,Silo10,Humidity sensor measuring silo humidity,2024-05-22 13:27:28
GrainTemp28,Silo10,1st Grain Termperature sensor located in the silo,2024-05-22 13:27:28
GrainTemp29,Silo10,2nd Grain Termperature sensor located in the silo,2024-05-22 13:27:28
GrainTemp30,Silo10,3rd Grain Termperature sensor located in the silo,2024-05-22 13:27:28
Temp6,Silo6,Temperature sensor measuring silo temperature,2024-05-22 13:30:55
Humd6,Silo6,Humidity sensor measuring silo humidity,2024-05-22 13:30:55
GrainTemp16,Silo6,1st Grain Termperature sensor located in the silo,2024-05-22 13:30:55
GrainTemp17,Silo6,2nd Grain Termperature sensor located in the silo,2024-05-22 13:30:55
GrainTemp18,Silo6,3rd Grain Termperature sensor located in the silo,2024-05-22 13:30:55
WS05,tr28,Weight sensor measuring empty truck weight,2024-05-22 13:34:27
WS12,tr20,Weight sensor measuring empty truck weight,2024-05-22 13:48:14
Temp10,Silo10,Temperature sensor measuring silo temperature,2024-05-22 14:00:12
Humd10,Silo10,Humidity sensor measuring silo humidity,2024-05-22 14:00:12
GrainTemp28,Silo10,1st Grain Termperature sensor located in the silo,2024-05-22 14:00:12
GrainTemp29,Silo10,2nd Grain Termperature sensor located in the silo,2024-05-22 14:00:12
GrainTemp30,Silo10,3rd Grain Termperature sensor located in the silo,2024-05-22 14:00:12
Temp18,Silo18,Temperature sensor measuring silo temperature,2024-05-22 14:03:46
Humd18,Silo18,Humidity sensor measuring silo humidity,2024-05-22 14:03:46
GrainTemp52,Silo18,1st Grain Termperature sensor located in the silo,2024-05-22 14:03:46
GrainTemp53,Silo18,2nd Grain Termperature sensor located in the silo,2024-05-22 14:03:46
GrainTemp54,Silo18,3rd Grain Termperature sensor located in the silo,2024-05-22 14:03:46
WS02,tr34,Weight sensor measuring empty truck weight,2024-05-22 14:11:20
WS07,tr21,Weight sensor measuring loaded truck weight,2024-05-22 14:38:20
WS08,tr6,Weight sensor measuring loaded truck weight,2024-05-22 14:38:29
Temp8,Silo8,Temperature sensor measuring silo temperature,2024-05-22 14:49:41
Humd8,Silo8,Humidity sensor measuring silo humidity,2024-05-22 14:49:41
GrainTemp22,Silo8,1st Grain Termperature sensor located in the silo,2024-05-22 14:49:41
GrainTemp23,Silo8,2nd Grain Termperature sensor located in the silo,2024-05-22 14:49:41
GrainTemp24,Silo8,3rd Grain Termperature sensor located in the silo,2024-05-22 14:49:41
WS18,tr19,Weight sensor measuring loaded truck weight,2024-05-22 14:52:52
WS08,tr15,Weight sensor measuring empty truck weight,2024-05-22 14:56:53
Temp17,Silo17,Temperature sensor measuring silo temperature,2024-05-22 14:57:45
Humd17,Silo17,Humidity sensor measuring silo humidity,2024-05-22 14:57:45
GrainTemp49,Silo17,1st Grain Termperature sensor located in the silo,2024-05-22 14:57:45
GrainTemp50,Silo17,2nd Grain Termperature sensor located in the silo,2024-05-22 14:57:45
GrainTemp51,Silo17,3rd Grain Termperature sensor located in the silo,2024-05-22 14:57:45
WS15,tr44,Weight sensor measuring empty truck weight,2024-05-22 15:25:37
WS11,tr24,Weight sensor measuring empty truck weight,2024-05-22 15:34:58
WS20,tr22,Weight sensor measuring empty truck weight,2024-05-22 15:49:41
Temp8,Silo8,Temperature sensor measuring silo temperature,2024-05-22 16:33:27
Humd8,Silo8,Humidity sensor measuring silo humidity,2024-05-22 16:33:27
GrainTemp22,Silo8,1st Grain Termperature sensor located in the silo,2024-05-22 16:33:27
GrainTemp23,Silo8,2nd Grain Termperature sensor located in the silo,2024-05-22 16:33:27
GrainTemp24,Silo8,3rd Grain Termperature sensor located in the silo,2024-05-22 16:33:27
WS03,tr40,Weight sensor measuring empty truck weight,2024-05-22 16:48:43
WS05,tr32,Weight sensor measuring empty truck weight,2024-05-22 16:56:15
WS04,tr41,Weight sensor measuring empty truck weight,2024-05-22 17:49:37
WS07,tr30,Weight sensor measuring empty truck weight,2024-05-22 19:06:54
WS06,tr2,Weight sensor measuring loaded truck weight,2024-05-23 07:58:22
WS20,tr14,Weight sensor measuring loaded truck weight,2024-05-23 08:06:54
WS09,tr10,Weight sensor measuring empty truck weight,2024-05-23 08:24:37
Temp17,Silo17,Temperature sensor measuring silo temperature,2024-05-23 08:44:03
Humd17,Silo17,Humidity sensor measuring silo humidity,2024-05-23 08:44:03
GrainTemp49,Silo17,1st Grain Termperature sensor located in the silo,2024-05-23 08:44:03
GrainTemp50,Silo17,2nd Grain Termperature sensor located in the silo,2024-05-23 08:44:03
GrainTemp51,Silo17,3rd Grain Termperature sensor located in the silo,2024-05-23 08:44:03
WS16,tr29,Weight sensor measuring loaded truck weight,2024-05-23 09:50:13
WS17,tr5,Weight sensor measuring empty truck weight,2024-05-23 10:09:42
WS18,tr11,Weight sensor measuring empty truck weight,2024-05-23 10:18:02
WS07,tr31,Weight sensor measuring empty truck weight,2024-05-23 10:20:47
WS16,tr17,Weight sensor measuring empty truck weight,2024-05-23 11:09:13
Temp11,Silo11,Temperature sensor measuring silo temperature,2024-05-23 11:09:19
Humd11,Silo11,Humidity sensor measuring silo humidity,2024-05-23 11:09:19
GrainTemp31,Silo11,1st Grain Termperature sensor located in the silo,2024-05-23 11:09:19
GrainTemp32,Silo11,2nd Grain Termperature sensor located in the silo,2024-05-23 11:09:19
GrainTemp33,Silo11,3rd Grain Termperature sensor located in the silo,2024-05-23 11:09:19
WS08,tr43,Weight sensor measuring empty truck weight,2024-05-23 11:14:56
WS12,tr16,Weight sensor measuring empty truck weight,2024-05-23 11:28:05
WS01,tr25,Weight sensor measuring empty truck weight,2024-05-23 11:48:09
WS10,tr18,Weight sensor measuring empty truck weight,2024-05-23 13:28:19
WS13,tr13,Weight sensor measuring empty truck weight,2024-05-23 13:48:49
WS19,tr34,Weight sensor measuring empty truck weight,2024-05-23 13:57:22
Temp11,Silo11,Temperature sensor measuring silo temperature,2024-05-23 13:58:29
Humd11,Silo11,Humidity sensor measuring silo humidity,2024-05-23 13:58:29
GrainTemp31,Silo11,1st Grain Termperature sensor located in the silo,2024-05-23 13:58:29
GrainTemp32,Silo11,2nd Grain Termperature sensor located in the silo,2024-05-23 13:58:29
GrainTemp33,Silo11,3rd Grain Termperature sensor located in the silo,2024-05-23 13:58:29
WS11,tr45,Weight sensor measuring empty truck weight,2024-05-23 14:26:39
Temp6,Silo6,Temperature sensor measuring silo temperature,2024-05-23 14:27:47
Humd6,Silo6,Humidity sensor measuring silo humidity,2024-05-23 14:27:47
GrainTemp16,Silo6,1st Grain Termperature sensor located in the silo,2024-05-23 14:27:47
GrainTemp17,Silo6,2nd Grain Termperature sensor located in the silo,2024-05-23 14:27:47
GrainTemp18,Silo6,3rd Grain Termperature sensor located in the silo,2024-05-23 14:27:47
WS08,tr38,Weight sensor measuring empty truck weight,2024-05-23 14:38:18
WS17,tr42,Weight sensor measuring loaded truck weight,2024-05-23 14:38:27
WS14,tr9,Weight sensor measuring empty truck weight,2024-05-23 14:51:00
WS17,tr35,Weight sensor measuring empty truck weight,2024-05-23 14:52:45
Temp16,Silo16,Temperature sensor measuring silo temperature,2024-05-23 14:59:06
Humd16,Silo16,Humidity sensor measuring silo humidity,2024-05-23 14:59:06
GrainTemp46,Silo16,1st Grain Termperature sensor located in the silo,2024-05-23 14:59:06
GrainTemp47,Silo16,2nd Grain Termperature sensor located in the silo,2024-05-23 14:59:06
GrainTemp48,Silo16,3rd Grain Termperature sensor located in the silo,2024-05-23 14:59:06
Temp10,Silo10,Temperature sensor measuring silo temperature,2024-05-23 15:18:13
Humd10,Silo10,Humidity sensor measuring silo humidity,2024-05-23 15:18:13
GrainTemp28,Silo10,1st Grain Termperature sensor located in the silo,2024-05-23 15:18:13
GrainTemp29,Silo10,2nd Grain Termperature sensor located in the silo,2024-05-23 15:18:13
GrainTemp30,Silo10,3rd Grain Termperature sensor located in the silo,2024-05-23 15:18:13
WS18,tr49,Weight sensor measuring loaded truck weight,2024-05-23 15:34:35
WS05,tr36,Weight sensor measuring loaded truck weight,2024-05-23 15:40:55
WS15,tr12,Weight sensor measuring empty truck weight,2024-05-23 15:44:03
WS20,tr24,Weight sensor measuring empty truck weight,2024-05-23 15:49:16
Temp19,Silo19,Temperature sensor measuring silo temperature,2024-05-23 16:01:03
Humd19,Silo19,Humidity sensor measuring silo humidity,2024-05-23 16:01:03
GrainTemp55,Silo19,1st Grain Termperature sensor located in the silo,2024-05-23 16:01:03
GrainTemp56,Silo19,2nd Grain Termperature sensor located in the silo,2024-05-23 16:01:03
GrainTemp57,Silo19,3rd Grain Termperature sensor located in the silo,2024-05-23 16:01:03
